Temperature,Pressure,Time,Depth
355.1610729838726,6529.143599999999,259000.0,20327.499999999996
365.1941942025287,6983.174924999999,446000.0,21729.999999999996
375.2224127920775,7383.790799999999,611000.0,22967.499999999996
385.2363575143915,7820.826299999999,791000.0,24317.499999999996
395.2810553917659,8274.857624999999,978000.0,25719.999999999996
405.2903032165224,8748.31275,1173000.0,27182.499999999996
415.32427826155305,9282.46725,1393000.0,28832.499999999996
425.35149797046466,9768.062249999999,1593000.0,30332.499999999996
435.36963548385216,10173.534075,1760000.0,31584.999999999996
445.3945246021528,10600.857675,1936000.0,32905.0
455.39931399014336,11130.156224999999,2154000.0,34539.99999999999
465.40997005963317,11797.849349999999,2429000.0,36602.49999999999
475.44205979184227,12475.254374999999,2708000.0,38694.99999999999
485.44311688977825,13031.260649999998,2937000.0,40412.49999999999
495.46783979434286,13558.131224999997,3154000.0,42039.99999999999
505.4965210498023,14135.989274999998,3392000.0,43824.99999999999
515.5088451262861,14801.254424999997,3666000.0,45879.99999999999
525.5153932885972,15517.507049999998,3961000.0,48092.49999999999
535.5182894822914,16117.216874999998,4208000.0,49944.99999999999
545.5411958567269,16602.811874999996,4408000.0,51444.99999999999
555.5457355055318,17098.118775,4612000.0,52974.99999999999
565.5489695125369,17751.244049999998,4881000.0,54992.49999999999
575.5613628083203,18520.912125,5198000.0,57369.99999999999
585.5896901762541,19154.613599999997,5459000.0,59327.49999999999
595.592611846484,19771.319249999997,5713000.0,61232.49999999999
605.6147812362466,20587.11885,6049000.0,63752.49999999999
615.6212750360354,21483.041624999998,6418000.0,66520.0
625.6341334970816,22192.010324999996,6710000.0,68709.99999999999
635.6474398300032,22832.995724999997,6974000.0,70689.99999999999
645.6553000748013,23527.396574999995,7260000.0,72834.99999999999
655.6803793359629,24340.768199999995,7595000.0,75347.49999999999
665.6835234492938,25248.830849999995,7969000.0,78152.49999999999
675.6848406139518,26195.741099999996,8359000.0,81077.49999999999
685.6935535326282,27123.227549999996,8741000.0,83942.49999999999
695.7025969599467,28016.722349999996,9109000.0,86702.49999999999
