id,smirks,sources
EVODEX-Nm20,O[C:8]([C:7])=[O:9]>>O[C:8]([C:7])=[O:9],EVODEX-P26
EVODEX-Nm21,[H][C:2](N)([C:1])[C:4]>>O=[C:2]([C:1])[C:4],"EVODEX-P30,EVODEX-P148"
EVODEX-Nm22,[H][O:55][H]>>C=[O:55],"EVODEX-P34,EVODEX-P113,EVODEX-P120,EVODEX-P144"
EVODEX-Nm23,[H][C:2](N)([C:1])[C:4].[H][O:51][H]>>[C:1][C:2]([C:4])=[O:51],"EVODEX-P35,EVODEX-P146"
EVODEX-Nm24,C[N:3]([H:56])[H:57]>>[H][N:3]([H:56])[H:57],"EVODEX-P36,EVODEX-P142"
EVODEX-Nm25,[H][C:2]([C:1])([N:3])[C:4].[H][O:51][H]>>[C:1][C:2]([C:4])=[O:51].[N:3],"EVODEX-P37,EVODEX-P149"
EVODEX-Nm26,[H][C:2]([C:1])([N:3])[C:4]>>O=[C:2]([C:1])[C:4].[N:3],"EVODEX-P41,EVODEX-P145"
EVODEX-Nm27,[H][O:10][C:9].[O:1]=[P:2]([O:3])([O:4])[O:5]>>[O:1]=[P:2]([O:3])([O:4])[O:10][C:9].[O:5],EVODEX-P43
EVODEX-Nm28,[#6]-[#16&+:2](-[#6:3])-[#6:10]>>[#6:3]-[#16:2]-[#6:10],EVODEX-P44
EVODEX-Nm29,[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#16&+:2](-[#6:3])-[#6:10].[#85]-[#8:28]-[#6:29]>>[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#8:28]-[#6:29].[#6:3]-[#16:2]-[#6:10],EVODEX-P45
EVODEX-Nm30,[#6:1]-[#16&+:2](-[#6:3])-[#6:10]>>[#6:1].[#6:3]-[#16:2]-[#6:10],EVODEX-P46
EVODEX-Nm31,[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#16&+].[#85]-[#8:28]-[#6:29]>>[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#8:28]-[#6:29],EVODEX-P47
EVODEX-Nm32,[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#16&+]>>[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#8],EVODEX-P48
EVODEX-Nm33,[C:49][C:51]([C:52])([H:94])[H:95].[H][C:57](=[O:56])[O:58]>>[C:51]([C:52])([C:57](=[O:56])[O:58])([H:94])[H:95].[C:49],EVODEX-P56
EVODEX-Nm34,C[C:49]([S:48])=[O:50]>>[H][C:49]([S:48])=[O:50],EVODEX-P57
EVODEX-Nm35,C[C:51]([C:52])([H:94])[H:95].[H][C:57](=[O:56])[O:58]>>[C:51]([C:52])([C:57](=[O:56])[O:58])([H:94])[H:95],EVODEX-P58
EVODEX-Nm36,[H][C:57](=[O:56])[O:58]>>C[C:57](=[O:56])[O:58],"EVODEX-P59,EVODEX-P80"
EVODEX-Nm37,C[C:51]([C:52])([H:94])[H:95]>>C[C:51]([C:52])([H:94])[H:95],EVODEX-P60
EVODEX-Nm38,[H][O:1][H:25].[O:5][C:6]([O:7])([C:19])[H:31]>>[O:1]([C:6]([O:5])([C:19])[H:31])[H:25].[O:7],"EVODEX-P62,EVODEX-P101,EVODEX-P163"
EVODEX-Nm39,[H][O:1][H:36].O[C:6]([O:5])([C:30])[H:42]>>[O:1]([C:6]([O:5])([C:30])[H:42])[H:36],EVODEX-P64
EVODEX-Nm40,[H][C:6]([C:5])=[O:7].[H][O:52][H:93]>>[C:5][C:6](=[O:7])[O:52][H:93],EVODEX-P68
EVODEX-Nm41,[H][C:6]([C:5])=[O:7]>>O[C:6]([C:5])=[O:7],EVODEX-P69
EVODEX-Nm42,[H][O:27][C:26].[O:51][P:52](=[O:53])([O:54])[O:55]>>[C:26][O:27][P:52](=[O:53])([O:54])[O:55].[O:51],EVODEX-P74
EVODEX-Nm43,[H][O:27][C:26].O[P:52](=[O:53])([O:54])[O:55]>>[C:26][O:27][P:52](=[O:53])([O:54])[O:55],EVODEX-P76
EVODEX-Nm44,[H][O:27][C:26]>>P[O:27][C:26],EVODEX-P78
EVODEX-Nm45,[H][C:1]([C:2](=[O:3])[C:4])([H:54])[H:55]>>[H][C:2]([C:1](C)([H:54])[H:55])([O:3][H])[C:4],EVODEX-P82
EVODEX-Nm46,[H][C:1]([C:2](=[O:3])[C:4])([H:54])[H:55].[O:51]=[C:52]=[O:53]>>[H][C:2]([C:1]([C:52]([O:51][H])=[O:53])([H:54])[H:55])([O:3][H])[C:4],EVODEX-P86
EVODEX-Nm47,[H][C:52]([C:51])([O:53][H])[H:91]>>[C:51][C:52](=[O:53])[H:91],EVODEX-P88
EVODEX-Nm48,[H][C:52]([C:51])=[N:53].[H][O:45][H:89]>>[O:45]([C:52]([C:51])=[N:53])[H:89],EVODEX-P91
EVODEX-Nm49,[H][C:52]([C:51])=[N:53]>>O[C:52]([C:51])=[N:53],EVODEX-P93
EVODEX-Nm50,[C:7]:[C:8]([O:9]):[C:14].[H][O:1][H:22]>>[O:1]([C:8](:[C:7]):[C:14])[H:22].[O:9],"EVODEX-P95,EVODEX-P154"
EVODEX-Nm51,O[C:8](:[C:7]):[C:14].[H][O:1][H:22]>>[O:1]([C:8](:[C:7]):[C:14])[H:22],"EVODEX-P97,EVODEX-P156"
EVODEX-Nm52,O[C:8](:[C:7]):[C:14]>>O[C:8](:[C:7]):[C:14],"EVODEX-P99,EVODEX-P157"
EVODEX-Nm53,C[O:8][H:14]>>[H][O:8][H:14],EVODEX-P103
EVODEX-Nm54,[C:5][C:6](=[O:7])[O:8].[H][N:1]([C:2])[H:9]>>[N:1]([C:2])([C:6]([C:5])=[O:7])[H:9].[O:8],EVODEX-P104
EVODEX-Nm55,O[C:6]([C:5])=[O:7].[H][N:1]([C:2])[H:9]>>[N:1]([C:2])([C:6]([C:5])=[O:7])[H:9],EVODEX-P105
EVODEX-Nm56,[H][C:1]([C:2])([H:54])[H:55].[H][N:33]([C:32][C:31](=[N:30][C:26])[C:52])[C:34]>>[H][C:31]1([C:52])[N:30]([C:26])[C:1]([H:54])([H:55])[N:33]([C:34])[C:32]1.[C:2],EVODEX-P106
EVODEX-Nm57,C[C:2](:[C:3]):[C:20]>>[H][C:2](:[C:3]):[C:20],"EVODEX-P107,EVODEX-P137"
EVODEX-Nm58,[H][C:1](C)([H:54])[H:55].[H][N:33]([C:32][C:31](=[N:30][C:26])[C:52])[C:34]>>[H][C:31]1([C:52])[N:30]([C:26])[C:1]([H:54])([H:55])[N:33]([C:34])[C:32]1,EVODEX-P108
EVODEX-Nm59,[H][N:33]([C:32][C:31](=[N:30][C:26])[C:52])[C:34]>>[H][C:31]1([C:52])[N:30]([C:26])C[N:33]([C:34])[C:32]1,EVODEX-P109
EVODEX-Nm60,[H][C:1](C)([H:54])[H:55]>>N[C:1](N)([H:54])[H:55],EVODEX-P110
EVODEX-Nm61,[H][C:1]([C:2])([H:54])[H:55]>>N[C:1](N)([H:54])[H:55].[C:2],EVODEX-P111
EVODEX-Nm62,[H][O:1][H].[H][O:2][H].[S:3]=[C:4]=[S:5]>>[O:1]=[C:4]=[O:2].[H][S:3][H].[H][S:5][H],EVODEX-P117
EVODEX-Nm63,C(=[S:3])=[S:5]>>[H][S:3][H].[H][S:5][H],EVODEX-P118
EVODEX-Nm64,[H][O:1][H].S=[C:4]=S>>O=[C:4]=[O:1],EVODEX-P119
EVODEX-Nm65,S=[C:4]=[S:5]>>O=[C:4]=O.[H][S:5][H],EVODEX-P121
EVODEX-Nm66,S=[C:4]=S>>O=[C:4]=O,EVODEX-P122
EVODEX-Nm67,[H][O:51][C:50](=[O:49])[C:52][C:53]([H])([O:54][H])[C:55]>>[C:52][C:53](=[O:54])[C:55].[O:49]=[C:50]=[O:51],EVODEX-P123
EVODEX-Nm68,[H][C:53]([C:52](C)([H:88])[H:89])([O:54][H])[C:55]>>[H][C:52]([C:53](=[O:54])[C:55])([H:88])[H:89],EVODEX-P126
EVODEX-Nm69,[H][O:51][C:50](C)=[O:49]>>[O:49]=[C:50]=[O:51],"EVODEX-P127,EVODEX-P139"
EVODEX-Nm70,[C:1][C:2]([C:3])=[C:4]([C:5])[H:85]>>[H][C:2]([C:1])([C:3])[C:4]([H])([C:5])[H:85],EVODEX-P130
EVODEX-Nm71,[C:1][C:2](=[O:3])[S:4].[H][N:52]([C:53])[H:100]>>[C:1][C:2](=[O:3])[N:52]([C:53])[H:100].[S:4],EVODEX-P131
EVODEX-Nm72,C[S:4][C:5]>>[H][S:4][C:5],EVODEX-P132
EVODEX-Nm73,S[C:2]([C:1])=[O:3].[H][N:52]([C:53])[H:100]>>[C:1][C:2](=[O:3])[N:52]([C:53])[H:100],EVODEX-P133
EVODEX-Nm74,[H][N:52]([C:53])[H:100]>>C[N:52]([C:53])[H:100],EVODEX-P134
EVODEX-Nm75,S[C:2]([C:1])=[O:3]>>N[C:2]([C:1])=[O:3],EVODEX-P135
EVODEX-Nm76,[H][O:3][C:2](=[O:1])[C:4]>>[O:1]=[C:2]=[O:3].[C:4],EVODEX-P138
EVODEX-Nm77,[O:49]=[C:50]([C:51])[H:92]>>[H][O:49][C:50]([H])([C:51])[H:92],EVODEX-P160
EVODEX-Nm78,[O:45]=[C:46]([O:47])[C:55]>>[H][O:45][C:46]([H])([O:47])[C:55],EVODEX-P162
EVODEX-Nm79,[C:18][C:19]([C:20])([O:32])[H:72].[H][O:36][H:92]>>[C:18][C:19]([C:20])([O:36][H:92])[H:72].[O:32],EVODEX-P165
EVODEX-Nm80,O[C:19]([C:18])([C:20])[H:72].[H][O:36][H:92]>>[C:18][C:19]([C:20])([O:36][H:92])[H:72],EVODEX-P167
EVODEX-Nm81,O[C:19]([C:18])([C:20])[H:72]>>O[C:19]([C:18])([C:20])[H:72],EVODEX-P169
