id,smirks,sources
EVODEX-C14,[H]OP(=O)(O[H])[O:46]>>[H][O:46],"EVODEX-P14,EVODEX-P17"
EVODEX-C15,[H][O:18]>>[H]OP(=O)(O[H])[O:18],EVODEX-P15
EVODEX-C16,[H][C:1][C:2]=[O:3].[P:26]>>[C:1]=[C:2][O:3][P:26].[H],EVODEX-P16
EVODEX-C17,[H][C:1][C:2]=[O:3].[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2:C([H]):C(C([H])([H])[H]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[P:26]>>[C:1]=[C:2][O:3][P:26],EVODEX-P18
EVODEX-C18,[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2:C([H]):C(C([H])([H])[H]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[P:26]>>[H]OC(=O)C(O[P:26])=C([H])[H],EVODEX-P19
EVODEX-C19,[H][C:1][C:2]=[O:3]>>[H]OP(=O)(O[H])[O:3][C:2]=[C:1],EVODEX-P20
EVODEX-C20,>>[H]OC(=O)C(O)=C([H])[H].[H],EVODEX-P21
EVODEX-C21,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O:10]>>[H][O:10],EVODEX-P23
EVODEX-C22,[H][O:20]>>[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O:20],EVODEX-P25
EVODEX-C23,>>[H]O.[H],"EVODEX-P27,EVODEX-P67,EVODEX-P100,EVODEX-P158,EVODEX-P170"
EVODEX-C24,[H]N([H])[C:2][H]>>O=[C:2],"EVODEX-P30,EVODEX-P148"
EVODEX-C25,[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#7&+:14]:[#6:50]:1.[#85]-[#8:51]-[#85]>>[#85]-[#6](-[#85])(-[#85])-[#6](-[#6](=[#8])-[#8]-[#85])=[#8:51].[#6:10]1=[#6:50]-[#7:14]-[#6:13]=[#6:12]-[#6:11]-1-[#85],EVODEX-P31
EVODEX-C26,[#85]-[#6](-[#85])(-[#85])-[#6@](-[#85])(-[#7:3])-[#6](=[#8])-[#8]-[#85].[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#7&+:14]:[#6:50]:1>>[#6:10]1=[#6:50]-[#7:14]-[#6:13]=[#6:12]-[#6:11]-1-[#85].[#7:3]-[#85],EVODEX-P33
EVODEX-C27,[H][O:51][H]>>[H]OC(=O)C(C([H])([H])[H])=[O:51],EVODEX-P34
EVODEX-C28,[H]N([H])[C:2][H].[H][O:51][H]>>[C:2]=[O:51],"EVODEX-P35,EVODEX-P146"
EVODEX-C29,[H]OC(=O)[C@]([H])(C([H])([H])[H])[N:3]>>[H][N:3],EVODEX-P36
EVODEX-C30,[H][C:2].[H][O:51][H]>>[C:2]=[O:51].[H],"EVODEX-P37,EVODEX-P149"
EVODEX-C31,[#85]-[#6@:2]-[#7](-[#85])-[#85].[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#7&+:14]:[#6:50]:1>>[#6:2]=[#8].[#6:10]1=[#6:50]-[#7:14]-[#6:13]=[#6:12]-[#6:11]-1-[#85],"EVODEX-P38,EVODEX-P147"
EVODEX-C32,[#85]-[#6@:2]-[#7](-[#85])-[#85].[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#7&+:14]:[#6:50]:1.[#85]-[#8:51]-[#85]>>[#6:2]=[#8:51].[#6:10]1=[#6:50]-[#7:14]-[#6:13]=[#6:12]-[#6:11]-1-[#85],"EVODEX-P39,EVODEX-P150"
EVODEX-C33,[#85]-[#6@:2].[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#7&+:14]:[#6:50]:1>>[#6:2]=[#8].[#6:10]1=[#6:50]-[#7:14]-[#6:13]=[#6:12]-[#6:11]-1-[#85].[#85],"EVODEX-P40,EVODEX-P152"
EVODEX-C34,[H][C:2]>>O=[C:2].[H],"EVODEX-P41,EVODEX-P145"
EVODEX-C35,[#85]-[#6@:2].[#6:10]1:[#6:11]:[#6:12]:[#6:13]:[#7&+:14]:[#6:50]:1.[#85]-[#8:51]-[#85]>>[#6:2]=[#8:51].[#6:10]1=[#6:50]-[#7:14]-[#6:13]=[#6:12]-[#6:11]-1-[#85].[#85],"EVODEX-P42,EVODEX-P153"
EVODEX-C36,[H][O:10].[P:2]>>[H].[P:2][O:10],EVODEX-P43
EVODEX-C37,[#85]-[#6](-[#85])(-[#85])-[#16&+:2]>>[#16:2],EVODEX-P44
EVODEX-C38,[#6:1]-[#16&+:2].[#85]-[#8:28]>>[#6:1]-[#8:28].[#16:2],EVODEX-P45
EVODEX-C39,[#16&+:2]>>[#8]-[#6]1:[#6](-[#85]):[#6](-[#85]):[#6](-[#85]):[#6](-[#85]):[#6]:1-[#8]-[#85].[#16:2],EVODEX-P46
EVODEX-C40,[#6:1]-[#16&+](-[#6](-[#85])(-[#85])-[#6](-[#85])(-[#85])-[#6@](-[#85])(-[#7](-[#85])-[#85])-[#6](=[#8])-[#8]-[#85])-[#6](-[#85])(-[#85])-[#6@@]1(-[#85])-[#8]-[#6@@](-[#85])(-[#7]2:[#6](-[#85]):[#7]:[#6]3:[#6](-[#7](-[#85])-[#85]):[#7]:[#6](-[#85]):[#7]:[#6]:2:3)-[#6@](-[#85])(-[#8]-[#85])-[#6@]-1(-[#85])-[#8]-[#85].[#85]-[#8:28]>>[#6:1]-[#8:28],EVODEX-P47
EVODEX-C41,[#6:1]-[#16&+](-[#6](-[#85])(-[#85])-[#6](-[#85])(-[#85])-[#6@](-[#85])(-[#7](-[#85])-[#85])-[#6](=[#8])-[#8]-[#85])-[#6](-[#85])(-[#85])-[#6@@]1(-[#85])-[#8]-[#6@@](-[#85])(-[#7]2:[#6](-[#85]):[#7]:[#6]3:[#6](-[#7](-[#85])-[#85]):[#7]:[#6](-[#85]):[#7]:[#6]:2:3)-[#6@](-[#85])(-[#8]-[#85])-[#6@]-1(-[#85])-[#8]-[#85]>>[#6:1]-[#8]-[#6]1:[#6](-[#85]):[#6](-[#85]):[#6](-[#85]):[#6](-[#85]):[#6]:1-[#8]-[#85],EVODEX-P48
EVODEX-C42,[H][O:28]>>[H]C([H])([H])[O:28],EVODEX-P49
EVODEX-C43,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@]([H])([O:32])[C@@]1([H])O[H]>>[H][O:32],EVODEX-P51
EVODEX-C44,[H][O:8].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(=O):N([H]):C(N([H])[H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[C:31]>>[O:8][C:31],EVODEX-P52
EVODEX-C45,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(=O):N([H]):C(N([H])[H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[C:31]>>[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[C:31])[C@]1([H])O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])OC([H])([H])[H],EVODEX-P53
EVODEX-C46,[H][O:8]>>[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@]([H])([O:8])[C@@]1([H])O[H],EVODEX-P54
EVODEX-C47,>>[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O)[C@]1([H])O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])OC([H])([H])[H].[H],EVODEX-P55
EVODEX-C48,[C:51].[H][C:57]>>[C:51][C:57].[H],EVODEX-P56
EVODEX-C49,[H]OC(=O)C([H])([H])C([H])([H])[C:49]>>[H][C:49],EVODEX-P57
EVODEX-C50,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)[C:51])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][C:57]>>[C:51][C:57],EVODEX-P58
EVODEX-C51,[H][C:57]>>[H]OC(=O)C([H])([H])C([H])([H])[C:57],EVODEX-P59
EVODEX-C52,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)[C:51])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC(=O)[C:51],EVODEX-P60
EVODEX-C53,>>[H]OC=O.[H],EVODEX-P61
EVODEX-C54,[H]OC([H])([H])[C@@]1([H])O[C@]([H])([O:7])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H][O:7],"EVODEX-P63,EVODEX-P102,EVODEX-P164"
EVODEX-C55,[H][O:1].[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C:6])[C@]([H])(O[H])[C@@]1([H])O[H]>>[O:1][C:6],EVODEX-P64
EVODEX-C56,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C:6])[C@]([H])(O[H])[C@@]1([H])O[H]>>[H]O[C:6],EVODEX-P65
EVODEX-C57,[H][O:1]>>[H]OC([H])([H])[C@@]1([H])OC([H])([O:1])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],EVODEX-P66
EVODEX-C58,[H][C:6]>>[H]O[C:6],"EVODEX-P69,EVODEX-P93"
EVODEX-C59,[#6:6]-[#85].[#6:11]1:[#6:12]:[#6:13]:[#6:14]:[#7&+:15]:[#6:51]:1.[#8:52]-[#85]>>[#6:6]-[#8:52].[#6:11]1=[#6:51]-[#7:15]-[#6:14]=[#6:13]-[#6:12]-1-[#85],"EVODEX-P70,EVODEX-P89"
EVODEX-C60,[#6:6]-[#85].[#6:11]1:[#6:12]:[#6:13]:[#6:14]:[#7&+:15]:[#6:51]:1>>[#6:6]-[#8]-[#85].[#6:11]1=[#6:51]-[#7:15]-[#6:14]=[#6:13]-[#6:12]-1-[#85],"EVODEX-P71,EVODEX-P92"
EVODEX-C61,[H]OP(=O)(O[H])OP(=O)(O[H])[O:51]>>[H][O:51],EVODEX-P75
EVODEX-C62,[H][O:27].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[P:52]>>[O:27][P:52],EVODEX-P76
EVODEX-C63,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[P:52]>>[H]O[C@]1([H])[C@]([H])(O[P:52])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@@]1([H])N1:C([H]):N:C2:C(=O):N([H]):C(N([H])[H]):N:C:2:1,EVODEX-P77
EVODEX-C64,[H][O:27]>>[H]OP(=O)(O[H])OP(=O)(O[H])[O:27],EVODEX-P78
EVODEX-C65,>>[H]O[C@]1([H])[C@]([H])(O)[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@@]1([H])N1:C([H]):N:C2:C(=O):N([H]):C(N([H])[H]):N:C:2:1.[H],EVODEX-P79
EVODEX-C66,[O:51]=[C:52]>>[H]OC(=O)[C@@]([H])(O[H])C([H])([H])[C:52][O:51][H],EVODEX-P80
EVODEX-C67,[#6:1](-[#85])-[#6:2]=[#8:3].[#6:10]1=[#6:11]-[#7:12]-[#6:48]=[#6:49]-[#6:50]-1-[#85].[#8:51]=[#6:52]>>[#6:1](-[#6@:2](-[#85])-[#8:3]-[#85])-[#6:52]-[#8:51]-[#85].[#6:10]1:[#6:11]:[#7&+:12]:[#6:48]:[#6:49]:[#6:50]:1,EVODEX-P81
EVODEX-C68,[H][C:1][C:2]=[O:3]>>[H]OC(=O)[C:1][C:2]([H])[O:3][H],EVODEX-P82
EVODEX-C69,[#6:1](-[#85])-[#6:2]=[#8:3].[#6:10]1=[#6:11]-[#7:12]-[#6:48]=[#6:49]-[#6:50]-1-[#85]>>[#6:1](-[#6@:2](-[#85])-[#8:3]-[#85])-[#6](-[#8]-[#85])=[#8].[#6:10]1:[#6:11]:[#7&+:12]:[#6:48]:[#6:49]:[#6:50]:1,EVODEX-P84
EVODEX-C70,[#6:10]1=[#6:11]-[#7:12]-[#6:48]=[#6:49]-[#6:50]-1-[#85].[#8:51]=[#6:52]>>[#85]-[#6](-[#85])(-[#6@](-[#85])(-[#8]-[#85])-[#6](=[#8])-[#8]-[#85])-[#6:52]-[#8:51]-[#85].[#6:10]1:[#6:11]:[#7&+:12]:[#6:48]:[#6:49]:[#6:50]:1,EVODEX-P85
EVODEX-C71,[H][C:1][C:2]=[O:3].[O:51]=[C:52]>>[H][C:2]([C:1][C:52][O:51][H])[O:3][H],EVODEX-P86
EVODEX-C72,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:44]:1.[#8:45]-[#85]>>[#6:4]1=[#6:44]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1-[#85].[#8:45]-[#6]1=[#7]-[#6@](-[#85])(-[#6](=[#8])-[#8]-[#85])-[#6](-[#85])(-[#85])-[#6]-1(-[#85])-[#85],EVODEX-P90
EVODEX-C73,[H][O:45]>>[H]OC(=O)[C@@]1([H])N=C([O:45])C([H])([H])C1([H])[H],EVODEX-P94
EVODEX-C74,[H]OP(=O)(O[H])O[C:8]>>[H]O[C:8],EVODEX-P99
EVODEX-C75,[H]N([H])C(=O)N([H])C([H])([H])C(=O)[O:8]>>[H][O:8],EVODEX-P103
EVODEX-C76,[C:6].[H][N:1]>>[N:1][C:6].[H],EVODEX-P104
EVODEX-C77,[H]O[C:6].[H][N:1]>>[N:1][C:6],EVODEX-P105
EVODEX-C78,[H][C:1].[H][N:33].[N:30]=[C:31]>>[H][C:31][N:30][C:1][N:33].[H],EVODEX-P106
EVODEX-C79,[H]C([H])([H])[C:2]>>[H][C:2],EVODEX-P107
EVODEX-C80,[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2:C([H]):C([C:1][H]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H].[H][N:33].[N:30]=[C:31]>>[H][C:31][N:30][C:1][N:33],EVODEX-P108
EVODEX-C81,[H][N:33].[N:30]=[C:31]>>[H]C([H])([N:30][C:31][H])[N:33],EVODEX-P109
EVODEX-C82,[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2:C([H]):C([C:1][H]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H]>>[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)C1:C([H]):C([H]):C(N2C([H])([H])[C@]3([H])N(C4:C(:N:C(N([H])[H]):N([H]):C:4=O)N([H])C3([H])[H])[C:1]2):C([H]):C:1[H],EVODEX-P110
EVODEX-C83,[H][C:1]>>[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)C1:C([H]):C([H]):C(N2C([H])([H])[C@]3([H])N(C4:C(:N:C(N([H])[H]):N([H]):C:4=O)N([H])C3([H])[H])[C:1]2):C([H]):C:1[H].[H],EVODEX-P111
EVODEX-C84,[#7&+:12]=[#6:13].[#85]-[#8:55]-[#85]>>([#7:12]-[#6:13]=[#8:55].[#85]),EVODEX-P112
EVODEX-C85,[H][O:55][H]>>[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])C2:C([H]):C([H]):C(N([H])[C@]([H])(C([H])([H])[H])[C@]3([H])N(C([H])=[O:55])C4:C(:N:C(N([H])[H]):N([H]):C:4=O)N([H])[C@@]3([H])C([H])([H])[H]):C([H]):C:2[H])[C@]([H])(O[H])[C@]1([H])O[H])C(=O)O[H],EVODEX-P113
EVODEX-C86,[#7&+:12]=[#6:13]>>([#7:12]-[#6:13]=[#8].[#85]),EVODEX-P114
EVODEX-C87,[H][O:1][H].[H][O:2][H].[S:3]=[C:4]=[S:5]>>[O:1]=[C:4]=[O:2].[H][S:3][H].[H][S:5][H],EVODEX-P117
EVODEX-C88,C(=[S:3])=[S:5]>>[H][S:3][H].[H][S:5][H],EVODEX-P118
EVODEX-C89,[H][O:1][H].S=[C:4]=S>>O=[C:4]=[O:1],EVODEX-P119
EVODEX-C90,[H][O:1][H]>>O=C=[O:1],EVODEX-P120
EVODEX-C91,S=[C:4]=[S:5]>>O=[C:4]=O.[H][S:5][H],EVODEX-P121
EVODEX-C92,S=[C:4]=S>>O=[C:4]=O,EVODEX-P122
EVODEX-C93,[H][C:53][O:54][H].[H][O:51][C:50]>>[C:53]=[O:54].[H].[C:50]=[O:51],EVODEX-P123
EVODEX-C94,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:48]:1.([#85]-[#8:51]-[#6:50].[#85]-[#6@:53]-[#8:54]-[#85])>>([#85].[#6:53]=[#8:54]).[#6:4]1=[#6:48]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1-[#85].[#6:50]=[#8:51],EVODEX-P124
EVODEX-C95,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:48]:1.[#85]-[#8]-[#6](=[#8])-[#6:52]-[#6@:53](-[#85])-[#8:54]-[#85]>>[#6:52](-[#85])-[#6:53]=[#8:54].[#6:4]1=[#6:48]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1-[#85],EVODEX-P125
EVODEX-C96,[H]OC(=O)[C:52][C:53]([H])[O:54][H]>>[H][C:52][C:53]=[O:54],EVODEX-P126
EVODEX-C97,[H]OC(=O)[C@@]([H])(O[H])C([H])([H])[C:50][O:51][H]>>[C:50]=[O:51],EVODEX-P127
EVODEX-C98,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:48]:1.[#85]-[#8:51]-[#6:50]-[#6](-[#85])(-[#85])-[#6@](-[#85])(-[#8]-[#85])-[#6](=[#8])-[#8]-[#85]>>[#6:4]1=[#6:48]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1-[#85].[#6:50]=[#8:51],EVODEX-P128
EVODEX-C99,[#6:2]=[#6:4].[#6:34]1=[#6:35]-[#7:36]-[#6:76]=[#6:77]-[#6:78]-1-[#85]>>[#6:2](-[#85])-[#6:4]-[#85].[#6:34]1:[#6:35]:[#7&+:36]:[#6:76]:[#6:77]:[#6:78]:1,EVODEX-P129
EVODEX-C100,[C:2]=[C:4]>>[H][C:2][C:4][H],EVODEX-P130
EVODEX-C101,[C:2].[H][N:52]>>[C:2][N:52].[H],EVODEX-P131
EVODEX-C102,[H]C([H])([H])C(=O)[S:4]>>[H][S:4],EVODEX-P132
EVODEX-C103,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][N:52]>>[C:2][N:52],EVODEX-P133
EVODEX-C104,[H][N:52]>>[H]C([H])([H])C(=O)[N:52],EVODEX-P134
EVODEX-C105,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC1:C([H]):C([H]):C(C([H])([H])C([H])([H])N([H])[C:2]):C([H]):C:1[H],EVODEX-P135
EVODEX-C106,>>[H]NC([H])([H])C([H])([H])C1:C([H]):C([H]):C(O[H]):C([H]):C:1[H].[H],EVODEX-P136
EVODEX-C107,[H]OC(=O)[C:4]>>[H][C:4],EVODEX-P137
EVODEX-C108,[H]OC1:C([H]):C([H]):C([H]):C(O[H]):C:1[C:2][O:3][H]>>[C:2]=[O:3],EVODEX-P139
EVODEX-C109,>>,"EVODEX-P140,EVODEX-P141"
EVODEX-C110,[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])[N:45]>>[H][N:45],EVODEX-P142
EVODEX-C111,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:44]:1.[#7:45]-[#6@@](-[#85])(-[#6](-[#85])(-[#85])-[#6](-[#85])(-[#85])-[#6](=[#8])-[#8]-[#85])-[#6](=[#8])-[#8]-[#85]>>[#6:4]1=[#6:44]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1-[#85].[#7:45]-[#85],EVODEX-P143
EVODEX-C112,[H][O:55][H]>>[H]OC(=O)C(C([H])([H])C([H])([H])C(=O)O[H])=[O:55],EVODEX-P144
EVODEX-C113,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:44]:1.[#85]-[#8:55]-[#85]>>[#85]-[#6](-[#85])(-[#6](-[#6](=[#8])-[#8]-[#85])=[#8:55])-[#6](-[#85])(-[#85])-[#6](=[#8])-[#8]-[#85].[#6:4]1=[#6:44]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1-[#85],EVODEX-P151
EVODEX-C114,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C:8])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H].[H][O:1]>>[O:1][C:8],EVODEX-P156
EVODEX-C115,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C:8])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H]O[C:8],EVODEX-P157
EVODEX-C116,[H]C([H])([H])C(=O)O[C:19].[H][O:36]>>[C:19][O:36],EVODEX-P167
EVODEX-C117,[H]C([H])([H])C(=O)O[C:19]>>[H]O[C:19],EVODEX-P169
