id,smirks,sources
EVODEX-Cm11,[O:11]=[O:12]>>[O:11][O:12],EVODEX-P18
EVODEX-Cm12,[P:33].[C:4][O:6].[N:7]>>[C:4][N:7]..[O:6][P:33],"EVODEX-P20,EVODEX-P23,EVODEX-P613,EVODEX-P617,EVODEX-P1335,EVODEX-P1336,EVODEX-P1564,EVODEX-P1568,EVODEX-P1824,EVODEX-P1827"
EVODEX-Cm13,[O:36].[C:4].[N:7]>>[C:4][N:7].[O:36],"EVODEX-P21,EVODEX-P614,EVODEX-P1339,EVODEX-P1566,EVODEX-P1825"
EVODEX-Cm14,[P:20]>>[P:20],"EVODEX-P24,EVODEX-P62,EVODEX-P69,EVODEX-P74,EVODEX-P95,EVODEX-P196,EVODEX-P208,EVODEX-P242,EVODEX-P256,EVODEX-P293,EVODEX-P314,EVODEX-P338,EVODEX-P405,EVODEX-P422,EVODEX-P531,EVODEX-P547,EVODEX-P582,EVODEX-P587,EVODEX-P680,EVODEX-P684,EVODEX-P690,EVODEX-P738,EVODEX-P744,EVODEX-P749,EVODEX-P840,EVODEX-P847,EVODEX-P916,EVODEX-P980,EVODEX-P1014,EVODEX-P1024,EVODEX-P1042,EVODEX-P1096,EVODEX-P1109,EVODEX-P1184,EVODEX-P1201,EVODEX-P1222,EVODEX-P1234,EVODEX-P1255,EVODEX-P1265,EVODEX-P1270,EVODEX-P1361,EVODEX-P1420,EVODEX-P1474,EVODEX-P1546,EVODEX-P1557,EVODEX-P1562,EVODEX-P1620,EVODEX-P1679,EVODEX-P1683,EVODEX-P1694,EVODEX-P1732,EVODEX-P1772,EVODEX-P1781,EVODEX-P1881"
EVODEX-Cm15,[O:36].[N:7]>>[N:7].[O:36],"EVODEX-P25,EVODEX-P550,EVODEX-P626,EVODEX-P1351,EVODEX-P1575,EVODEX-P1817,EVODEX-P1828"
EVODEX-Cm16,[P:36].[N:3]>>.[N:3][P:36],"EVODEX-P26,EVODEX-P548,EVODEX-P628,EVODEX-P687,EVODEX-P688,EVODEX-P1347,EVODEX-P1554,EVODEX-P1555,EVODEX-P1576,EVODEX-P1814,EVODEX-P1829"
EVODEX-Cm17,[P:33].[O:6]>>.[O:6][P:33],"EVODEX-P28,EVODEX-P30,EVODEX-P32,EVODEX-P34,EVODEX-P59,EVODEX-P60,EVODEX-P65,EVODEX-P67,EVODEX-P71,EVODEX-P72,EVODEX-P92,EVODEX-P93,EVODEX-P192,EVODEX-P194,EVODEX-P205,EVODEX-P206,EVODEX-P239,EVODEX-P240,EVODEX-P253,EVODEX-P255,EVODEX-P267,EVODEX-P269,EVODEX-P271,EVODEX-P273,EVODEX-P291,EVODEX-P292,EVODEX-P311,EVODEX-P313,EVODEX-P335,EVODEX-P336,EVODEX-P402,EVODEX-P403,EVODEX-P421,EVODEX-P467,EVODEX-P468,EVODEX-P527,EVODEX-P529,EVODEX-P539,EVODEX-P546,EVODEX-P579,EVODEX-P580,EVODEX-P584,EVODEX-P585,EVODEX-P621,EVODEX-P622,EVODEX-P625,EVODEX-P627,EVODEX-P676,EVODEX-P678,EVODEX-P682,EVODEX-P683,EVODEX-P710,EVODEX-P711,EVODEX-P714,EVODEX-P716,EVODEX-P735,EVODEX-P736,EVODEX-P741,EVODEX-P742,EVODEX-P747,EVODEX-P748,EVODEX-P824,EVODEX-P826,EVODEX-P828,EVODEX-P829,EVODEX-P836,EVODEX-P838,EVODEX-P844,EVODEX-P846,EVODEX-P915,EVODEX-P977,EVODEX-P978,EVODEX-P1011,EVODEX-P1012,EVODEX-P1022,EVODEX-P1023,EVODEX-P1039,EVODEX-P1041,EVODEX-P1075,EVODEX-P1077,EVODEX-P1079,EVODEX-P1081,EVODEX-P1094,EVODEX-P1095,EVODEX-P1106,EVODEX-P1107,EVODEX-P1151,EVODEX-P1182,EVODEX-P1183,EVODEX-P1199,EVODEX-P1200,EVODEX-P1220,EVODEX-P1221,EVODEX-P1230,EVODEX-P1232,EVODEX-P1251,EVODEX-P1253,EVODEX-P1263,EVODEX-P1264,EVODEX-P1268,EVODEX-P1269,EVODEX-P1280,EVODEX-P1337,EVODEX-P1341,EVODEX-P1343,EVODEX-P1348,EVODEX-P1357,EVODEX-P1359,EVODEX-P1418,EVODEX-P1419,EVODEX-P1472,EVODEX-P1473,EVODEX-P1521,EVODEX-P1543,EVODEX-P1544,EVODEX-P1559,EVODEX-P1560,EVODEX-P1567,EVODEX-P1570,EVODEX-P1572,EVODEX-P1573,EVODEX-P1616,EVODEX-P1618,EVODEX-P1676,EVODEX-P1677,EVODEX-P1681,EVODEX-P1682,EVODEX-P1692,EVODEX-P1693,EVODEX-P1729,EVODEX-P1731,EVODEX-P1778,EVODEX-P1780,EVODEX-P1789,EVODEX-P1791,EVODEX-P1811,EVODEX-P1818,EVODEX-P1830,EVODEX-P1832,EVODEX-P1834,EVODEX-P1835,EVODEX-P1878,EVODEX-P1879"
EVODEX-Cm18,[N:1].[C:15]>>[N:1][C:15],"EVODEX-P29,EVODEX-P36,EVODEX-P102,EVODEX-P104,EVODEX-P146,EVODEX-P147,EVODEX-P168,EVODEX-P170,EVODEX-P223,EVODEX-P225,EVODEX-P341,EVODEX-P364,EVODEX-P365,EVODEX-P397,EVODEX-P560,EVODEX-P589,EVODEX-P591,EVODEX-P615,EVODEX-P619,EVODEX-P694,EVODEX-P695,EVODEX-P933,EVODEX-P935,EVODEX-P958,EVODEX-P960,EVODEX-P1049,EVODEX-P1050,EVODEX-P1111,EVODEX-P1113,EVODEX-P1169,EVODEX-P1248,EVODEX-P1257,EVODEX-P1259,EVODEX-P1293,EVODEX-P1295,EVODEX-P1300,EVODEX-P1313,EVODEX-P1344,EVODEX-P1345,EVODEX-P1370,EVODEX-P1372,EVODEX-P1478,EVODEX-P1537,EVODEX-P1539,EVODEX-P1577,EVODEX-P1579,EVODEX-P1700,EVODEX-P1711,EVODEX-P1831,EVODEX-P1837"
EVODEX-Cm19,[O:36].[C:4]>>[C:4].[O:36],"EVODEX-P31,EVODEX-P270,EVODEX-P545,EVODEX-P623,EVODEX-P713,EVODEX-P827,EVODEX-P1076,EVODEX-P1078,EVODEX-P1142,EVODEX-P1342,EVODEX-P1571,EVODEX-P1821,EVODEX-P1833"
EVODEX-Cm20,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:44]:1>>[#6:4]1=[#6:44]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1,"EVODEX-P40,EVODEX-P248"
EVODEX-Cm21,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:44]:1.[#6:47]-[#8:48]>>[#6:4]1=[#6:44]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1.[#6:47]=[#8:48],"EVODEX-P41,EVODEX-P100,EVODEX-P221,EVODEX-P246,EVODEX-P300,EVODEX-P380,EVODEX-P448,EVODEX-P644,EVODEX-P654,EVODEX-P751,EVODEX-P878,EVODEX-P975,EVODEX-P990,EVODEX-P1244,EVODEX-P1368,EVODEX-P1376,EVODEX-P1415,EVODEX-P1426,EVODEX-P1486,EVODEX-P1488,EVODEX-P1499,EVODEX-P1587,EVODEX-P1589,EVODEX-P1674,EVODEX-P1736,EVODEX-P1762"
