id,smirks,sources
EVODEX-Nm17,[O:11]=[O:12].[H][O:10][H]>>C=[O:10].[H][O:11][O:12][H],"EVODEX-P17,EVODEX-P876,EVODEX-P1064,EVODEX-P1408,EVODEX-P1438"
EVODEX-Nm18,[O:11]=[O:12]>>[H][O:11][O:12][H],EVODEX-P18
EVODEX-Nm19,[H][O:10][H]>>C=[O:10],"EVODEX-P19,EVODEX-P487,EVODEX-P877,EVODEX-P1065,EVODEX-P1160,EVODEX-P1237,EVODEX-P1276,EVODEX-P1401,EVODEX-P1439,EVODEX-P1526"
EVODEX-Nm20,[O:32][P:33](=[O:34])([O:35])[O:36].[C:3][C:4](=[O:5])[O:6][H:71].[H][N:7]([C:8])[H:72]>>[C:3][C:4](=[O:5])[N:7]([C:8])[H:72].[O:36].[O:6]([P:33]([O:32])(=[O:34])[O:35])[H:71],"EVODEX-P20,EVODEX-P613,EVODEX-P1335"
EVODEX-Nm21,P[O:36][P:37].O[C:4]([C:3])=[O:5].[H][N:7]([C:8])[H:72]>>[C:3][C:4](=[O:5])[N:7]([C:8])[H:72].[H][O:36][P:37],"EVODEX-P21,EVODEX-P614,EVODEX-P1339"
EVODEX-Nm22,.[H][N:7]([C:8])[H:72]>>C[N:7]([C:8])[H:72].,"EVODEX-P22,EVODEX-P38,EVODEX-P149,EVODEX-P172,EVODEX-P624,EVODEX-P629,EVODEX-P696,EVODEX-P937,EVODEX-P962,EVODEX-P1114,EVODEX-P1250,EVODEX-P1260,EVODEX-P1346,EVODEX-P1350,EVODEX-P1540,EVODEX-P1713"
EVODEX-Nm23,O[P:33]([O:32])(=[O:34])[O:35].[C:3][C:4](=[O:5])[O:6][H:71].[H][N:7]([C:8])[H:72]>>[C:3][C:4](=[O:5])[N:7]([C:8])[H:72].[O:6]([P:33]([O:32])(=[O:34])[O:35])[H:71],"EVODEX-P23,EVODEX-P617,EVODEX-P1336"
EVODEX-Nm24,O[P:24](=[O:25])([O:26])[O:27]>>O[P:24](=[O:25])([O:26])[O:27],"EVODEX-P24,EVODEX-P62,EVODEX-P69,EVODEX-P74,EVODEX-P95,EVODEX-P196,EVODEX-P208,EVODEX-P242,EVODEX-P256,EVODEX-P293,EVODEX-P314,EVODEX-P338,EVODEX-P405,EVODEX-P422,EVODEX-P531,EVODEX-P547,EVODEX-P582,EVODEX-P587,EVODEX-P680,EVODEX-P684,EVODEX-P738,EVODEX-P744,EVODEX-P749,EVODEX-P840,EVODEX-P847,EVODEX-P916,EVODEX-P980,EVODEX-P1014,EVODEX-P1024,EVODEX-P1042,EVODEX-P1096,EVODEX-P1109,EVODEX-P1184,EVODEX-P1201,EVODEX-P1222,EVODEX-P1234,EVODEX-P1255,EVODEX-P1265,EVODEX-P1270,EVODEX-P1361,EVODEX-P1474,EVODEX-P1546,EVODEX-P1562,EVODEX-P1620,EVODEX-P1679,EVODEX-P1683,EVODEX-P1694,EVODEX-P1732,EVODEX-P1772,EVODEX-P1781,EVODEX-P1881"
EVODEX-Nm25,P[O:36][P:37].[H][N:7]([C:8])[H:72]>>C[N:7]([C:8])[H:72].[H][O:36][P:37],"EVODEX-P25,EVODEX-P626,EVODEX-P1351"
EVODEX-Nm26,O[P:33]([O:32])(=[O:34])[O:35].[H][N:7]([C:8])[H:72]>>C[N:7]([C:8])[H:72].O[P:33]([O:32])(=[O:34])[O:35],"EVODEX-P26,EVODEX-P628,EVODEX-P1347"
EVODEX-Nm27,[O:32][P:33](=[O:34])([O:35])[O:36].[C:4][O:6][H:71]>>[C:4].[O:36].[O:6]([P:33]([O:32])(=[O:34])[O:35])[H:71],"EVODEX-P28,EVODEX-P267,EVODEX-P621,EVODEX-P710,EVODEX-P824,EVODEX-P1075,EVODEX-P1337,EVODEX-P1567,EVODEX-P1830"
EVODEX-Nm28,O[C:4]([C:3])=[O:5].[H][N:7]([C:8])[H:72]>>[C:3][C:4](=[O:5])[N:7]([C:8])[H:72],"EVODEX-P29,EVODEX-P170,EVODEX-P615,EVODEX-P935,EVODEX-P960,EVODEX-P1259,EVODEX-P1344"
EVODEX-Nm29,O[P:33]([O:32])(=[O:34])[O:35].C[O:6][H:71]>>[O:6]([P:33]([O:32])(=[O:34])[O:35])[H:71],"EVODEX-P30,EVODEX-P273,EVODEX-P468,EVODEX-P622,EVODEX-P716,EVODEX-P829,EVODEX-P1081,EVODEX-P1348,EVODEX-P1570,EVODEX-P1832"
EVODEX-Nm30,P[O:36][P:37].O[C:4]([C:3])=[O:5]>>N[C:4]([C:3])=[O:5].[H][O:36][P:37],"EVODEX-P31,EVODEX-P623,EVODEX-P1342,EVODEX-P1833"
EVODEX-Nm31,O[P:33]([O:32])(=[O:34])[O:35].[C:4][O:6][H:71]>>[C:4].[O:6]([P:33]([O:32])(=[O:34])[O:35])[H:71],"EVODEX-P32,EVODEX-P269,EVODEX-P625,EVODEX-P711,EVODEX-P826,EVODEX-P1077,EVODEX-P1341,EVODEX-P1573,EVODEX-P1834"
EVODEX-Nm32,P[O:23][P:24]>>[H][O:23][P:24],"EVODEX-P33,EVODEX-P63,EVODEX-P66,EVODEX-P75,EVODEX-P193,EVODEX-P312,EVODEX-P406,EVODEX-P528,EVODEX-P677,EVODEX-P739,EVODEX-P745,EVODEX-P837,EVODEX-P845,EVODEX-P1231,EVODEX-P1252,EVODEX-P1358,EVODEX-P1547,EVODEX-P1617,EVODEX-P1684,EVODEX-P1730,EVODEX-P1790"
EVODEX-Nm33,[O:32][P:33](=[O:34])([O:35])[O:36].C[O:6][H:71]>>[O:36].[O:6]([P:33]([O:32])(=[O:34])[O:35])[H:71],"EVODEX-P34,EVODEX-P271,EVODEX-P467,EVODEX-P627,EVODEX-P714,EVODEX-P828,EVODEX-P1079,EVODEX-P1343,EVODEX-P1572,EVODEX-P1835"
EVODEX-Nm34,O[C:4]([C:3])=[O:5]>>N[C:4]([C:3])=[O:5],"EVODEX-P35,EVODEX-P171,EVODEX-P616,EVODEX-P936,EVODEX-P961,EVODEX-P1261,EVODEX-P1338,EVODEX-P1836"
EVODEX-Nm35,[C:3][C:4](=[O:5])[O:6].[H][N:7]([C:8])[H:72]>>[C:3][C:4](=[O:5])[N:7]([C:8])[H:72].[O:6],"EVODEX-P36,EVODEX-P168,EVODEX-P619,EVODEX-P933,EVODEX-P958,EVODEX-P1257,EVODEX-P1345"
EVODEX-Nm36,C[O:6][H:71]>>P[O:6][H:71],"EVODEX-P37,EVODEX-P263,EVODEX-P466,EVODEX-P618,EVODEX-P702,EVODEX-P820,EVODEX-P1071,EVODEX-P1349,EVODEX-P1578,EVODEX-P1838"
EVODEX-Nm37,[H][C:2]([C:1])([O:3][H])[C:4]>>[C:1][C:2](=[O:3])[C:4],"EVODEX-P42,EVODEX-P101,EVODEX-P222,EVODEX-P247,EVODEX-P251,EVODEX-P301,EVODEX-P449,EVODEX-P655,EVODEX-P752,EVODEX-P956,EVODEX-P991,EVODEX-P1369,EVODEX-P1377,EVODEX-P1416,EVODEX-P1487,EVODEX-P1489,EVODEX-P1675,EVODEX-P1763,EVODEX-P1776"
EVODEX-Nm38,[C:5][C:9](=[O:10])[N:11].[H][O:23][H:45]>>[C:5][C:9](=[O:10])[O:23][H:45].[N:11],"EVODEX-P43,EVODEX-P86,EVODEX-P281,EVODEX-P517,EVODEX-P601,EVODEX-P648,EVODEX-P850,EVODEX-P886,EVODEX-P899,EVODEX-P919,EVODEX-P967,EVODEX-P1027,EVODEX-P1100,EVODEX-P1214,EVODEX-P1352,EVODEX-P1490,EVODEX-P1622,EVODEX-P1634,EVODEX-P1718,EVODEX-P1895"
EVODEX-Nm39,C[N:10]([C:9])[H:52]>>[H][N:10]([C:9])[H:52],"EVODEX-P44,EVODEX-P87,EVODEX-P150,EVODEX-P234,EVODEX-P282,EVODEX-P518,EVODEX-P590,EVODEX-P596,EVODEX-P605,EVODEX-P851,EVODEX-P887,EVODEX-P900,EVODEX-P920,EVODEX-P968,EVODEX-P1062,EVODEX-P1104,EVODEX-P1215,EVODEX-P1371,EVODEX-P1500,EVODEX-P1626,EVODEX-P1638,EVODEX-P1722,EVODEX-P1820,EVODEX-P1896"
EVODEX-Nm40,N[C:9]([C:5])=[O:10].[H][O:23][H:45]>>[C:5][C:9](=[O:10])[O:23][H:45],"EVODEX-P45,EVODEX-P88,EVODEX-P283,EVODEX-P519,EVODEX-P602,EVODEX-P650,EVODEX-P852,EVODEX-P888,EVODEX-P901,EVODEX-P921,EVODEX-P969,EVODEX-P1029,EVODEX-P1101,EVODEX-P1216,EVODEX-P1354,EVODEX-P1492,EVODEX-P1623,EVODEX-P1635,EVODEX-P1719,EVODEX-P1897"
EVODEX-Nm41,N[C:11](=[O:12])[C:13]>>O[C:11](=[O:12])[C:13],"EVODEX-P47,EVODEX-P90,EVODEX-P285,EVODEX-P521,EVODEX-P549,EVODEX-P599,EVODEX-P604,EVODEX-P652,EVODEX-P854,EVODEX-P890,EVODEX-P903,EVODEX-P923,EVODEX-P971,EVODEX-P1031,EVODEX-P1103,EVODEX-P1218,EVODEX-P1355,EVODEX-P1494,EVODEX-P1625,EVODEX-P1637,EVODEX-P1721,EVODEX-P1822,EVODEX-P1899"
EVODEX-Nm42,[H][O:23][C:22].[O:6][C:7]([O:8])([C:16])[H:29]>>[C:7]([O:8])([C:16])([O:23][C:22])[H:29].[O:6],"EVODEX-P49,EVODEX-P1517"
EVODEX-Nm43,[H][O:1][H:25].[O:5][C:6]([O:7])([C:19])[H:31]>>[O:1]([C:6]([O:5])([C:19])[H:31])[H:25].[O:7],"EVODEX-P50,EVODEX-P244,EVODEX-P499,EVODEX-P570,EVODEX-P805,EVODEX-P807,EVODEX-P812,EVODEX-P1016,EVODEX-P1098,EVODEX-P1282,EVODEX-P1320,EVODEX-P1783"
EVODEX-Nm44,[H][O:1][H:36].O[C:13]([C:11])([O:26])[H:48]>>[O:1]([C:13]([C:11])([O:26])[H:48])[H:36],"EVODEX-P51,EVODEX-P501,EVODEX-P572,EVODEX-P808,EVODEX-P814,EVODEX-P1018,EVODEX-P1322,EVODEX-P1785"
EVODEX-Nm45,O[C:13]([C:11])([O:26])[H:48]>>O[C:13]([C:11])([O:26])[H:48],"EVODEX-P52,EVODEX-P113,EVODEX-P428,EVODEX-P503,EVODEX-P672,EVODEX-P726,EVODEX-P785,EVODEX-P809,EVODEX-P815,EVODEX-P1007,EVODEX-P1020,EVODEX-P1085,EVODEX-P1227,EVODEX-P1288,EVODEX-P1309,EVODEX-P1323,EVODEX-P1365,EVODEX-P1388,EVODEX-P1413,EVODEX-P1661,EVODEX-P1754,EVODEX-P1787,EVODEX-P1854,EVODEX-P1875,EVODEX-P1907"
EVODEX-Nm46,[C:1][C:2](=[O:3])[C:4]>>[H][C:2]([C:1])([O:3][H])[C:4],"EVODEX-P58,EVODEX-P99,EVODEX-P175,EVODEX-P321,EVODEX-P329,EVODEX-P409,EVODEX-P457,EVODEX-P498,EVODEX-P569,EVODEX-P578,EVODEX-P693,EVODEX-P843,EVODEX-P1274,EVODEX-P1326,EVODEX-P1334,EVODEX-P1384,EVODEX-P1410,EVODEX-P1553,EVODEX-P1707"
EVODEX-Nm47,[O:11][P:12](=[O:13])([O:14])[O:15].[H][O:1][H:46]>>[O:15].[O:1]([P:12]([O:11])(=[O:13])[O:14])[H:46],"EVODEX-P59,EVODEX-P65,EVODEX-P192,EVODEX-P527,EVODEX-P676,EVODEX-P836,EVODEX-P1230,EVODEX-P1263,EVODEX-P1789"
EVODEX-Nm48,O[P:12]([O:11])(=[O:13])[O:14].[H][O:1][H:46]>>[O:1]([P:12]([O:11])(=[O:13])[O:14])[H:46],"EVODEX-P60,EVODEX-P67,EVODEX-P194,EVODEX-P421,EVODEX-P529,EVODEX-P678,EVODEX-P838,EVODEX-P1232,EVODEX-P1264,EVODEX-P1521,EVODEX-P1791"
EVODEX-Nm49,[H][O:1][H:46]>>P[O:1][H:46],"EVODEX-P61,EVODEX-P68,EVODEX-P195,EVODEX-P416,EVODEX-P530,EVODEX-P679,EVODEX-P839,EVODEX-P1233,EVODEX-P1522,EVODEX-P1792"
EVODEX-Nm50,[O:17][P:18](=[O:19])([O:20])[O:21].[H][O:50][P:48]>>[O:17].[P:18](=[O:19])([O:20])([O:21])[O:50][P:48],"EVODEX-P71,EVODEX-P92,EVODEX-P205,EVODEX-P239,EVODEX-P253,EVODEX-P335,EVODEX-P539,EVODEX-P682,EVODEX-P735,EVODEX-P741,EVODEX-P1022,EVODEX-P1039,EVODEX-P1151,EVODEX-P1251,EVODEX-P1280,EVODEX-P1357,EVODEX-P1559,EVODEX-P1616,EVODEX-P1681,EVODEX-P1692,EVODEX-P1778,EVODEX-P1811,EVODEX-P1878"
EVODEX-Nm51,O[P:18](=[O:19])([O:20])[O:21].[H][O:50][P:48]>>[P:18](=[O:19])([O:20])([O:21])[O:50][P:48],"EVODEX-P72,EVODEX-P93,EVODEX-P206,EVODEX-P240,EVODEX-P255,EVODEX-P336,EVODEX-P546,EVODEX-P683,EVODEX-P736,EVODEX-P742,EVODEX-P915,EVODEX-P1023,EVODEX-P1041,EVODEX-P1253,EVODEX-P1359,EVODEX-P1560,EVODEX-P1618,EVODEX-P1682,EVODEX-P1693,EVODEX-P1780,EVODEX-P1818,EVODEX-P1879"
EVODEX-Nm52,[H][O:3][P:2]>>P[O:3][P:2],"EVODEX-P73,EVODEX-P94,EVODEX-P207,EVODEX-P241,EVODEX-P337,EVODEX-P538,EVODEX-P543,EVODEX-P685,EVODEX-P737,EVODEX-P743,EVODEX-P1025,EVODEX-P1043,EVODEX-P1137,EVODEX-P1254,EVODEX-P1360,EVODEX-P1561,EVODEX-P1619,EVODEX-P1695,EVODEX-P1808,EVODEX-P1815,EVODEX-P1880"
EVODEX-Nm53,[H][O:3][P:2].[C:14][C:16]([O:17])([H:31])[H:32]>>[P:2][O:3][C:16]([C:14])([H:31])[H:32].[O:17],"EVODEX-P77,EVODEX-P787,EVODEX-P1033"
EVODEX-Nm54,C[O:17][H:33]>>[H][O:17][H:33],"EVODEX-P78,EVODEX-P165,EVODEX-P458,EVODEX-P489,EVODEX-P788,EVODEX-P881,EVODEX-P934,EVODEX-P951,EVODEX-P959,EVODEX-P1003,EVODEX-P1034,EVODEX-P1192,EVODEX-P1258,EVODEX-P1471,EVODEX-P1687,EVODEX-P1769,EVODEX-P1775"
EVODEX-Nm55,[H][O:3][P:2].O[C:16]([C:14])([H:31])[H:32]>>[P:2][O:3][C:16]([C:14])([H:31])[H:32],"EVODEX-P79,EVODEX-P789,EVODEX-P1035"
EVODEX-Nm56,O[C:16]([C:14])([H:31])[H:32]>>O[C:16]([C:14])([H:31])[H:32],"EVODEX-P80,EVODEX-P791,EVODEX-P1036,EVODEX-P1092,EVODEX-P1131,EVODEX-P1331,EVODEX-P1644"
EVODEX-Nm57,[H][O:3][P:2]>>C[O:3][P:2],"EVODEX-P81,EVODEX-P114,EVODEX-P236,EVODEX-P720,EVODEX-P790,EVODEX-P997,EVODEX-P1037,EVODEX-P1168,EVODEX-P1876"
EVODEX-Nm58,[C:1][C:2](=[O:3])[H:55]>>[H][C:2]([C:1])([O:3][H])[H:55],"EVODEX-P84,EVODEX-P109,EVODEX-P481,EVODEX-P526,EVODEX-P974,EVODEX-P989,EVODEX-P1279"
EVODEX-Nm59,P[O:4][C:3]>>[H][O:4][C:3],"EVODEX-P96,EVODEX-P254,EVODEX-P1040,EVODEX-P1266,EVODEX-P1779"
EVODEX-Nm60,[C:1]([S:2])([H:62])([H:63])[H:64].[H][N:20]([C:19])[C:21]>>[C:1]([N:20]([C:19])[C:21])([H:62])([H:63])[H:64].[S:2],EVODEX-P102
EVODEX-Nm61,C[S:5][C:4]>>[H][S:5][C:4],"EVODEX-P103,EVODEX-P117,EVODEX-P141,EVODEX-P200,EVODEX-P215,EVODEX-P306,EVODEX-P506,EVODEX-P608,EVODEX-P955,EVODEX-P1112,EVODEX-P1148,EVODEX-P1534"
EVODEX-Nm62,S[C:1]([H:62])([H:63])[H:64].[H][N:20]([C:19])[C:21]>>[C:1]([N:20]([C:19])[C:21])([H:62])([H:63])[H:64],EVODEX-P104
EVODEX-Nm63,[H][N:20]([C:19])[C:21]>>C[N:20]([C:19])[C:21],"EVODEX-P105,EVODEX-P592,EVODEX-P1374,EVODEX-P1574"
EVODEX-Nm64,S[C:1]([H:62])([H:63])[H:64]>>N[C:1]([H:62])([H:63])[H:64],"EVODEX-P106,EVODEX-P1249"
EVODEX-Nm65,[H][O:3][P:2].[O:15][C:16]([O:17])([C:25])[H:42]>>[P:2][O:3][C:16]([O:17])([C:25])[H:42].[O:15],"EVODEX-P110,EVODEX-P1004,EVODEX-P1385,EVODEX-P1411,EVODEX-P1872"
EVODEX-Nm66,[H][O:3][P:2].O[C:16]([O:17])([C:25])[H:42]>>[P:2][O:3][C:16]([O:17])([C:25])[H:42],"EVODEX-P112,EVODEX-P1006,EVODEX-P1387,EVODEX-P1412,EVODEX-P1874"
EVODEX-Nm67,C[C:58]([N:57])([H:106])[H:107]>>C[C:58]([N:57])([H:106])[H:107],EVODEX-P116
EVODEX-Nm68,[C:6][C:7](=[O:8])[S:9].[H][O:61][C:59]([C:58]([N:57])([H:106])[H:107])=[O:60]>>[C:59](=[O:60])=[O:61].[C:6][C:7](=[O:8])[C:58]([N:57])([H:106])[H:107].[S:9],EVODEX-P119
EVODEX-Nm69,S[C:7]([C:6])=[O:8].[H][O:61][C:59]([C:58]([N:57])([H:106])[H:107])=[O:60]>>[C:59](=[O:60])=[O:61].[C:6][C:7](=[O:8])[C:58]([N:57])([H:106])[H:107],EVODEX-P120
EVODEX-Nm70,C[S:9][C:10].[H][O:61][C:59](C)=[O:60]>>[C:59](=[O:60])=[O:61].[H][S:9][C:10],"EVODEX-P121,EVODEX-P1121"
EVODEX-Nm71,S[C:7]([C:6])=[O:8]>>C[C:7]([C:6])=[O:8],"EVODEX-P122,EVODEX-P144,EVODEX-P1122"
EVODEX-Nm72,[C:6][C:7](=[O:8])[S:9].C[C:58]([N:57])([H:106])[H:107]>>[C:6][C:7](=[O:8])[C:58]([N:57])([H:106])[H:107].[S:9],EVODEX-P123
EVODEX-Nm73,[H][O:3][C:2](C)=[O:1]>>[O:1]=[C:2]=[O:3],"EVODEX-P124,EVODEX-P287,EVODEX-P379,EVODEX-P391,EVODEX-P471,EVODEX-P645,EVODEX-P775,EVODEX-P894,EVODEX-P907,EVODEX-P1124,EVODEX-P1135,EVODEX-P1611"
EVODEX-Nm74,[H][O:3][C:2](=[O:1])[C:4]>>[C:4].[O:1]=[C:2]=[O:3],"EVODEX-P125,EVODEX-P288,EVODEX-P779,EVODEX-P898,EVODEX-P906,EVODEX-P1125,EVODEX-P1134"
EVODEX-Nm75,S[C:7]([C:6])=[O:8].C[C:58]([N:57])([H:106])[H:107]>>[C:6][C:7](=[O:8])[C:58]([N:57])([H:106])[H:107],EVODEX-P126
EVODEX-Nm76,[H][C:49](:[N:48]):[N:50].[H][O:45][H:88]>>[O:45]([C:49](:[N:48]):[N:50])[H:88],"EVODEX-P129,EVODEX-P1758"
EVODEX-Nm77,[H][C:49](:[N:48]):[N:50]>>O[C:49](:[N:48]):[N:50],"EVODEX-P131,EVODEX-P1760"
EVODEX-Nm78,[C:7][C:8](:[C:9]):[C:16].[H][O:1][H:48]>>[C:7].[O:1]([C:8](:[C:9]):[C:16])[H:48],EVODEX-P134
EVODEX-Nm79,C[C:8](:[C:9]):[C:16].[H][O:1][H:48]>>[O:1]([C:8](:[C:9]):[C:16])[H:48],EVODEX-P135
