MICROEXP	SIMNAME	SELCOEF	TIMEMUT
HUGEsLATEt	83	0.04	250
HUGEsLATEt	84	0.04	250
HUGEsLATEt	85	0.04	250
HUGEsLATEt	86	0.04	250
HUGEsLATEt	87	0.04	250
HUGEsLATEt	88	0.04	250
HUGEsLATEt	89	0.04	250
HUGEsLATEt	90	0.04	250
TEENYsEARLYt	61	0.01	350
TEENYsEARLYt	62	0.01	350
TEENYsEARLYt	63	0.01	350
TEENYsEARLYt	64	0.01	350
TEENYsEARLYt	65	0.01	350
TEENYsEARLYt	66	0.01	350
TEENYsEARLYt	67	0.01	350
TEENYsEARLYt	68	0.01	350
TEENYsEARLYt	69	0.01	350
TEENYsEARLYt	70	0.01	350
TEENYsEARLYt	71	0.01	350
TEENYsEARLYt	72	0.01	350
TEENYsEARLYt	73	0.01	350
TEENYsEARLYt	74	0.01	350
TEENYsEARLYt	75	0.01	350
TEENYsEARLYt	76	0.01	350
TEENYsEARLYt	77	0.01	350
TEENYsEARLYt	78	0.01	350
TEENYsEARLYt	79	0.01	350
TEENYsEARLYt	80	0.01	350
TEENYsEARLYt	81	0.01	350
TEENYsEARLYt	82	0.01	350
TEENYsEARLYt	83	0.01	350
TEENYsEARLYt	84	0.01	350
TEENYsEARLYt	85	0.01	350
TEENYsEARLYt	86	0.01	350
TEENYsEARLYt	87	0.01	350
TEENYsEARLYt	88	0.01	350
TEENYsEARLYt	89	0.01	350
TEENYsEARLYt	90	0.01	350
TEENYsLATEt	61	0.01	400
TEENYsLATEt	62	0.01	400
TEENYsLATEt	63	0.01	400
TEENYsLATEt	64	0.01	400
TEENYsLATEt	65	0.01	400
TEENYsLATEt	66	0.01	400
TEENYsLATEt	67	0.01	400
TEENYsLATEt	68	0.01	400
TEENYsLATEt	69	0.01	400
TEENYsLATEt	70	0.01	400
TEENYsLATEt	71	0.01	400
TEENYsLATEt	72	0.01	400
TEENYsLATEt	73	0.01	400
TEENYsLATEt	74	0.01	400
TEENYsLATEt	75	0.01	400
TEENYsLATEt	76	0.01	400
TEENYsLATEt	77	0.01	400
TEENYsLATEt	78	0.01	400
TEENYsLATEt	79	0.01	400
TEENYsLATEt	80	0.01	400
TEENYsLATEt	81	0.01	400
TEENYsLATEt	82	0.01	400
TEENYsLATEt	83	0.01	400
TEENYsLATEt	84	0.01	400
TEENYsLATEt	85	0.01	400
TEENYsLATEt	86	0.01	400
TEENYsLATEt	87	0.01	400
TEENYsLATEt	88	0.01	400
TEENYsLATEt	89	0.01	400
TEENYsLATEt	90	0.01	400
HUGEsEARLYt	91	0.04	200
HUGEsEARLYt	92	0.04	200
HUGEsEARLYt	93	0.04	200
HUGEsEARLYt	94	0.04	200
HUGEsEARLYt	95	0.04	200
HUGEsEARLYt	96	0.04	200
HUGEsEARLYt	97	0.04	200
HUGEsEARLYt	98	0.04	200
HUGEsEARLYt	99	0.04	200
HUGEsEARLYt	100	0.04	200
HUGEsLATEt	91	0.04	250
HUGEsLATEt	92	0.04	250
HUGEsLATEt	93	0.04	250
HUGEsLATEt	94	0.04	250
HUGEsLATEt	95	0.04	250
HUGEsLATEt	96	0.04	250
HUGEsLATEt	97	0.04	250
HUGEsLATEt	98	0.04	250
HUGEsLATEt	99	0.04	250
HUGEsLATEt	100	0.04	250
TEENYsEARLYt	91	0.01	350
TEENYsEARLYt	92	0.01	350
TEENYsEARLYt	93	0.01	350
TEENYsEARLYt	94	0.01	350
TEENYsEARLYt	95	0.01	350
TEENYsEARLYt	96	0.01	350
TEENYsEARLYt	97	0.01	350
TEENYsEARLYt	98	0.01	350
TEENYsEARLYt	99	0.01	350
TEENYsEARLYt	100	0.01	350
TEENYsLATEt	91	0.01	400
TEENYsLATEt	92	0.01	400
TEENYsLATEt	93	0.01	400
TEENYsLATEt	94	0.01	400
TEENYsLATEt	95	0.01	400
TEENYsLATEt	96	0.01	400
TEENYsLATEt	97	0.01	400
TEENYsLATEt	98	0.01	400
TEENYsLATEt	99	0.01	400
TEENYsLATEt	100	0.01	400
