Equity,CDS 5y,is_price,is_cds,is_fundamentals
CAT US Equity,CCAT1U5,True,True,True
DB1 GR Equity,CY023716,True,True,True
KBC BB Equity,CT364396,True,True,True
AL US Equity,,True,False,True
NBS LN Equity,CANA1E5,True,True,True
NAB AU Equity,CNAB1U5,True,True,True
MA US Equity,,True,False,True
EOAN GR Equity,CEON1E5,True,True,True
NFE US Equity,,True,False,True
EIX US Equity,CT369940,True,True,True
PG US Equity,CPG1U5,True,True,True
7203 JP Equity,CTOYT1J5,True,True,True
NDA FH Equity,CNBH1E5,True,True,True
KLAC US Equity,,True,False,True
UNP US Equity,CUNP1U5,True,True,True
9775541Z US Equity,,False,False,True
GIS US Equity,CGIS1U5,True,True,True
1532897D US Equity,,False,False,False
D US Equity,CDR1U5,True,True,True
OMC US Equity,COMC1U5,True,True,True
WBA US Equity,CY074425,True,True,True
PYPL US Equity,,True,False,True
14394Z US Equity,,False,False,False
ADT US Equity,CY325664,True,True,True
NKE US Equity,CNKE1U5,True,True,True
1835580D US Equity,,False,False,True
DNB NO Equity,CDNBK1E5,True,True,True
AIG US Equity,CAIG1U5,True,True,True
FMG AU Equity,CX408365,True,True,True
PEP US Equity,CX404654,True,True,True
SCG AU Equity,CWEST1U5,True,True,True
SHBA SS Equity,CSVS1E5,True,True,True
RWE GR Equity,,True,False,True
COMM US Equity,CY866065,True,False,True
SYY US Equity,CT373948,True,True,True
NA CN Equity,CT718577,True,True,True
MU US Equity,CT403116,True,True,True
SPR US Equity,,True,False,True
1652162D NA Equity,,False,False,False
BSX US Equity,CBSX1U5,True,True,True
ACI US Equity,CX392664,True,True,True
NGL US Equity,,True,False,True
BAX US Equity,CBAX1U5,True,True,True
NG/ LN Equity,CNGG1E5,True,True,True
TLW LN Equity,,True,False,True
TSN US Equity,CTSN1U5,True,True,True
ES US Equity,CT365500,True,True,True
PRU US Equity,CPRU1U5,True,True,True
TPR US Equity,,True,False,True
OTIS US Equity,,True,False,True
HLT US Equity,CHLT1U5,True,True,True
3284233Z IM Equity,,False,False,True
IQV US Equity,,True,False,True
1828288D LN Equity,,False,False,True
ENGI FP Equity,CGAZ1E5,True,True,True
AMC US Equity,CX761227,True,True,True
HBAN US Equity,CT718533,True,True,True
SPGI US Equity,CT775397,True,True,True
DG FP Equity,CVINC1E5,True,True,True
MTB US Equity,CT718525,True,True,True
3390Z LN Equity,,False,False,True
BKR US Equity,CBHI1U5,True,True,True
BRKM5 BZ Equity,CX353142,True,True,True
2142Z US Equity,,False,False,True
STT US Equity,CT718545,True,True,True
CP CN Equity,CT363172,True,True,True
WYNN US Equity,,True,False,True
CBK GR Equity,CCMZ1E5,True,True,True
RELIANCE IN Equity,CRELI1U5,True,True,True
FDX US Equity,CFDX1U5,True,True,True
OR FP Equity,,True,False,True
1299 HK Equity,CY193046,True,True,True
CAG US Equity,CCAG1U5,True,True,True
POST US Equity,CY503576,True,True,True
LMT US Equity,CLMT1U5,True,True,True
EPD US Equity,CT369428,True,True,True
DANSKE DC Equity,CDAN1E5,True,True,True
NDAQ US Equity,,True,False,True
CFG US Equity,CZ023012,True,True,True
3908 HK Equity,,True,False,True
INTU US Equity,CX422306,True,True,True
CSNA3 BZ Equity,CX376344,True,True,True
HES US Equity,CAHC1U5,True,True,True
CBA AU Equity,CCBA1U5,True,True,True
2330 TT Equity,CY884293,True,True,True
SRG IM Equity,,True,False,True
GTN US Equity,,True,False,True
IRM US Equity,CT370608,True,True,True
VNA GR Equity,CY342488,True,True,True
0607123D KY Equity,CT423047,False,False,False
FIS US Equity,,True,False,True
5056Z US Equity,,False,False,False
HUM US Equity,CHUM1U5,True,True,True
SEM US Equity,,True,False,True
IFF US Equity,,True,False,True
ULVR LN Equity,CY503681,True,True,True
ASRNL NA Equity,,True,False,True
BORR NO Equity,,True,False,True
2103Z IM Equity,CITLY1U5,False,True,False
GLEN LN Equity,CGLE1E5,True,True,True
IEP US Equity,CY459273,True,True,True
WM US Equity,CWMI1U5,True,True,True
EDP PL Equity,CEPOR1E5,True,True,True
HPQ US Equity,CHWP1U5,True,True,True
SBUX US Equity,,True,False,True
KEY US Equity,CT355744,True,True,True
SU CN Equity,CT369724,True,True,True
MT NA Equity,CX375736,True,True,True
WAB US Equity,,True,False,True
GRF SM Equity,CY351353,True,True,True
2211673D US Equity,,False,False,False
ARCC US Equity,,True,False,True
WELL US Equity,CT355736,True,True,True
ETN US Equity,CX398341,True,True,True
2436173D US Equity,,False,False,False
AIR FP Equity,CAER1E5,True,True,True
SAP GR Equity,CT857237,True,True,True
RYA ID Equity,,True,False,True
LYV US Equity,,True,False,True
RRX US Equity,,True,False,True
CCO US Equity,CY907177,True,False,True
005380 KS Equity,CHYN1U5,True,True,True
DTE US Equity,CDTE1U5,True,True,True
CRK US Equity,,True,False,True
EZJ LN Equity,CY359478,True,True,True
FITB US Equity,CT718529,True,True,True
DLTR US Equity,,True,False,True
LILA US Equity,,True,False,True
CNQ CN Equity,CT363132,True,True,True
ETR US Equity,CETR1U5,True,True,True
MCHP US Equity,,True,False,True
0754348D US Equity,,False,False,False
ZAYO US Equity,,True,False,True
DVN US Equity,CDVN1U5,True,True,True
NI US Equity,CT365404,True,True,True
CAP FP Equity,CCAP1E5,True,True,True
CAH US Equity,CCAH1U5,True,True,True
PH US Equity,,True,False,True
EXC US Equity,CEXC1U5,True,True,True
1204213D IM Equity,,False,False,False
CHDN US Equity,,True,False,True
MPW US Equity,CY876674,True,True,True
1713980D JY Equity,,False,False,False
MIN AU Equity,,True,False,True
HOLN SW Equity,CHOL1E5,True,True,True
0876166D US Equity,,False,False,False
SWN US Equity,,True,False,True
MQG AU Equity,CY016754,True,True,True
URW FP Equity,CUNB1E5,True,True,True
BLDR US Equity,,True,False,True
3382 JP Equity,CITO1J5,True,True,True
DTG GR Equity,,True,False,True
2251216D LX Equity,,False,False,False
AES US Equity,CAES1U5,True,True,True
LBTYA US Equity,,True,False,True
AQN CN Equity,,True,False,True
APA US Equity,,True,False,True
AC CN Equity,CY355617,True,True,True
HA US Equity,,True,False,True
6222B US Equity,,False,False,False
VAL US Equity,,True,False,True
HEES US Equity,,True,False,True
1540678D US Equity,,False,False,False
ADBE US Equity,,True,False,True
APD US Equity,CAPD1U5,True,True,True
10289MF US Equity,,False,False,False
CLNX SM Equity,CY340886,True,True,True
RIG US Equity,CRIG1U5,True,True,True
CNA LN Equity,CT355177,True,True,True
EXPE US Equity,CT361257,True,True,True
FEMSAUBD MM Equity,,True,False,True
312903Z US Equity,,False,False,False
GPN US Equity,,True,False,True
SEBA SS Equity,CSEB1E5,True,True,True
DLR US Equity,,True,False,True
DFS US Equity,CY015780,True,True,True
0205348D US Equity,,False,False,False
ARMK US Equity,CT371596,True,True,True
WDAY US Equity,,True,False,True
9984 JP Equity,CSOF1J5,True,True,True
2341170Z US Equity,,False,False,False
SWEDA SS Equity,CFSP1E5,True,True,True
2235837D KY Equity,,False,False,False
RIO AU Equity,CT410075,True,True,True
2141Z US Equity,,False,False,True
2250777D GR Equity,,False,False,False
BALL US Equity,CX356919,True,True,True
1873234D FP Equity,,False,False,False
SRE US Equity,CSRE1U5,True,True,True
NN NA Equity,CT370116,True,True,True
1939074D AU Equity,,False,False,False
VIE FP Equity,CVIVE1E5,True,True,True
0967885D US Equity,,False,False,False
SPG US Equity,CSPG1U5,True,True,True
SGO FP Equity,CGOB1E5,True,True,True
0129566D US Equity,,False,False,False
1757512D ID Equity,,False,False,False
SIKA SW Equity,,True,False,True
SRBNK NO Equity,,True,False,True
RBI AV Equity,CY086775,True,True,True
EQIX US Equity,CY325742,True,True,True
KDP US Equity,,True,False,True
AVAL CB Equity,,True,False,True
7267 JP Equity,CHNDA1J5,True,True,True
ASML NA Equity,CT426050,True,True,True
224131Z FP Equity,,False,False,True
CRGY US Equity,,True,False,True
UNI IM Equity,CT404979,True,True,True
92561Z IJ Equity,,False,False,False
1409245D US Equity,,False,False,False
2058922D LN Equity,,False,False,False
3690 HK Equity,,True,False,True
SJM US Equity,,True,False,True
BEEF3 BZ Equity,,True,False,True
0134571D LN Equity,,False,False,True
TIT IM Equity,CTIIM1E5,True,True,True
TRGP US Equity,,True,False,True
BXP US Equity,CT674166,True,True,True
BIRG ID Equity,CBOI1E5,True,True,True
BBL TB Equity,CX421994,True,True,True
2303621D US Equity,,False,False,False
KPN NA Equity,CKPN1E5,True,True,True
SHLF NO Equity,,True,False,True
SW US Equity,,True,False,False
0755354D US Equity,,False,False,False
200 HK Equity,,True,False,True
TGT US Equity,CTGT1U5,True,True,True
0308076D NA Equity,,False,False,False
2307711D FH Equity,,False,False,False
LSEG LN Equity,,True,False,True
8230501Z LX Equity,,False,False,False
DSY FP Equity,,True,False,True
EMA CN Equity,,True,False,True
PR US Equity,,True,False,True
CE US Equity,,True,False,True
NTRS US Equity,,True,False,True
DHL GR Equity,CDEP1E5,True,True,True
MET US Equity,CMET1U5,True,True,True
000660 KS Equity,CT426402,True,True,True
LHA GR Equity,CLUFT1E5,True,True,True
SSE LN Equity,CT373240,True,True,True
CA FP Equity,CCARR1E5,True,True,True
2452210D FP Equity,,False,False,False
YNS MK Equity,,True,False,True
ETRN US Equity,,True,False,True
SVC US Equity,CT367456,True,True,True
INW IM Equity,CY865633,True,True,True
RIO LN Equity,CT410075,True,True,True
GFL CN Equity,CY866031,True,True,True
AIBG ID Equity,CAIB1E5,True,True,True
FTS CN Equity,,True,False,True
1885Z CN Equity,,False,False,False
57884Z US Equity,CNFS1U5,False,True,True
2415472D US Equity,,False,False,False
PFGC US Equity,,True,False,True
SAB SM Equity,CBNS1E5,True,True,True
ZTS US Equity,,True,False,True
521098Z ID Equity,,False,False,False
IR US Equity,CT661102,True,True,True
ENLC US Equity,,True,False,True
0003 JP Equity,,False,False,True
HEI GR Equity,CHEI1E5,True,True,True
DTM US Equity,,True,False,True
1805555D ID Equity,CNTL1E5,False,True,False
STGW US Equity,,True,False,True
RNO FP Equity,CREN1E5,True,True,True
DOW US Equity,CDOW1U5,True,True,True
MRFG3 BZ Equity,,True,False,True
NTGY SM Equity,CGAS1E5,True,True,True
OTEX CN Equity,,True,False,True
BAS GR Equity,CBASF1E5,True,True,True
RAIZ4 BZ Equity,,True,False,True
VTLE US Equity,,True,False,True
COOP US Equity,,True,False,True
REGN US Equity,,True,False,True
BWA US Equity,CBWA1U5,True,True,True
CBRE US Equity,,True,False,True
554755Z US Equity,,False,False,False
1559404D MM Equity,,False,False,False
1785939D US Equity,,False,False,False
ALINMA AB Equity,,True,False,True
USAC US Equity,,True,False,True
SOL SJ Equity,CY418047,True,True,True
YUM US Equity,CYUM1U5,True,True,True
1460556D TI Equity,,False,False,False
AEP US Equity,CAEP1U5,True,True,True
RJHI AB Equity,,True,False,True
8309 JP Equity,CSUT1J5,True,True,True
KYGA ID Equity,,True,False,True
NEXI IM Equity,CY510308,True,True,True
DG US Equity,CY018011,True,True,True
OMV AV Equity,CY022940,True,True,True
17757Z US Equity,,False,False,False
TRN IM Equity,CT847841,True,True,True
8592 JP Equity,CSUL1J5,False,True,True
GLW US Equity,CGLW1U5,True,True,True
BN CN Equity,CT350853,True,True,True
RR/ LN Equity,CRR1E5,True,True,True
FFH CN Equity,CT420905,True,True,True
2121235D US Equity,,False,False,False
RHP US Equity,,True,False,True
NEM US Equity,CNEM1U5,True,True,True
OWL US Equity,,True,False,True
DAR US Equity,,True,False,True
TATA IN Equity,,True,False,True
DGE LN Equity,CDIAG1E5,True,True,True
1721389D IN Equity,,False,False,False
BCE CN Equity,CT409186,True,True,True
WEC US Equity,CT368696,True,True,True
CCI US Equity,CCCI1U5,True,True,True
CMA US Equity,,True,False,True
13716Z US Equity,,False,False,False
AI FP Equity,CAIF1E5,True,True,True
CPB US Equity,CCPB1U5,True,True,True
2362603D KY Equity,,False,False,False
MAR US Equity,CMAR1U5,True,True,True
1407Z CN Equity,,False,False,True
ED US Equity,CED1U5,True,True,True
2413888D US Equity,,False,False,False
SYF US Equity,,True,False,True
WES US Equity,,True,False,True
CMI US Equity,CCUM1U5,True,True,True
MRO US Equity,CMRO1U5,True,True,True
PAA US Equity,CT371484,True,True,True
4614Z US Equity,,False,False,False
2262691Z US Equity,CSAFC1U5,False,True,True
1893086D US Equity,,False,False,False
ACM US Equity,,True,False,True
MFC CN Equity,CY417243,True,False,True
ML FP Equity,CMICH1E5,True,True,True
CEMEXCPO MM Equity,CX353430,True,True,True
ADP US Equity,CT424708,True,True,True
TGNA US Equity,CGCI1U5,True,True,True
NXPI US Equity,CX404642,True,True,True
SRT GR Equity,,True,False,True
125218MF US Equity,,False,False,True
SYK US Equity,,True,False,True
YAR NO Equity,,True,False,True
FTAI US Equity,,True,False,True
GLPI US Equity,,True,False,True
RI FP Equity,CPER1E5,True,True,True
NSC US Equity,CNSC1U5,True,True,True
1935596D MP Equity,,False,False,False
LRCX US Equity,,True,False,True
1861382D FP Equity,CY855229,False,False,False
AML LN Equity,,True,False,True
CTAS US Equity,,True,False,True
1521255D JY Equity,,False,False,False
BFH US Equity,,True,False,True
CEG US Equity,,True,False,True
496573Z KZ Equity,,False,False,False
AV/ LN Equity,CAVL1E5,True,True,True
QIBK QD Equity,,True,False,True
AT1 GR Equity,CY433524,True,True,True
FSK US Equity,,True,False,True
AZUL4 BZ Equity,,True,False,True
GD US Equity,CGD1U5,True,True,True
ATD CN Equity,,True,False,True
1026Z US Equity,CCOX1U5,False,True,False
SMDS LN Equity,,True,False,True
BYD US Equity,CT370688,True,True,True
1846372D KY Equity,CT423047,False,False,False
CHK US Equity,CCHK1U5,True,True,True
COHR US Equity,,True,False,True
25426Z US Equity,,False,False,False
8226864Z LN Equity,,False,False,True
300750 CH Equity,,True,False,True
HASI US Equity,,True,False,True
OCBC SP Equity,COCB1U5,True,True,True
CODI US Equity,,True,False,True
BIMBOA MM Equity,CY124424,True,True,True
UOB SP Equity,CUOB1U5,True,True,True
1547674D IO Equity,,False,False,False
GFF US Equity,,True,False,True
CAST SS Equity,,True,False,True
OBDC US Equity,,True,False,True
ADM US Equity,CADM1U5,True,True,True
BBWI US Equity,CLTD1U5,True,True,True
2334460D CI Equity,,False,False,False
1988237D US Equity,CEXG1U5,False,True,False
ITW US Equity,CT367496,True,True,True
RPRX US Equity,,True,False,True
RTO LN Equity,CT370412,True,True,True
5012981Z CN Equity,,False,False,False
TJX US Equity,CTJX1U5,True,True,True
CSL AU Equity,CY884310,True,True,True
LTH US Equity,,True,False,True
8544562Z NZ Equity,,False,False,False
SAMPO FH Equity,,True,False,True
2450351D LX Equity,,False,False,False
2731821Z LN Equity,,False,False,True
1479168D US Equity,,False,False,False
0747159D US Equity,,False,False,True
LASITEB1 MM Equity,,True,False,True
1608444D US Equity,,False,False,True
AFL US Equity,,True,False,True
CDW US Equity,,True,False,True
MSCI US Equity,,True,False,True
KOFUBL MM Equity,,True,False,True
CSX US Equity,CCSX1U5,True,True,True
AKRBP NO Equity,,True,False,True
IHS US Equity,,True,False,True
1782Z GR Equity,,False,False,True
HGV US Equity,,True,False,True
ST US Equity,,True,False,True
MMM US Equity,CMMM1U5,True,True,True
42386Z GR Equity,,False,False,False
NWSA US Equity,,True,False,True
GEN US Equity,,True,False,True
PLD US Equity,CPLD1U5,True,True,True
NBK KK Equity,,True,False,True
REL LN Equity,CREED1E5,True,True,True
8725 JP Equity,,True,False,True
412 HK Equity,,True,False,True
APTV US Equity,,True,False,True
0749726D UH Equity,,False,False,False
CNP US Equity,CCNP1U5,True,True,True
AKE FP Equity,,True,False,True
MTDR US Equity,,True,False,True
STO AU Equity,CSTO1U5,True,True,True
ALC SW Equity,,True,False,True
1933552D NA Equity,,False,False,False
LIN US Equity,,True,False,True
KKR US Equity,,True,False,True
FRVIA FP Equity,CY419301,True,True,True
TLV RO Equity,,True,False,True
096770 KS Equity,CT855204,True,True,True
MSI US Equity,CMOT1U5,True,True,True
VRSK US Equity,,True,False,True
PRU LN Equity,CPRU1E5,True,True,True
FR FP Equity,CVLOF1E5,True,True,True
NRG US Equity,CT356322,True,True,True
EMR US Equity,CEMR1U5,True,True,True
