Equity,CDS 5y,is_price,is_cds,is_fundamentals
DK US Equity,,True,False,True
NXST US Equity,CT355792,True,True,True
RBLX US Equity,,True,False,True
6752 JP Equity,CMAT1J5,True,True,True
BAMI IM Equity,CY334497,True,True,True
CVE CN Equity,CY349809,True,True,True
ALSN US Equity,,True,False,True
1931970D LN Equity,,False,False,False
TRV US Equity,CSPC1U5,True,True,True
AAL LN Equity,CAALL1E5,True,True,True
0408310D SM Equity,,False,False,True
PSA US Equity,,True,False,True
PWR US Equity,,True,False,True
TDY US Equity,,True,False,True
GT US Equity,CGT1U5,True,True,True
2366641D US Equity,,False,False,False
BSF AB Equity,,True,False,True
ADI US Equity,,True,False,True
HBI US Equity,,True,False,True
AMAT US Equity,CAMAT1U5,True,True,True
LYB US Equity,CT352789,True,True,True
657387Z US Equity,,False,False,True
2450347D US Equity,,False,False,False
1621578D FP Equity,,False,False,False
AMCX US Equity,,True,False,True
COLOB DC Equity,,True,False,True
GENM MK Equity,,True,False,True
CLVT US Equity,,True,False,True
FTV US Equity,,True,False,True
BRBR US Equity,,True,False,True
CCK US Equity,CX355464,True,True,True
JCI US Equity,CTYC1U5,True,True,True
0296891D GR Equity,,False,False,False
FUN US Equity,,True,False,True
2273447D US Equity,,False,False,False
CRH US Equity,CT718585,True,True,True
USFD US Equity,,True,False,True
ELI BB Equity,CT779643,True,True,True
3097Z US Equity,,False,False,False
COIN US Equity,,True,False,True
AHT LN Equity,,True,False,True
HOLX US Equity,,True,False,True
5079Z US Equity,,False,False,False
KCHOL TI Equity,CT393779,True,True,True
0760800D GR Equity,,False,False,True
MNKTQ US Equity,,True,False,True
COR US Equity,CABC1U5,True,True,True
FICO US Equity,,True,False,True
1193352D IM Equity,,False,False,False
STX US Equity,,True,False,True
VOLVB SS Equity,CVLVY1E5,True,True,True
SABR US Equity,,True,False,True
VK FP Equity,,True,False,True
SUM US Equity,,True,False,True
BG US Equity,,True,False,True
2137Z US Equity,CT661502,False,True,True
CSGP US Equity,,True,False,True
1149Z BB Equity,,False,False,True
RBA CN Equity,,True,False,True
O US Equity,,True,False,True
CTLT US Equity,,True,False,True
ABX CN Equity,CABX1U5,True,True,True
CCEP US Equity,CCOCA1U5,True,True,True
HTWS LN Equity,,True,False,True
LPLA US Equity,,True,False,True
1990464D US Equity,,False,False,False
HRL US Equity,,True,False,True
BTE CN Equity,,True,False,True
BR US Equity,,True,False,True
0296329D DC Equity,,False,False,False
67995MF US Equity,,False,False,True
EBAY US Equity,,True,False,True
KR US Equity,CKR1U5,True,True,True
1688799D FP Equity,,False,False,False
AWK US Equity,,True,False,True
APA AU Equity,CY380592,True,True,True
ORLY US Equity,,True,False,True
EQT SS Equity,,True,False,True
ADSK US Equity,,True,False,True
TRMB US Equity,,True,False,True
VGR US Equity,,True,False,True
2001095D US Equity,,False,False,False
XPO US Equity,,True,False,True
EBS AV Equity,CEBS1E5,True,True,True
NOV US Equity,CX665638,True,True,True
2080666D NA Equity,,False,False,False
LGEN LN Equity,CLGEN1E5,True,True,True
MRL SM Equity,CY364874,True,True,True
MB IM Equity,CBCR1E5,True,True,True
1877718D KY Equity,,False,False,False
FME GR Equity,CY417693,True,True,True
HAS US Equity,CT355712,True,True,True
CLF US Equity,CY460646,True,True,True
1666988D US Equity,,False,False,False
BAP US Equity,CY430614,True,True,True
1918546D CI Equity,,False,False,False
LKQ US Equity,,True,False,True
LDOS US Equity,,True,False,True
CNXC US Equity,,True,False,True
VIK US Equity,,True,False,True
SN/ LN Equity,,True,False,True
STZ US Equity,CT355312,True,True,True
TGE US Equity,,True,False,True
1737036D NA Equity,,False,False,False
8163100Z US Equity,,False,False,False
SGRO LN Equity,CX375096,True,True,True
0528702D PE Equity,,False,False,True
REP SM Equity,CREP1E5,True,True,True
1861440D LX Equity,,False,False,True
1013340Z US Equity,,False,False,False
1948085D NA Equity,,False,False,False
3091Z US Equity,CCARG1U5,False,True,True
T CN Equity,CTCN1U5,True,True,True
LTM CI Equity,,True,False,True
1087038D LX Equity,,False,False,False
CARLB DC Equity,CT354143,True,True,True
ALO FP Equity,CALS1E5,True,True,True
GTX US Equity,,True,False,True
0159055D GR Equity,CY884156,False,False,True
CON GR Equity,CCONT1E5,True,True,True
0752402D NA Equity,,False,False,False
HLF US Equity,,True,False,True
WPP LN Equity,CWPP1E5,True,True,True
552082Z LN Equity,,False,False,True
ABBN SW Equity,CT358161,True,True,True
601688 CH Equity,,True,False,True
9020 JP Equity,CEJR1J5,True,True,True
MPLN US Equity,,True,False,True
KMB US Equity,CKMB1U5,True,True,True
3477894Z US Equity,,False,False,False
ENR GR Equity,,True,False,True
998424Z NA Equity,,False,False,True
VMUK LN Equity,,True,False,True
2079260D LX Equity,,False,False,False
24608Z US Equity,,False,False,True
1113956D SM Equity,CY364424,False,True,True
ROP US Equity,,True,False,True
BHF US Equity,CZ023029,True,True,True
OC US Equity,CT675374,True,True,True
PHIA NA Equity,CPHG1E5,True,True,True
SOLB BB Equity,CSOLV1E5,True,True,True
APH US Equity,,True,False,True
1758903D LN Equity,,False,False,False
SMLP US Equity,,True,False,True
QRVO US Equity,,True,False,True
3207365Z IM Equity,,False,False,False
500735Z FP Equity,,False,False,False
ADIB UH Equity,,True,False,True
DGX US Equity,CDGX1U5,True,True,True
HESM US Equity,,True,False,True
LH US Equity,,True,False,True
PFSI US Equity,,True,False,True
SW FP Equity,CEXH1E5,True,True,True
AROC US Equity,,True,False,True
FER SM Equity,,True,False,True
EMBR3 BZ Equity,,True,False,True
277924Z LN Equity,,False,False,False
JWN US Equity,CJWN1U5,True,True,True
5658Z US Equity,,False,False,False
XEL US Equity,CXEL1U5,True,True,True
TTWO US Equity,,True,False,True
BTG GR Equity,CBTG1E5,False,True,True
EFN CN Equity,,True,False,True
CPG LN Equity,CCPG1E5,True,True,True
NVR US Equity,CT369348,True,True,True
UWMC US Equity,,True,False,True
1259205D US Equity,,False,False,False
PBF US Equity,,True,False,True
992 HK Equity,,True,False,True
NOMD US Equity,CY462618,True,True,True
VRT US Equity,,True,False,True
8058 JP Equity,CMIT1J5,True,True,True
GFC FP Equity,CGFC1E5,True,True,True
1985981D US Equity,,False,False,False
FUNO11 MM Equity,,True,False,True
TEP FP Equity,CY362174,True,True,True
SEE US Equity,CSEE1U5,True,True,True
1083683D FP Equity,,False,False,False
ACS SM Equity,,True,False,True
TIGO US Equity,,True,False,True
1193445D GR Equity,,False,False,False
DSCT IT Equity,,True,False,True
LEN US Equity,CLEN1U5,True,True,True
KGS US Equity,,True,False,True
ICICIBC IN Equity,CICIC1U5,True,True,True
IT US Equity,,True,False,True
SESG FP Equity,CT357402,True,True,True
2448466D US Equity,,False,False,False
SQM/B CI Equity,,True,False,True
ADNT US Equity,,True,False,True
6723 JP Equity,CNEE1J5,True,True,True
MERC US Equity,,True,False,True
AA US Equity,,True,False,True
2842297Z GR Equity,,False,False,True
SUN US Equity,,True,False,True
1837787D LE Equity,,False,False,False
MAERSKB DC Equity,CY343977,True,True,True
101037Z BH Equity,,False,False,True
29790Z US Equity,,False,False,False
1426378D US Equity,,False,False,False
RVTY US Equity,,True,False,True
SREN SW Equity,CT970386,True,True,True
AGN NA Equity,CAEGO1E5,True,True,True
0208044D US Equity,,False,False,False
TCL AU Equity,CY458392,True,False,True
IFX GR Equity,,True,False,True
2457254D LE Equity,,False,False,False
EHC US Equity,CT355756,True,True,True
2444481D US Equity,,False,False,False
1874323D CN Equity,,False,False,False
RNR US Equity,CX408781,True,True,True
SU FP Equity,CSCHN1E5,True,True,True
HOG US Equity,,True,False,True
DSFIR NA Equity,CDSM1E5,True,True,True
CIX CN Equity,,True,False,True
PPG US Equity,CPPG1U5,True,True,True
TLS AU Equity,CTELS1U5,True,True,True
600036 CH Equity,CY339314,True,True,True
RSG US Equity,CT365772,True,True,True
SDZ SW Equity,,True,False,True
GNW US Equity,CY183711,True,True,True
IG IM Equity,,True,False,True
MOH US Equity,,True,False,True
SHFL IN Equity,,True,False,True
FGPRQ US Equity,,True,False,True
RITM US Equity,,True,False,True
0891292D US Equity,,False,False,False
MDLZ US Equity,CKFT1U5,True,True,True
7520132Z FP Equity,,False,False,False
EDEN FP Equity,,True,False,True
ICLR US Equity,,True,False,True
EFX US Equity,CX398589,True,True,True
BKT SM Equity,CBKT1E5,True,True,True
WKL NA Equity,CWOLK1E5,True,True,True
ADANIENS IN Equity,,True,False,True
1932297D LN Equity,,False,False,False
DBS SP Equity,CDBH1U5,True,True,True
ALMARAI AB Equity,,True,False,True
EMN US Equity,CEMN1U5,True,True,True
2317 TT Equity,CT351340,True,True,True
2450350D US Equity,,False,False,False
EQT US Equity,CT779699,True,True,True
AVOL SW Equity,CY370689,True,True,True
1332666D LX Equity,,False,False,False
ARE US Equity,,True,False,True
SLHN SW Equity,,True,False,True
AVNT US Equity,CPOL1U5,True,True,True
2502 JP Equity,CASAB1J5,True,True,True
BRX US Equity,CNXL1U5,True,True,True
PEG US Equity,CPEG1U5,True,True,True
DOC US Equity,CT355728,True,True,True
MGM US Equity,CMGG1U5,True,True,True
LR FP Equity,CY018179,True,True,True
ELAN US Equity,,True,False,True
CBQK QD Equity,CT970991,True,True,True
ALL US Equity,CALL1U5,True,True,True
2270287D KY Equity,,False,False,False
SHC US Equity,,True,False,True
AD NA Equity,CAHLD1E5,True,True,True
ERICB SS Equity,CERIC1E5,True,True,True
WTW US Equity,CY169696,True,True,True
8290311Z JY Equity,,False,False,True
CNO US Equity,,True,False,True
AMP US Equity,CX375616,True,True,True
KLBN4 BZ Equity,,True,False,True
MLM US Equity,CT364988,True,True,True
1871541D US Equity,,False,False,False
KBANK TB Equity,CY436076,True,True,True
EOG US Equity,CX375816,True,True,True
WEIR LN Equity,,True,False,True
BVT SJ Equity,,True,False,True
SCI US Equity,CX356787,True,True,True
1923742D LN Equity,,False,False,False
1857290D US Equity,,False,False,True
035420 KS Equity,,True,False,True
NTR CN Equity,CY397358,True,True,True
CNR CN Equity,CCNRC1U5,True,True,True
JSTL IN Equity,,True,False,True
ENG SM Equity,,True,False,True
10213Z US Equity,,False,False,True
AM US Equity,,True,False,True
WY US Equity,CWY1U5,True,True,True
8097486Z CH Equity,,False,False,False
CNK US Equity,,True,False,True
TSCO US Equity,,True,False,True
USIM5 BZ Equity,,True,False,True
2293502D US Equity,CAA1U5,False,True,False
PUB FP Equity,CPUB1E5,True,True,True
2321113D US Equity,,False,False,False
WCN CN Equity,,True,False,True
INF LN Equity,,True,False,True
ESI US Equity,,True,False,True
OTP HB Equity,,True,False,True
ABG US Equity,,True,False,True
3252Z US Equity,,False,False,True
IAG LN Equity,CY192644,True,True,True
1039415D US Equity,,False,False,False
FGR FP Equity,CY406476,True,True,True
4111296Z IM Equity,,False,False,False
PKI CN Equity,,True,False,True
BUR LN Equity,,True,False,True
X US Equity,CUS1U5,True,True,True
0534122D CN Equity,,False,False,False
1050Z GR Equity,,False,False,True
3273Z US Equity,,False,False,False
574027Z US Equity,,False,False,False
1868659D FP Equity,,False,False,False
ACGL US Equity,CX407949,True,True,True
FERG US Equity,,True,False,True
RJF US Equity,,True,False,True
VIV FP Equity,CVIVU1E5,True,True,True
1081Z SS Equity,CT761604,False,True,True
VTR US Equity,CT365220,True,True,True
EPC US Equity,,True,False,True
AZO US Equity,CAZO1U5,True,True,True
UNIT US Equity,CY292791,True,True,True
1905688D US Equity,,False,False,False
AEE US Equity,CT368060,True,True,True
FRE GR Equity,CT352109,True,True,True
SGSN SW Equity,,True,False,True
GFINBURO MM Equity,,True,False,True
NOG US Equity,,True,False,True
GDDY US Equity,,True,False,True
CF US Equity,,True,False,True
ENX FP Equity,,True,False,True
NTAP US Equity,,True,False,True
BRPT IJ Equity,,True,False,True
HHH US Equity,,True,False,True
K US Equity,CKC1U5,True,True,True
TPX US Equity,,True,False,True
CC US Equity,,True,False,True
EMAAR UH Equity,,True,False,True
1861756D BZ Equity,,False,False,False
DXC US Equity,CCCS1U5,True,True,True
AKZA NA Equity,CAKZO1E5,True,True,True
8255121Z LN Equity,,False,False,True
8 HK Equity,CPCT1U5,True,True,True
PK US Equity,,True,False,True
TFHI PM Equity,,True,False,True
384877Z US Equity,,False,False,False
0561318D US Equity,CX664874,False,True,False
ENOG LN Equity,,True,False,True
ENR US Equity,,True,False,True
2225455D KY Equity,,False,False,False
MARK QD Equity,,True,False,True
1643821D US Equity,,False,False,False
1612163D BH Equity,,False,False,True
MKC US Equity,,True,False,True
LAD US Equity,,True,False,True
EVRG US Equity,CT356128,True,True,True
TT US Equity,CIR1U5,True,True,True
PPL US Equity,CPPL1U5,True,True,True
16 HK Equity,CT786399,True,True,True
0790927D PW Equity,,False,False,True
005490 KS Equity,CPOH1U5,True,True,True
0533762D CN Equity,,False,False,False
AMS SW Equity,,True,False,True
1858915D US Equity,,False,False,False
1898162D KY Equity,,False,False,False
1808159D US Equity,,False,False,False
1583377D US Equity,,False,False,False
14 HK Equity,CHYS1U5,True,True,True
NBR US Equity,CT365120,True,True,True
1945004D US Equity,,False,False,False
1546408D US Equity,,False,False,False
BIO US Equity,,True,False,True
2080668D GU Equity,,False,False,False
HUN US Equity,CT405023,True,True,True
AC FP Equity,CACC1E5,True,True,True
TTMT IN Equity,CTEL1U5,True,True,True
GEL US Equity,,True,False,True
1736117D UH Equity,,False,False,False
A US Equity,CAGT1U5,True,True,True
088350 KS Equity,,True,False,True
VLTO US Equity,,True,False,True
OVV US Equity,CY457403,True,True,True
8439 JP Equity,,True,False,True
ALIVP BB Equity,,True,False,True
1222387D FP Equity,,False,False,False
LNW US Equity,,True,False,True
HMSO LN Equity,CHAMR1E5,True,True,True
1990181D KY Equity,CT965227,False,True,False
ADSEZ IN Equity,,True,False,True
0347309D CI Equity,,False,False,False
CSAN3 BZ Equity,,True,False,True
1272560D US Equity,,False,False,False
AGCO US Equity,,True,False,True
SAF FP Equity,CY499993,True,True,True
592256Z US Equity,,False,False,True
GWR US Equity,,True,False,True
1526963D LN Equity,,False,False,False
2458697D KY Equity,,False,False,False
COKE US Equity,,True,False,True
ABDN LN Equity,,True,False,True
CVC NA Equity,,True,False,True
1356Z AU Equity,,False,False,True
MNG LN Equity,CY448801,True,True,True
EUROB GA Equity,CT374488,True,True,True
600777 CH Equity,,True,False,True
2445795D US Equity,,False,False,False
PGR US Equity,CPGR1U5,True,True,True
GPI US Equity,,True,False,True
6618556Z DC Equity,,False,False,False
ECL US Equity,CT779587,True,True,True
1855878D NO Equity,,False,False,False
1223677D MM Equity,,False,False,False
WPRO IN Equity,,True,False,True
MCO US Equity,,True,False,True
CCH LN Equity,,True,False,True
WHR US Equity,CWHR1U5,True,True,True
UPM FH Equity,CUPMK1E5,True,True,True
PRKS US Equity,,True,False,True
ALK US Equity,,True,False,True
1480666D US Equity,,False,False,False
1485013D US Equity,,False,False,False
WPC US Equity,,True,False,True
HEN3 GR Equity,CHENK1E5,True,True,True
2224360D US Equity,,False,False,False
OI US Equity,COI1U5,True,True,True
1450314D US Equity,,False,False,False
NAVI US Equity,CSLMA1U5,True,True,True
FNF US Equity,,True,False,True
1972963D US Equity,,False,False,True
PRMW CN Equity,,True,False,True
1495126D NA Equity,,False,False,False
MX CN Equity,CX375216,True,True,True
LI FP Equity,CLIF1E5,True,True,True
KEYS US Equity,,True,False,True
ISCTR TI Equity,CT393678,True,True,True
SBMO NA Equity,,True,False,True
SLF CN Equity,,True,False,True
JBHT US Equity,,True,False,True
RDOR3 BZ Equity,,True,False,True
FWRD US Equity,,True,False,True
36982Z US Equity,,False,False,True
1292916D LE Equity,,False,False,False
CNH US Equity,CY184970,True,True,True
AF FP Equity,CX358019,True,True,True
ASSAB SS Equity,CASSA1E5,True,True,True
BEN US Equity,,True,False,True
EL US Equity,CT779615,True,True,True
TSCO LN Equity,CTSCO1E5,True,True,True
0771783D US Equity,,False,False,False
ERF FP Equity,,True,False,True
1567652D CH Equity,,False,False,False
CLGX US Equity,CX657190,True,True,True
PRGO US Equity,,True,False,True
8002 JP Equity,CMAR1J5,True,True,True
VMC US Equity,CT424185,True,True,True
1350084D AU Equity,,False,False,True
0453323D US Equity,,False,False,False
2381A US Equity,CNRUC1U5,False,True,True
OHI US Equity,,True,False,True
0771782D FP Equity,,False,False,False
7431Z US Equity,,False,False,True
ETL FP Equity,,True,False,True
927976Z FP Equity,CY283639,False,True,True
CRWD US Equity,,True,False,True
HO FP Equity,CHOFP1E5,True,True,True
BEP-U CN Equity,,True,False,True
BAH US Equity,,True,False,True
4515391Z LN Equity,,False,False,True
TALO US Equity,,True,False,True
UHS US Equity,CT357677,True,True,True
0308547D CH Equity,,False,False,False
UNI SM Equity,,True,False,True
RL US Equity,CX667338,True,True,True
MRVL US Equity,,True,False,True
EG US Equity,CT405267,True,True,True
ATCO US Equity,,True,False,True
1630648D US Equity,,False,False,False
JAR LN Equity,,True,False,True
AEROMEX* MM Equity,,True,False,True
1810 HK Equity,,True,False,True
ORBIA* MM Equity,,True,False,True
0849702D US Equity,,False,False,False
1516386D LX Equity,,False,False,True
1881243D US Equity,,False,False,False
AU US Equity,,True,False,True
AJG US Equity,CZ023046,True,True,True
1824858D CN Equity,,False,False,False
654678Z LN Equity,,False,False,True
MOS US Equity,CT364324,True,True,True
IHG LN Equity,,True,False,True
AMCR US Equity,,True,False,True
CMS US Equity,CCMS1U5,True,True,True
RED SM Equity,CX353694,True,True,True
1482275D US Equity,,False,False,False
TNL US Equity,CT423141,True,True,True
OLN US Equity,COLN1U5,True,True,True
SMIN LN Equity,CSMI1E5,True,True,True
1210188D LN Equity,,False,False,True
EXPN LN Equity,CGUS1E5,True,True,True
20298Z US Equity,,False,False,True
1682463D ID Equity,,False,False,False
HST US Equity,CT368896,True,True,True
1882583D NA Equity,,False,False,False
1069526D US Equity,,False,False,False
WB US Equity,,True,False,True
0771573D GL Equity,,False,False,False
SBRA US Equity,,True,False,True
CSL US Equity,,True,False,True
CPT US Equity,CT371676,True,True,True
1037Z FH Equity,,False,False,True
ACO/X CN Equity,,True,False,True
GEO US Equity,,True,False,True
2112305D US Equity,,False,False,False
FLEX US Equity,CFLEX1U5,True,True,True
PDM US Equity,,True,False,True
CTRA US Equity,,True,False,True
CACC US Equity,,True,False,True
1528978D US Equity,,False,False,False
MUTH IN Equity,,True,False,True
PIRC IM Equity,CPIR1E5,True,True,True
RRR US Equity,,True,False,True
XRX US Equity,CXRX1U5,True,True,True
NOKIA FH Equity,CNOKI1E5,True,True,True
3139021Z SW Equity,,False,False,True
4090245Z PE Equity,,False,False,True
3563243Z US Equity,,False,False,False
TELIA SS Equity,CTLIA1E5,True,True,True
1916051D MM Equity,,False,False,False
DLEKG IT Equity,,True,False,True
WLN FP Equity,,True,False,True
SECUB SS Equity,CSECU1E5,True,True,True
1649513D NA Equity,,False,False,True
HWM US Equity,CAA1U5,True,True,True
MG CN Equity,CX659258,True,True,True
XRAY US Equity,,True,False,True
GPS US Equity,CGPS1U5,True,True,True
CNSL US Equity,,True,False,True
ETE GA Equity,CT418799,True,True,True
ON US Equity,,True,False,True
R US Equity,CRYD1U5,True,True,True
1509990D US Equity,,False,False,False
INTRUM SS Equity,CY351443,True,True,True
BXSL US Equity,,True,False,True
0630082D CN Equity,,False,False,False
RGA US Equity,,True,False,True
CAR US Equity,CCD1U5,True,True,True
KOS US Equity,,True,False,True
EQR US Equity,CT426366,True,True,True
1883322D US Equity,,False,False,False
1851394D NA Equity,CY399976,False,True,False
71194Z US Equity,,False,False,False
CWK US Equity,,True,False,True
ALMEN CI Equity,,True,False,True
5762Z US Equity,,False,False,True
1917622D LX Equity,,False,False,False
BPE IM Equity,,True,False,True
AMD US Equity,CT355268,True,True,True
SEPL LN Equity,,True,False,True
0800289D US Equity,,False,False,True
CME US Equity,,True,False,True
MOL HB Equity,CT412478,True,True,True
NESTE FH Equity,,True,False,True
DKS US Equity,,True,False,True
JD US Equity,,True,False,True
107652Z US Equity,,False,False,False
1721325D US Equity,,False,False,False
1571564D LN Equity,,False,False,False
ESSITYA SS Equity,CY355447,True,True,True
MTG US Equity,CMTGI1U5,True,True,True
EFX CN Equity,,True,False,True
1687502D US Equity,,False,False,True
4620Z LN Equity,,False,False,True
2 HK Equity,,True,False,True
SCR FP Equity,CSCOR1E5,True,True,True
RRC US Equity,,True,False,True
EVOK LN Equity,,True,False,True
2171732D CN Equity,,False,False,False
1477802D US Equity,,False,False,False
RDN US Equity,CRDN1U5,True,True,True
SWK US Equity,CSWK1U5,True,True,True
IHRT US Equity,CCCU1U5,True,True,True
1725739D US Equity,,False,False,False
EXP US Equity,,True,False,True
BF/B US Equity,,True,False,True
2456825D KY Equity,,False,False,False
SPIE FP Equity,,True,False,True
TRN US Equity,,True,False,True
IPG US Equity,CIPG1U5,True,True,True
ALB US Equity,,True,False,True
OUT US Equity,,True,False,True
0083767D LN Equity,,False,False,True
FBIN US Equity,,True,False,True
PVH US Equity,,True,False,True
2496Z LN Equity,,False,False,False
S32 AU Equity,,True,False,True
PHNX LN Equity,,True,False,True
CBOE US Equity,,True,False,True
VRSN US Equity,,True,False,True
NMRK US Equity,,True,False,True
2409778D KY Equity,,False,False,False
PAMP AR Equity,,True,False,True
LW US Equity,CY333281,True,True,True
AXTA US Equity,,True,False,True
CUERVO* MM Equity,,True,False,True
6051Z LN Equity,,False,False,True
HR US Equity,CT355752,True,True,True
PE&OLES* MM Equity,,True,False,True
20210Z US Equity,,False,False,False
2202 HK Equity,,True,False,True
ICL IT Equity,CY351209,True,True,True
0815798D KY Equity,,False,False,True
2114579D US Equity,,False,False,False
NE US Equity,,True,False,True
1892522D NA Equity,,False,False,False
EXR US Equity,,True,False,True
J US Equity,,True,False,True
INVEB SS Equity,CINV1E5,True,True,True
AN US Equity,CT374064,True,True,True
2258853D ID Equity,,False,False,False
MCK US Equity,CMCK1U5,True,True,True
1950946D LX Equity,,False,False,False
O5G GR Equity,CY504062,True,True,True
TKR US Equity,CTKR1U5,True,True,True
ZBH US Equity,,True,False,True
SUI US Equity,,True,False,True
0256595Z SM Equity,,False,False,True
9994214D US Equity,,True,False,False
2914 JP Equity,CJTOB1J5,True,True,True
INVP LN Equity,,True,False,True
1456892D LN Equity,,False,False,False
BNR GR Equity,,True,False,True
SVT LN Equity,CT413307,True,True,True
VFC US Equity,CVFC1U5,True,True,True
ATO US Equity,CT369644,True,True,True
LIGHT NA Equity,CZ023852,True,False,True
0771785D SM Equity,,False,False,False
ONTEX BB Equity,,True,False,True
MNDI LN Equity,,True,False,True
VYX US Equity,,True,False,True
KIM US Equity,CKIM1U5,True,True,True
MAT US Equity,CMAT1U5,True,True,True
BECN US Equity,,True,False,True
SDRL NO Equity,,True,False,True
B3SA3 BZ Equity,,True,False,True
H US Equity,,True,False,True
SSW SJ Equity,,True,False,True
4503 JP Equity,CYMN1J5,True,True,True
0849879D US Equity,,False,False,False
600018 CH Equity,,True,False,True
ITV LN Equity,CX353646,True,True,True
STWD US Equity,,True,False,True
EA US Equity,,True,False,True
HTZ US Equity,CHTZ1U5,True,True,True
PRM US Equity,,True,False,True
123 HK Equity,,True,False,True
1829679D US Equity,,False,False,False
GXO US Equity,,True,False,True
2997357Z BZ Equity,,False,False,True
LADR US Equity,,True,False,True
051910 KS Equity,CY884241,True,True,True
ALPHA GA Equity,CT355576,True,True,True
CRC US Equity,CY316120,True,True,True
BCP PL Equity,CBCP1E5,True,True,True
KD US Equity,,True,False,True
DOV US Equity,CDOV1U5,True,True,True
ALLE US Equity,,True,False,True
1694172D BB Equity,,False,False,True
6326 JP Equity,CKUB1J5,True,True,True
HEI US Equity,,True,False,True
IP US Equity,CIP1U5,True,True,True
TPG US Equity,,True,False,True
2321269Z TI Equity,,False,False,False
NST AU Equity,,True,False,True
VIRI FP Equity,,True,False,True
0561799D JY Equity,,False,False,False
MTN US Equity,,True,False,True
BIDU US Equity,CY443876,True,True,True
EEFT US Equity,,True,False,True
GBLB BB Equity,,True,False,True
COL SM Equity,CY364784,True,True,True
NEX FP Equity,,True,False,True
BWIN US Equity,,True,False,True
TPEIR GA Equity,CY068338,True,True,True
AVB US Equity,CAVB1U5,True,True,True
BNJ NA Equity,,True,False,True
SNX US Equity,,True,False,True
0456855D AV Equity,,False,False,True
ISS DC Equity,CT359898,True,True,True
8178942Z US Equity,,False,False,True
1480650D US Equity,,False,False,False
1686692D KY Equity,,False,False,False
PRIO3 BZ Equity,,True,False,True
5108 JP Equity,CBST1J5,True,True,True
3585157Z US Equity,,False,False,True
SBH US Equity,,True,False,True
ICAD FP Equity,CY504380,True,True,True
SYENS BB Equity,CY885948,True,True,True
8683910Z JY Equity,,False,False,False
JXN US Equity,,True,False,True
2219081D US Equity,,False,False,False
HRB US Equity,CT403361,True,True,True
2658Z LN Equity,CTRAN1E5,False,True,True
COV FP Equity,CY400256,True,True,True
1879048D US Equity,CZ023029,False,True,False
PCAR US Equity,,True,False,True
HBM CN Equity,,True,False,True
0310532D IM Equity,,False,False,True
AMH US Equity,,True,False,True
GBDC US Equity,,True,False,True
OCI NA Equity,,True,False,True
5079346Z CP Equity,,False,False,True
CBD UH Equity,,True,False,True
1708999D US Equity,,False,False,False
L US Equity,CLTR1U5,True,True,True
LEG GR Equity,,True,False,True
NLBR SV Equity,,True,False,True
TDS US Equity,CTDS1U5,True,True,True
1009Z BZ Equity,,False,False,True
1198015D CP Equity,,False,False,False
MKL US Equity,CT780191,True,True,True
MEG CN Equity,,True,False,True
8801 JP Equity,CMITS1J5,True,True,True
QBR/B CN Equity,,True,False,True
ZI US Equity,,True,False,True
960 HK Equity,CY503491,True,True,True
BIP US Equity,,True,False,True
CTVA US Equity,,True,False,True
HIG US Equity,CHIG1U5,True,True,True
EW US Equity,,True,False,True
PBB GR Equity,CZ023818,True,True,True
2318 HK Equity,,True,False,True
1259439D US Equity,,False,False,True
AR US Equity,CY459512,True,True,True
SAH US Equity,,True,False,True
1412219D FP Equity,,False,False,False
PLX FP Equity,,True,False,True
0090409D LN Equity,,False,False,True
DO US Equity,CDO1U5,True,True,True
1002Z SM Equity,CX415341,False,True,True
288 HK Equity,,True,False,True
FTRE US Equity,,True,False,True
6060 HK Equity,,True,False,True
1419Z IM Equity,,False,False,True
600170 CH Equity,,True,False,True
GSY CN Equity,,True,False,True
2260317D LN Equity,,False,False,False
SPH US Equity,,True,False,True
1650099D BB Equity,,False,False,False
CLX US Equity,CCLX1U5,True,True,True
558804Z US Equity,,False,False,False
GLJ GR Equity,,True,False,True
CHRW US Equity,,True,False,True
1686134D SM Equity,CY364694,False,True,False
8250439Z US Equity,,False,False,False
0771777D UH Equity,,False,False,False
8370997Z CN Equity,,False,False,False
279491Z US Equity,,False,False,True
SIGN SW Equity,,True,False,True
BPSO IM Equity,,True,False,True
MTZ US Equity,,True,False,True
0938393D IM Equity,,False,False,False
3565925Z IM Equity,,False,False,True
TE FP Equity,,True,False,True
MCG LN Equity,,True,False,True
SNEX US Equity,,True,False,True
GTES US Equity,,True,False,True
CG US Equity,,True,False,True
GLO PM Equity,,True,False,True
ELIOR FP Equity,,True,False,True
STE US Equity,,True,False,True
1025Z LN Equity,,False,False,True
UAA US Equity,,True,False,True
1828097D BZ Equity,,False,False,False
CARM FP Equity,CY885476,True,True,True
HMB SS Equity,,True,False,True
III LN Equity,CT355208,True,True,True
POW CN Equity,,True,False,True
6454667Z GR Equity,,False,False,False
HELN SW Equity,,True,False,True
UQA AV Equity,,True,False,True
0605046D FP Equity,,False,False,False
MAA US Equity,CX666146,True,True,True
1COV GR Equity,,True,False,True
SYDB DC Equity,,True,False,True
FLR US Equity,CT355344,True,True,True
1870614D US Equity,,False,False,False
UONEK US Equity,,True,False,True
1203Z SW Equity,,False,False,True
BDO PM Equity,,True,False,True
1997 HK Equity,,True,False,True
