id,smirks,sources
EVODEX-E15,[H][C:1]([C:2](=[O:3])[C:4]=[O:5])([H:36])[H:37]>>[H]OP(=O)(O[H])[O:3][C:2](=[C:1]([H:36])[H:37])[C:4]=[O:5],EVODEX-P20
EVODEX-E16,>>[H]OC(=O)C(O)=C([H])[H].[H],EVODEX-P21
EVODEX-E17,[C:7][C:8](=[O:9])[O:10].[H][O:20][H:40]>>[C:7][C:8](=[O:9])[O:20][H:40].[H][O:10],EVODEX-P22
EVODEX-E18,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O:10][C:11]>>[H][O:10][C:11],EVODEX-P23
EVODEX-E19,[H][O:20][H:40]>>[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O:20][H:40],EVODEX-P25
EVODEX-E20,>>[H]O.[H],"EVODEX-P27,EVODEX-P67,EVODEX-P100,EVODEX-P158,EVODEX-P170"
EVODEX-E21,[H]N([H])[C@@:2]([H])([C:1])[C:4]=[O:5]>>O=[C:2]([C:1])[C:4]=[O:5],"EVODEX-P30,EVODEX-P148"
EVODEX-E22,[H][O:51][H]>>[H]OC(=O)C(C([H])([H])[H])=[O:51],EVODEX-P34
EVODEX-E23,[H]N([H])[C@@:2]([H])([C:1])[C:4]=[O:5].[H][O:51][H]>>[C:1][C:2]([C:4]=[O:5])=[O:51],"EVODEX-P35,EVODEX-P146"
EVODEX-E24,[H]OC(=O)[C@]([H])(C([H])([H])[H])[N:3]([H:56])[H:57]>>[H][N:3]([H:56])[H:57],EVODEX-P36
EVODEX-E25,[H][C@@:2]([C:1])([N:3])[C:4]=[O:5].[H][O:51][H]>>[C:1][C:2]([C:4]=[O:5])=[O:51].[H][N:3],"EVODEX-P37,EVODEX-P149"
EVODEX-E26,[H][C@@:2]([C:1])([N:3])[C:4]=[O:5]>>O=[C:2]([C:1])[C:4]=[O:5].[H][N:3],"EVODEX-P41,EVODEX-P145"
EVODEX-E27,[H][O:10][C:9].[O:1]=[P:2]([O:3])([O:4])[O:5]>>[H][O:5].[O:1]=[P:2]([O:3])([O:4])[O:10][C:9],EVODEX-P43
EVODEX-E28,[#85]-[#6](-[#85])(-[#85])-[#16&+:2](-[#6:3])-[#6:10]>>[#6:3]-[#16:2]-[#6:10],EVODEX-P44
EVODEX-E29,[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#16&+:2](-[#6:3])-[#6:10].[#85]-[#8:28]-[#6:29]>>[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#8:28]-[#6:29].[#6:3]-[#16:2]-[#6:10],EVODEX-P45
EVODEX-E30,[#6:1]-[#16&+:2](-[#6:3])-[#6:10]>>[#6:1]-[#8]-[#6]1:[#6](-[#85]):[#6](-[#85]):[#6](-[#85]):[#6](-[#85]):[#6]:1-[#8]-[#85].[#6:3]-[#16:2]-[#6:10],EVODEX-P46
EVODEX-E31,[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#16&+](-[#6](-[#85])(-[#85])-[#6](-[#85])(-[#85])-[#6@](-[#85])(-[#7](-[#85])-[#85])-[#6](=[#8])-[#8]-[#85])-[#6](-[#85])(-[#85])-[#6@@]1(-[#85])-[#8]-[#6@@](-[#85])(-[#7]2:[#6](-[#85]):[#7]:[#6]3:[#6](-[#7](-[#85])-[#85]):[#7]:[#6](-[#85]):[#7]:[#6]:2:3)-[#6@](-[#85])(-[#8]-[#85])-[#6@]-1(-[#85])-[#8]-[#85].[#85]-[#8:28]-[#6:29]>>[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#8:28]-[#6:29],EVODEX-P47
EVODEX-E32,[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#16&+](-[#6](-[#85])(-[#85])-[#6](-[#85])(-[#85])-[#6@](-[#85])(-[#7](-[#85])-[#85])-[#6](=[#8])-[#8]-[#85])-[#6](-[#85])(-[#85])-[#6@@]1(-[#85])-[#8]-[#6@@](-[#85])(-[#7]2:[#6](-[#85]):[#7]:[#6]3:[#6](-[#7](-[#85])-[#85]):[#7]:[#6](-[#85]):[#7]:[#6]:2:3)-[#6@](-[#85])(-[#8]-[#85])-[#6@]-1(-[#85])-[#8]-[#85]>>[#85:36]-[#6:1](-[#85:37])(-[#85:38])-[#8]-[#6]1:[#6](-[#85]):[#6](-[#85]):[#6](-[#85]):[#6](-[#85]):[#6]:1-[#8]-[#85],EVODEX-P48
EVODEX-E33,[H][O:28][C:29]>>[H]C([H])([H])[O:28][C:29],EVODEX-P49
EVODEX-E34,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@]([H])([O:32][P:33])[C@@]1([H])O[H]>>[H][O:32][P:33],EVODEX-P51
EVODEX-E35,[H][O:8][C:7].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(=O):N([H]):C(N([H])[H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[C@@:31]([O:30])([C:60])[H:97]>>[C:7][O:8][C@@:31]([O:30])([C:60])[H:97],EVODEX-P52
EVODEX-E36,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(=O):N([H]):C(N([H])[H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[C@@:31]([O:30])([C:60])[H:97]>>[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[C@@:31]([O:30])([C:60])[H:97])[C@]1([H])O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])OC([H])([H])[H],EVODEX-P53
EVODEX-E37,[H][O:8][C:7]>>[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@]([H])([O:8][C:7])[C@@]1([H])O[H],EVODEX-P54
EVODEX-E38,>>[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O)[C@]1([H])O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])OC([H])([H])[H].[H],EVODEX-P55
EVODEX-E39,[C:49][C:51]([C:52])([H:94])[H:95].[H][C:57](=[O:56])[O:58]>>[C:51]([C:52])([C:57](=[O:56])[O:58])([H:94])[H:95].[H][C:49],EVODEX-P56
EVODEX-E40,[H]OC(=O)C([H])([H])C([H])([H])[C:49]([S:48])=[O:50]>>[H][C:49]([S:48])=[O:50],EVODEX-P57
EVODEX-E41,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)[C:51]([C:52])([H:94])[H:95])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][C:57](=[O:56])[O:58]>>[C:51]([C:52])([C:57](=[O:56])[O:58])([H:94])[H:95],EVODEX-P58
EVODEX-E42,[H][C:57](=[O:56])[O:58]>>[H]OC(=O)C([H])([H])C([H])([H])[C:57](=[O:56])[O:58],EVODEX-P59
EVODEX-E43,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)[C:51]([C:52])([H:94])[H:95])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC(=O)[C:51]([C:52])([H:94])[H:95],EVODEX-P60
EVODEX-E44,>>[H]OC=O.[H],EVODEX-P61
EVODEX-E45,[H][O:1][H:36].[O:5][C@:6]([O:7])([C:30])[H:42]>>[O:1]([C:6]([O:5])([C:30])[H:42])[H:36].[H][O:7],"EVODEX-P62,EVODEX-P101,EVODEX-P163"
EVODEX-E46,[H]OC([H])([H])[C@@]1([H])O[C@]([H])([O:7][C:8])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H][O:7][C:8],"EVODEX-P63,EVODEX-P102,EVODEX-P164"
EVODEX-E47,[H][O:1][H:36].[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@@:6]([O:5])([C:30])[H:42])[C@]([H])(O[H])[C@@]1([H])O[H]>>[O:1]([C:6]([O:5])([C:30])[H:42])[H:36],EVODEX-P64
EVODEX-E48,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@@:6]([O:5])([C:30])[H:42])[C@]([H])(O[H])[C@@]1([H])O[H]>>[H]O[C:6]([O:5])([C:30])[H:42],EVODEX-P65
EVODEX-E49,[H][O:1][H:36]>>[H]OC([H])([H])[C@@]1([H])OC([H])([O:1][H:36])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],EVODEX-P66
EVODEX-E50,[H][C:6]([C:5])=[O:7].[H][O:52][H:93]>>[C:5][C:6](=[O:7])[O:52][H:93],EVODEX-P68
EVODEX-E51,[H][C:6]([C:5])=[O:7]>>[H]O[C:6]([C:5])=[O:7],EVODEX-P69
EVODEX-E52,[H][O:27][C:26].[O:51][P:52](=[O:53])([O:54])[O:55]>>[C:26][O:27][P:52](=[O:53])([O:54])[O:55].[H][O:51],EVODEX-P74
EVODEX-E53,[H]OP(=O)(O[H])OP(=O)(O[H])[O:51][P:48]>>[H][O:51][P:48],EVODEX-P75
EVODEX-E54,[H][O:27][C:26].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[P:52](=[O:53])([O:54])[O:55]>>[C:26][O:27][P:52](=[O:53])([O:54])[O:55],EVODEX-P76
EVODEX-E55,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[P:52](=[O:53])([O:54])[O:55]>>[H]O[C@]1([H])[C@]([H])(O[P:52](=[O:53])([O:54])[O:55])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@@]1([H])N1:C([H]):N:C2:C(=O):N([H]):C(N([H])[H]):N:C:2:1,EVODEX-P77
EVODEX-E56,[H][O:27][C:26]>>[H]OP(=O)(O[H])OP(=O)(O[H])[O:27][C:26],EVODEX-P78
EVODEX-E57,>>[H]O[C@]1([H])[C@]([H])(O)[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@@]1([H])N1:C([H]):N:C2:C(=O):N([H]):C(N([H])[H]):N:C:2:1.[H],EVODEX-P79
EVODEX-E58,[O:51]=[C:52]=[O:53]>>[H]OC(=O)[C@@]([H])(O[H])C([H])([H])[C:52]([O:51][H])=[O:53],EVODEX-P80
EVODEX-E59,[H][C:1]([C:2](=[O:3])[C:4]=[O:5])([H:54])[H:55]>>[H]OC(=O)[C:1]([C@:2]([H])([O:3][H])[C:4]=[O:5])([H:54])[H:55],EVODEX-P82
EVODEX-E60,[H][C:1]([C:2](=[O:3])[C:4]=[O:5])([H:54])[H:55].[O:51]=[C:52]=[O:53]>>[H][C@@:2]([C:1]([C:52]([O:51][H])=[O:53])([H:54])[H:55])([O:3][H])[C:4]=[O:5],EVODEX-P86
EVODEX-E61,[H][C:52]([C:51])([O:53][H])[H:91]>>[C:51][C:52](=[O:53])[H:91],EVODEX-P88
EVODEX-E62,[H][C:52]([C:51])=[N:53].[H][O:45][H:89]>>[O:45]([C:52]([C:51])=[N:53])[H:89],EVODEX-P91
EVODEX-E63,[H][C:52]([C:51])=[N:53]>>[H]O[C:52]([C:51])=[N:53],EVODEX-P93
EVODEX-E64,[H][O:45][H:89]>>[H]OC(=O)[C@@]1([H])N=C([O:45][H:89])C([H])([H])C1([H])[H],EVODEX-P94
EVODEX-E65,[C:7]:[C:8]([O:9]):[C:14].[H][O:1][H:22]>>[O:1]([C:8](:[C:7]):[C:14])[H:22].[H][O:9],"EVODEX-P95,EVODEX-P154"
EVODEX-E66,[H]OP(=O)(O[H])O[C:8](:[C:7]):[C:14].[H][O:1][H:22]>>[O:1]([C:8](:[C:7]):[C:14])[H:22],EVODEX-P97
EVODEX-E67,[H]OP(=O)(O[H])O[C:8](:[C:7]):[C:14]>>[H]O[C:8](:[C:7]):[C:14],EVODEX-P99
EVODEX-E68,[H]N([H])C(=O)N([H])C([H])([H])C(=O)[O:8][H:14]>>[H][O:8][H:14],EVODEX-P103
EVODEX-E69,[C:5][C:6](=[O:7])[O:8].[H][N:1]([C:2])[H:9]>>[N:1]([C:2])([C:6]([C:5])=[O:7])[H:9].[H][O:8],EVODEX-P104
EVODEX-E70,[H]O[C:6]([C:5])=[O:7].[H][N:1]([C:2])[H:9]>>[N:1]([C:2])([C:6]([C:5])=[O:7])[H:9],EVODEX-P105
EVODEX-E71,[H][C:1]([C:2])([H:54])[H:55].[H][N:33]([C:32][C:31](=[N:30][C:26])[C:52])[C:34]>>[H][C@:31]1([C:52])[N:30]([C:26])[C:1]([H:54])([H:55])[N:33]([C:34])[C:32]1.[H][C:2],EVODEX-P106
EVODEX-E72,[H]C([H])([H])[C:2](:[C:3]):[C:20]>>[H][C:2](:[C:3]):[C:20],EVODEX-P107
EVODEX-E73,[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2:C([H]):C([C:1]([H])([H:54])[H:55]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H].[H][N:33]([C:32][C:31](=[N:30][C:26])[C:52])[C:34]>>[H][C@:31]1([C:52])[N:30]([C:26])[C:1]([H:54])([H:55])[N:33]([C:34])[C:32]1,EVODEX-P108
EVODEX-E74,[H][N:33]([C:32][C:31](=[N:30][C:26])[C:52])[C:34]>>[H]C1([H])[N:30]([C:26])[C@:31]([H])([C:52])[C:32][N:33]1[C:34],EVODEX-P109
EVODEX-E75,[H]O[C@@]1([H])C([H])([H])[C@]([H])(N2:C([H]):C([C:1]([H])([H:54])[H:55]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H]>>[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)C1:C([H]):C([H]):C(N2C([H])([H])[C@]3([H])N(C4:C(:N:C(N([H])[H]):N([H]):C:4=O)N([H])C3([H])[H])[C:1]2([H:54])[H:55]):C([H]):C:1[H],EVODEX-P110
EVODEX-E76,[H][C:1]([C:2])([H:54])[H:55]>>[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)C1:C([H]):C([H]):C(N2C([H])([H])[C@]3([H])N(C4:C(:N:C(N([H])[H]):N([H]):C:4=O)N([H])C3([H])[H])[C:1]2([H:54])[H:55]):C([H]):C:1[H].[H][C:2],EVODEX-P111
EVODEX-E77,[H][O:55][H]>>[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])C2:C([H]):C([H]):C(N([H])[C@]([H])(C([H])([H])[H])[C@]3([H])N(C([H])=[O:55])C4:C(:N:C(N([H])[H]):N([H]):C:4=O)N([H])[C@@]3([H])C([H])([H])[H]):C([H]):C:2[H])[C@]([H])(O[H])[C@]1([H])O[H])C(=O)O[H],EVODEX-P113
EVODEX-E78,[O:45]=[C:46][C:48](=[O:49])[C:50]>>[H][C@@:48]([C:46]=[O:45])([O:49][H])[C:50],EVODEX-P116
EVODEX-E79,[H][O:1][H].[H][O:2][H].[S:3]=[C:4]=[S:5]>>[O:1]=[C:4]=[O:2].[H][S:3][H].[H][S:5][H],EVODEX-P117
EVODEX-E80,C(=[S:3])=[S:5]>>[H][S:3][H].[H][S:5][H],EVODEX-P118
EVODEX-E81,[H][O:1][H].S=[C:4]=S>>O=[C:4]=[O:1],EVODEX-P119
EVODEX-E82,[H][O:1][H]>>O=C=[O:1],EVODEX-P120
EVODEX-E83,S=[C:4]=[S:5]>>O=[C:4]=O.[H][S:5][H],EVODEX-P121
EVODEX-E84,S=[C:4]=S>>O=[C:4]=O,EVODEX-P122
EVODEX-E85,[H][O:51][C:50](=[O:49])[C:52][C@:53]([H])([O:54][H])[C:55]=[O:56]>>[H][C:52][C:53](=[O:54])[C:55]=[O:56].[O:49]=[C:50]=[O:51],EVODEX-P123
EVODEX-E86,[H]OC(=O)[C:52]([C@:53]([H])([O:54][H])[C:55]=[O:56])([H:88])[H:89]>>[H][C:52]([C:53](=[O:54])[C:55]=[O:56])([H:88])[H:89],EVODEX-P126
EVODEX-E87,[H]OC(=O)[C@@]([H])(O[H])C([H])([H])[C:50](=[O:49])[O:51][H]>>[O:49]=[C:50]=[O:51],EVODEX-P127
EVODEX-E88,[C:1][C:2]([C:3])=[C:4]([C:5])[H:85]>>[H][C:2]([C:1])([C:3])[C:4]([H])([C:5])[H:85],EVODEX-P130
EVODEX-E89,[C:1][C:2](=[O:3])[S:4].[H][N:52]([C:53])[H:100]>>[C:1][C:2](=[O:3])[N:52]([C:53])[H:100].[H][S:4],EVODEX-P131
EVODEX-E90,[H]C([H])([H])C(=O)[S:4][C:5]>>[H][S:4][C:5],EVODEX-P132
EVODEX-E91,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1.[H][N:52]([C:53])[H:100]>>[C:1][C:2](=[O:3])[N:52]([C:53])[H:100],EVODEX-P133
EVODEX-E92,[H][N:52]([C:53])[H:100]>>[H]C([H])([H])C(=O)[N:52]([C:53])[H:100],EVODEX-P134
EVODEX-E93,[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[C:2]([C:1])=[O:3])O[C@@]1([H])N1:C([H]):N:C2:C(N([H])[H]):N:C([H]):N:C:2:1>>[H]OC1:C([H]):C([H]):C(C([H])([H])C([H])([H])N([H])[C:2]([C:1])=[O:3]):C([H]):C:1[H],EVODEX-P135
EVODEX-E94,>>[H]NC([H])([H])C([H])([H])C1:C([H]):C([H]):C(O[H]):C([H]):C:1[H].[H],EVODEX-P136
EVODEX-E95,[H]OC(=O)[C:4](:[C:5]):[C:10]>>[H][C:4](:[C:5]):[C:10],EVODEX-P137
EVODEX-E96,[H][O:3][C:2](=[O:1])[C:4]>>[O:1]=[C:2]=[O:3].[H][C:4],EVODEX-P138
EVODEX-E97,[H]OC1:C([H]):C([H]):C([H]):C(O[H]):C:1[C:2](=[O:1])[O:3][H]>>[O:1]=[C:2]=[O:3],EVODEX-P139
EVODEX-E98,>>,"EVODEX-P140,EVODEX-P141"
EVODEX-E99,[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])[N:45]([H:84])[H:85]>>[H][N:45]([H:84])[H:85],EVODEX-P142
EVODEX-E100,[H][O:55][H]>>[H]OC(=O)C(C([H])([H])C([H])([H])C(=O)O[H])=[O:55],EVODEX-P144
EVODEX-E101,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C:8](:[C:7]):[C:21])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H].[H][O:1][H:38]>>[O:1]([C:8](:[C:7]):[C:21])[H:38],EVODEX-P156
EVODEX-E102,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C:8](:[C:7]):[C:21])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H]O[C:8](:[C:7]):[C:21],EVODEX-P157
EVODEX-E103,[O:49]=[C:50]([C:51])[H:92]>>[H][O:49][C:50]([H])([C:51])[H:92],EVODEX-P160
EVODEX-E104,[O:45]=[C:46]([O:47])[C:55]>>[H][O:45][C@:46]([H])([O:47])[C:55],EVODEX-P162
EVODEX-E105,[C:18][C@:19]([C:20])([O:32])[H:72].[H][O:36][H:92]>>[C:18][C@:19]([C:20])([O:36][H:92])[H:72].[H][O:32],EVODEX-P165
EVODEX-E106,[H]C([H])([H])C(=O)O[C@:19]([C:18])([C:20])[H:72].[H][O:36][H:92]>>[C:18][C@:19]([C:20])([O:36][H:92])[H:72],EVODEX-P167
EVODEX-E107,[H]C([H])([H])C(=O)O[C@:19]([C:18])([C:20])[H:72]>>[H]O[C@:19]([C:18])([C:20])[H:72],EVODEX-P169
