id,formula,sources,mass
EVODEX-M11,,"EVODEX-P12,EVODEX-P41,EVODEX-P42,EVODEX-P57,EVODEX-P85,EVODEX-P100,EVODEX-P101,EVODEX-P127,EVODEX-P129,EVODEX-P157,EVODEX-P217,EVODEX-P221,EVODEX-P222,EVODEX-P246,EVODEX-P247,EVODEX-P251,EVODEX-P300,EVODEX-P301,EVODEX-P353,EVODEX-P375,EVODEX-P376,EVODEX-P438,EVODEX-P448,EVODEX-P449,EVODEX-P486,EVODEX-P496,EVODEX-P523,EVODEX-P524,EVODEX-P631,EVODEX-P633,EVODEX-P637,EVODEX-P642,EVODEX-P643,EVODEX-P654,EVODEX-P655,EVODEX-P674,EVODEX-P675,EVODEX-P751,EVODEX-P752,EVODEX-P856,EVODEX-P858,EVODEX-P871,EVODEX-P878,EVODEX-P879,EVODEX-P928,EVODEX-P975,EVODEX-P976,EVODEX-P990,EVODEX-P991,EVODEX-P1048,EVODEX-P1059,EVODEX-P1163,EVODEX-P1165,EVODEX-P1197,EVODEX-P1207,EVODEX-P1209,EVODEX-P1244,EVODEX-P1245,EVODEX-P1246,EVODEX-P1275,EVODEX-P1368,EVODEX-P1369,EVODEX-P1376,EVODEX-P1377,EVODEX-P1402,EVODEX-P1415,EVODEX-P1416,EVODEX-P1425,EVODEX-P1433,EVODEX-P1486,EVODEX-P1487,EVODEX-P1488,EVODEX-P1489,EVODEX-P1499,EVODEX-P1506,EVODEX-P1510,EVODEX-P1511,EVODEX-P1513,EVODEX-P1587,EVODEX-P1588,EVODEX-P1589,EVODEX-P1590,EVODEX-P1608,EVODEX-P1674,EVODEX-P1675,EVODEX-P1698,EVODEX-P1735,EVODEX-P1737,EVODEX-P1756,EVODEX-P1758,EVODEX-P1762,EVODEX-P1763,EVODEX-P1863,EVODEX-P1869,EVODEX-P1889,EVODEX-P1891",-2.01566
EVODEX-M12,,"EVODEX-P14,EVODEX-P182,EVODEX-P325,EVODEX-P332,EVODEX-P453,EVODEX-P549,EVODEX-P652,EVODEX-P873,EVODEX-P1031,EVODEX-P1407,EVODEX-P1435,EVODEX-P1726",0.9839699999999996
EVODEX-M13,,EVODEX-P15,-104.06264
EVODEX-M14,,EVODEX-P16,-102.04698
EVODEX-M15,,EVODEX-P17,104.06264
EVODEX-M16,,"EVODEX-P18,EVODEX-P58,EVODEX-P84,EVODEX-P99,EVODEX-P109,EVODEX-P162,EVODEX-P175,EVODEX-P250,EVODEX-P321,EVODEX-P329,EVODEX-P345,EVODEX-P409,EVODEX-P430,EVODEX-P441,EVODEX-P457,EVODEX-P473,EVODEX-P479,EVODEX-P481,EVODEX-P498,EVODEX-P526,EVODEX-P569,EVODEX-P578,EVODEX-P660,EVODEX-P693,EVODEX-P843,EVODEX-P949,EVODEX-P974,EVODEX-P989,EVODEX-P1046,EVODEX-P1173,EVODEX-P1187,EVODEX-P1213,EVODEX-P1274,EVODEX-P1279,EVODEX-P1292,EVODEX-P1326,EVODEX-P1334,EVODEX-P1384,EVODEX-P1396,EVODEX-P1410,EVODEX-P1466,EVODEX-P1553,EVODEX-P1586,EVODEX-P1602,EVODEX-P1651,EVODEX-P1672,EVODEX-P1707,EVODEX-P1714,EVODEX-P1746,EVODEX-P1764,EVODEX-P1795,EVODEX-P1871,EVODEX-P1902",2.01566
EVODEX-M17,,EVODEX-P19,102.04698
EVODEX-M18,,"EVODEX-P21,EVODEX-P705,EVODEX-P736,EVODEX-P1221",-347.06322
EVODEX-M19,,EVODEX-P22,89.04771
EVODEX-M20,,"EVODEX-P23,EVODEX-P60,EVODEX-P206,EVODEX-P225,EVODEX-P336,EVODEX-P365,EVODEX-P683,EVODEX-P701,EVODEX-P846,EVODEX-P978,EVODEX-P1050,EVODEX-P1359,EVODEX-P1424,EVODEX-P1521,EVODEX-P1618,EVODEX-P1693",-177.94322
EVODEX-M21,,"EVODEX-P24,EVODEX-P62,EVODEX-P1040",-159.93266
EVODEX-M22,,EVODEX-P25,-258.01551
EVODEX-M23,,EVODEX-P26,-88.89550999999999
EVODEX-M24,,"EVODEX-P28,EVODEX-P1401",155.06957
EVODEX-M25,,"EVODEX-P29,EVODEX-P79,EVODEX-P154,EVODEX-P167,EVODEX-P219,EVODEX-P260,EVODEX-P342,EVODEX-P437,EVODEX-P460,EVODEX-P461,EVODEX-P490,EVODEX-P546,EVODEX-P615,EVODEX-P708,EVODEX-P789,EVODEX-P882,EVODEX-P927,EVODEX-P935,EVODEX-P943,EVODEX-P953,EVODEX-P960,EVODEX-P992,EVODEX-P1035,EVODEX-P1068,EVODEX-P1170,EVODEX-P1190,EVODEX-P1259,EVODEX-P1344,EVODEX-P1469,EVODEX-P1530,EVODEX-P1579,EVODEX-P1599,EVODEX-P1667,EVODEX-P1688,EVODEX-P1708,EVODEX-P1749,EVODEX-P1767,EVODEX-P1777,EVODEX-P1818,EVODEX-P1831",-18.010559999999998
EVODEX-M26,,EVODEX-P30,-248.98037
EVODEX-M27,,EVODEX-P31,-191.99365
EVODEX-M28,,EVODEX-P32,-22.87365
EVODEX-M29,,"EVODEX-P33,EVODEX-P1520",-329.05266
EVODEX-M30,,"EVODEX-P34,EVODEX-P200,EVODEX-P599,EVODEX-P1687,EVODEX-P1850,EVODEX-P1857",-87.03205000000001
EVODEX-M31,,EVODEX-P35,137.05901
EVODEX-M32,,"EVODEX-P36,EVODEX-P337,EVODEX-P370,EVODEX-P685,EVODEX-P709,EVODEX-P979",329.05266
EVODEX-M33,,EVODEX-P37,258.01550999999995
EVODEX-M34,,EVODEX-P38,71.03715000000001
EVODEX-M35,,EVODEX-P39,484.12223
EVODEX-M36,,"EVODEX-P40,EVODEX-P56,EVODEX-P83,EVODEX-P98,EVODEX-P108,EVODEX-P174,EVODEX-P220,EVODEX-P248,EVODEX-P320,EVODEX-P328,EVODEX-P350,EVODEX-P408,EVODEX-P432,EVODEX-P456,EVODEX-P472,EVODEX-P475,EVODEX-P480,EVODEX-P497,EVODEX-P525,EVODEX-P568,EVODEX-P577,EVODEX-P658,EVODEX-P692,EVODEX-P842,EVODEX-P940,EVODEX-P973,EVODEX-P988,EVODEX-P1010,EVODEX-P1045,EVODEX-P1162,EVODEX-P1179,EVODEX-P1189,EVODEX-P1212,EVODEX-P1273,EVODEX-P1278,EVODEX-P1293,EVODEX-P1325,EVODEX-P1333,EVODEX-P1383,EVODEX-P1395,EVODEX-P1409,EVODEX-P1417,EVODEX-P1468,EVODEX-P1552,EVODEX-P1585,EVODEX-P1609,EVODEX-P1653,EVODEX-P1663,EVODEX-P1706,EVODEX-P1717,EVODEX-P1748,EVODEX-P1766,EVODEX-P1870,EVODEX-P1901",1.00783
EVODEX-M37,,EVODEX-P44,-159.03547
EVODEX-M38,,EVODEX-P45,-176.07976000000002
EVODEX-M39,,EVODEX-P46,159.03547
EVODEX-M40,,EVODEX-P47,-158.06920000000002
EVODEX-M41,,"EVODEX-P53,EVODEX-P884",324.1056
EVODEX-M42,,"EVODEX-P54,EVODEX-P810",-324.1056
EVODEX-M43,,"EVODEX-P61,EVODEX-P207,EVODEX-P1254",306.02533
EVODEX-M44,,"EVODEX-P63,EVODEX-P137,EVODEX-P1252,EVODEX-P1684",-306.02533
EVODEX-M45,,"EVODEX-P66,EVODEX-P1816",-409.01899
EVODEX-M46,,"EVODEX-P67,EVODEX-P194,EVODEX-P259,EVODEX-P356,EVODEX-P374,EVODEX-P464,EVODEX-P529,EVODEX-P614,EVODEX-P678,EVODEX-P730,EVODEX-P794,EVODEX-P818,EVODEX-P864,EVODEX-P1067,EVODEX-P1129,EVODEX-P1336,EVODEX-P1391,EVODEX-P1539,EVODEX-P1566,EVODEX-P1642,EVODEX-P1791,EVODEX-P1827",-97.97689
EVODEX-M47,,"EVODEX-P68,EVODEX-P264,EVODEX-P462,EVODEX-P1072,EVODEX-P1345,EVODEX-P1522,EVODEX-P1808,EVODEX-P1837",409.01899
EVODEX-M48,,"EVODEX-P69,EVODEX-P75,EVODEX-P96,EVODEX-P196,EVODEX-P254,EVODEX-P312,EVODEX-P357,EVODEX-P406,EVODEX-P418,EVODEX-P531,EVODEX-P680,EVODEX-P732,EVODEX-P739,EVODEX-P796,EVODEX-P917,EVODEX-P1131,EVODEX-P1266,EVODEX-P1281,EVODEX-P1421,EVODEX-P1454,EVODEX-P1562,EVODEX-P1644,EVODEX-P1730,EVODEX-P1779",-79.96633
EVODEX-M49,,"EVODEX-P72,EVODEX-P1090,EVODEX-P1232",-363.05812
EVODEX-M50,,"EVODEX-P73,EVODEX-P80,EVODEX-P94,EVODEX-P241,EVODEX-P294,EVODEX-P315,EVODEX-P404,EVODEX-P416,EVODEX-P547,EVODEX-P581,EVODEX-P586,EVODEX-P619,EVODEX-P689,EVODEX-P737,EVODEX-P791,EVODEX-P1002,EVODEX-P1013,EVODEX-P1025,EVODEX-P1036,EVODEX-P1108,EVODEX-P1185,EVODEX-P1202,EVODEX-P1271,EVODEX-P1475,EVODEX-P1556,EVODEX-P1561,EVODEX-P1577,EVODEX-P1678,EVODEX-P1733,EVODEX-P1773,EVODEX-P1880",79.96633
EVODEX-M51,,"EVODEX-P74,EVODEX-P738",63.97143
EVODEX-M52,,"EVODEX-P76,EVODEX-P257,EVODEX-P918,EVODEX-P1422,EVODEX-P1457,EVODEX-P1782,EVODEX-P1815",427.02955
EVODEX-M53,,"EVODEX-P78,EVODEX-P863,EVODEX-P1034,EVODEX-P1265,EVODEX-P1393",-242.01913
EVODEX-M54,,"EVODEX-P81,EVODEX-P865,EVODEX-P1037,EVODEX-P1392",242.01913
EVODEX-M55,,"EVODEX-P82,EVODEX-P97,EVODEX-P115,EVODEX-P541,EVODEX-P792,EVODEX-P1001,EVODEX-P1008,EVODEX-P1038,EVODEX-P1145,EVODEX-P1389,EVODEX-P1414,EVODEX-P1812",97.97689
EVODEX-M56,,"EVODEX-P87,EVODEX-P1656",-115.02695
EVODEX-M57,,EVODEX-P88,-1180.65122
EVODEX-M58,,EVODEX-P89,115.02695
EVODEX-M59,,EVODEX-P90,-1162.6406599999998
EVODEX-M60,,"EVODEX-P93,EVODEX-P112,EVODEX-P255,EVODEX-P1253,EVODEX-P1264",-260.02969
EVODEX-M61,,"EVODEX-P103,EVODEX-P186,EVODEX-P382,EVODEX-P562,EVODEX-P800,EVODEX-P1441",-14.01566
EVODEX-M62,,EVODEX-P104,-141.97588
EVODEX-M63,,"EVODEX-P105,EVODEX-P188,EVODEX-P564,EVODEX-P641,EVODEX-P802,EVODEX-P931,EVODEX-P1250,EVODEX-P1443",14.01566
EVODEX-M64,,EVODEX-P106,634.28727
EVODEX-M65,,"EVODEX-P107,EVODEX-P1375",776.26315
EVODEX-M66,,"EVODEX-P114,EVODEX-P245,EVODEX-P427,EVODEX-P514,EVODEX-P515,EVODEX-P671,EVODEX-P731,EVODEX-P784,EVODEX-P1086,EVODEX-P1310,EVODEX-P1366,EVODEX-P1594,EVODEX-P1744,EVODEX-P1853,EVODEX-P1876",162.0528
EVODEX-M67,,"EVODEX-P116,EVODEX-P1030",70.04188
EVODEX-M68,,"EVODEX-P117,EVODEX-P959",-114.03168
EVODEX-M69,,EVODEX-P118,31.04225
EVODEX-M70,,"EVODEX-P120,EVODEX-P142,EVODEX-P307,EVODEX-P507,EVODEX-P609,EVODEX-P832,EVODEX-P1113,EVODEX-P1120,EVODEX-P1139,EVODEX-P1379",-767.1154799999999
EVODEX-M71,,EVODEX-P121,-145.07393
EVODEX-M72,,EVODEX-P122,-736.07323
EVODEX-M73,,"EVODEX-P123,EVODEX-P289,EVODEX-P390,EVODEX-P458,EVODEX-P469,EVODEX-P590,EVODEX-P698,EVODEX-P764,EVODEX-P778,EVODEX-P895,EVODEX-P905,EVODEX-P1079,EVODEX-P1123,EVODEX-P1133,EVODEX-P1371,EVODEX-P1572,EVODEX-P1612,EVODEX-P1769",-27.9949
EVODEX-M74,,EVODEX-P124,-31.04225
EVODEX-M75,,"EVODEX-P125,EVODEX-P962",114.03168
EVODEX-M76,,"EVODEX-P126,EVODEX-P1126",-811.10528
EVODEX-M77,,EVODEX-P128,135.03079
EVODEX-M78,,"EVODEX-P130,EVODEX-P1210,EVODEX-P1277,EVODEX-P1509,EVODEX-P1514,EVODEX-P1736,EVODEX-P1759,EVODEX-P1864,EVODEX-P1892",17.00273
EVODEX-M79,,EVODEX-P132,134.02295999999998
EVODEX-M80,,EVODEX-P135,-324.03588999999994
EVODEX-M81,,"EVODEX-P136,EVODEX-P555",121.01639
EVODEX-M82,,"EVODEX-P138,EVODEX-P355,EVODEX-P503,EVODEX-P557,EVODEX-P757,EVODEX-P912,EVODEX-P986,EVODEX-P1020,EVODEX-P1649,EVODEX-P1787",-121.01639
EVODEX-M83,,EVODEX-P141,-238.2298
EVODEX-M84,,"EVODEX-P143,EVODEX-P630,EVODEX-P1381",238.2298
EVODEX-M85,,EVODEX-P144,-605.0024000000001
EVODEX-M86,,EVODEX-P145,162.11308
EVODEX-M87,,"EVODEX-P147,EVODEX-P1216",-75.03205000000001
EVODEX-M88,,"EVODEX-P148,EVODEX-P1064",57.05791000000001
EVODEX-M89,,EVODEX-P149,42.02186
EVODEX-M90,,"EVODEX-P150,EVODEX-P400,EVODEX-P966",-27.01093
EVODEX-M91,,"EVODEX-P151,EVODEX-P1542",132.08996
EVODEX-M92,,EVODEX-P153,181.04093
EVODEX-M93,,EVODEX-P156,179.02527
EVODEX-M94,,EVODEX-P158,163.03036999999998
EVODEX-M95,,EVODEX-P159,161.01470999999998
EVODEX-M96,,"EVODEX-P160,EVODEX-P164,EVODEX-P341,EVODEX-P439,EVODEX-P446,EVODEX-P772,EVODEX-P776,EVODEX-P950,EVODEX-P1169,EVODEX-P1188,EVODEX-P1467,EVODEX-P1601,EVODEX-P1606,EVODEX-P1669,EVODEX-P1711,EVODEX-P1747,EVODEX-P1765",-15.9949
EVODEX-M97,,"EVODEX-P161,EVODEX-P443,EVODEX-P483,EVODEX-P485,EVODEX-P948,EVODEX-P1600,EVODEX-P1665",14.98707
EVODEX-M98,,"EVODEX-P163,EVODEX-P383",-29.97414
EVODEX-M99,,"EVODEX-P165,EVODEX-P435",-167.98235000000005
EVODEX-M100,,EVODEX-P169,-142.07430000000002
EVODEX-M101,,"EVODEX-P170,EVODEX-P1155",-108.05754
EVODEX-M102,,"EVODEX-P171,EVODEX-P202,EVODEX-P1689,EVODEX-P1859",87.03205000000001
EVODEX-M103,,EVODEX-P172,142.07430000000002
EVODEX-M104,,EVODEX-P173,195.08959
EVODEX-M105,,"EVODEX-P180,EVODEX-P937",118.04188
EVODEX-M106,,EVODEX-P181,-100.03132
EVODEX-M107,,"EVODEX-P183,EVODEX-P333",18.99453
EVODEX-M108,,"EVODEX-P184,EVODEX-P334,EVODEX-P1519",36.02112
EVODEX-M109,,EVODEX-P187,-168.04224
EVODEX-M110,,EVODEX-P189,-150.03168
EVODEX-M111,,EVODEX-P193,-330.03663
EVODEX-M112,,EVODEX-P195,330.03663
EVODEX-M113,,"EVODEX-P201,EVODEX-P1536",-135.03547
EVODEX-M114,,EVODEX-P203,-117.02491
EVODEX-M115,,"EVODEX-P208,EVODEX-P1361,EVODEX-P1620",82.08647
EVODEX-M116,,"EVODEX-P209,EVODEX-P750,EVODEX-P786,EVODEX-P1097,EVODEX-P1362,EVODEX-P1621",260.02969
EVODEX-M117,,EVODEX-P210,3.02349
EVODEX-M118,,EVODEX-P211,-145.05007
EVODEX-M119,,EVODEX-P212,-764.0919899999999
EVODEX-M120,,EVODEX-P213,-763.0841599999999
EVODEX-M121,,"EVODEX-P214,EVODEX-P1794",4.03132
EVODEX-M122,,EVODEX-P215,-144.04224
EVODEX-M123,,EVODEX-P218,-455.15553
EVODEX-M124,,"EVODEX-P224,EVODEX-P234,EVODEX-P1003,EVODEX-P1464",-212.00857
EVODEX-M125,,"EVODEX-P226,EVODEX-P236,EVODEX-P366,EVODEX-P1052",212.00857
EVODEX-M126,,EVODEX-P227,-41.9046
EVODEX-M127,,EVODEX-P228,136.03861999999998
EVODEX-M128,,"EVODEX-P230,EVODEX-P379,EVODEX-P996",-90.03168000000001
EVODEX-M129,,"EVODEX-P232,EVODEX-P317,EVODEX-P319,EVODEX-P998",-169.99801000000002
EVODEX-M130,,EVODEX-P235,-137.04771
EVODEX-M131,,EVODEX-P237,40.89550999999999
EVODEX-M132,,"EVODEX-P238,EVODEX-P722,EVODEX-P746,EVODEX-P1256,EVODEX-P1465,EVODEX-P1685",177.94322
EVODEX-M133,,"EVODEX-P240,EVODEX-P262,EVODEX-P292,EVODEX-P465,EVODEX-P580,EVODEX-P585,EVODEX-P617,EVODEX-P688,EVODEX-P748,EVODEX-P1023,EVODEX-P1070,EVODEX-P1095,EVODEX-P1107,EVODEX-P1183,EVODEX-P1200,EVODEX-P1269,EVODEX-P1339,EVODEX-P1448,EVODEX-P1555,EVODEX-P1560,EVODEX-P1568,EVODEX-P1677,EVODEX-P1771,EVODEX-P1825",-427.02955
EVODEX-M134,,EVODEX-P242,-63.97143
EVODEX-M135,,"EVODEX-P243,EVODEX-P1044",363.05812
EVODEX-M136,,EVODEX-P256,166.99986
EVODEX-M137,,"EVODEX-P261,EVODEX-P508,EVODEX-P1151,EVODEX-P1894",100.01602
EVODEX-M138,,EVODEX-P263,309.00297
EVODEX-M139,,"EVODEX-P265,EVODEX-P822",118.02658
EVODEX-M140,,"EVODEX-P266,EVODEX-P823",20.04969
EVODEX-M141,,"EVODEX-P267,EVODEX-P710,EVODEX-P824",767.1154799999999
EVODEX-M142,,EVODEX-P268,-309.00297
EVODEX-M143,,"EVODEX-P269,EVODEX-P826",669.1385899999999
EVODEX-M144,,EVODEX-P270,340.08593
EVODEX-M145,,"EVODEX-P271,EVODEX-P506,EVODEX-P828,EVODEX-P1148,EVODEX-P1192",-100.01602
EVODEX-M146,,"EVODEX-P272,EVODEX-P712",749.10492
EVODEX-M147,,"EVODEX-P273,EVODEX-P829",-197.99291
EVODEX-M148,,EVODEX-P274,1176.13447
EVODEX-M149,,"EVODEX-P276,EVODEX-P420,EVODEX-P1168,EVODEX-P1459",167.98235000000005
EVODEX-M150,,"EVODEX-P279,EVODEX-P1614",136.05244
EVODEX-M151,,"EVODEX-P280,EVODEX-P1069,EVODEX-P1205,EVODEX-P1458",43.9898
EVODEX-M152,,EVODEX-P282,-485.28517
EVODEX-M153,,"EVODEX-P283,EVODEX-P852,EVODEX-P888",-175.06337
EVODEX-M154,,EVODEX-P284,485.28517
EVODEX-M155,,"EVODEX-P285,EVODEX-P854,EVODEX-P890",-157.05281
EVODEX-M156,,"EVODEX-P287,EVODEX-P421,EVODEX-P664,EVODEX-P915",-88.01602
EVODEX-M157,,EVODEX-P293,-367.00843
EVODEX-M158,,"EVODEX-P295,EVODEX-P493,EVODEX-P896",60.02112
EVODEX-M159,,EVODEX-P297,72.02112
EVODEX-M160,,EVODEX-P298,723.3047700000001
EVODEX-M161,,"EVODEX-P303,EVODEX-P396",44.02622
EVODEX-M162,,"EVODEX-P304,EVODEX-P411,EVODEX-P624",75.03205
