id,formula,sources,mass
EVODEX-M163,,"EVODEX-P306,EVODEX-P377,EVODEX-P378,EVODEX-P646,EVODEX-P647,EVODEX-P649,EVODEX-P993,EVODEX-P1240,EVODEX-P1427,EVODEX-P1550,EVODEX-P1581,EVODEX-P1647,EVODEX-P1768",-29.00273
EVODEX-M164,,"EVODEX-P308,EVODEX-P491,EVODEX-P651,EVODEX-P834,EVODEX-P997,EVODEX-P1122,EVODEX-P1125,EVODEX-P1551",42.01056
EVODEX-M165,,EVODEX-P309,-352.89988
EVODEX-M166,,EVODEX-P310,414.2156
EVODEX-M167,,"EVODEX-P313,EVODEX-P670,EVODEX-P1544,EVODEX-P1879",-403.01825
EVODEX-M168,,EVODEX-P314,-183.90754
EVODEX-M169,,EVODEX-P316,219.11071
EVODEX-M170,,EVODEX-P324,150.00016
EVODEX-M171,,EVODEX-P326,-150.00016
EVODEX-M172,,EVODEX-P331,-97.01639
EVODEX-M173,,EVODEX-P338,158.10522999999998
EVODEX-M174,,EVODEX-P339,336.04844999999995
EVODEX-M175,,"EVODEX-P340,EVODEX-P875",-128.01092
EVODEX-M176,,"EVODEX-P343,EVODEX-P1508,EVODEX-P1709",129.01875
EVODEX-M177,,"EVODEX-P344,EVODEX-P876,EVODEX-P1713",130.02658
EVODEX-M178,,"EVODEX-P346,EVODEX-P1180",18.03442
EVODEX-M179,,"EVODEX-P347,EVODEX-P389,EVODEX-P561,EVODEX-P1172,EVODEX-P1314,EVODEX-P1479",1.0316900000000002
EVODEX-M180,,"EVODEX-P348,EVODEX-P1171",0.0238600000000004
EVODEX-M181,,"EVODEX-P349,EVODEX-P1175",19.04225
EVODEX-M182,,"EVODEX-P351,EVODEX-P1501",-129.01875
EVODEX-M183,,EVODEX-P362,258.01403
EVODEX-M184,,EVODEX-P367,-65.9159
EVODEX-M185,,EVODEX-P368,112.02732
EVODEX-M186,,"EVODEX-P372,EVODEX-P955,EVODEX-P964,EVODEX-P994",-72.02112
EVODEX-M187,,EVODEX-P380,-89.02385000000001
EVODEX-M188,,EVODEX-P384,59.07357
EVODEX-M189,,"EVODEX-P386,EVODEX-P563",-133.03751
EVODEX-M190,,EVODEX-P387,-58.04188
EVODEX-M191,,EVODEX-P388,-89.04771000000001
EVODEX-M192,,EVODEX-P391,-59.07357
EVODEX-M193,,"EVODEX-P392,EVODEX-P423,EVODEX-P1075,EVODEX-P1460,EVODEX-P1774",88.01602
EVODEX-M194,,EVODEX-P393,29.97414
EVODEX-M195,,"EVODEX-P394,EVODEX-P627,EVODEX-P900,EVODEX-P1218",-57.02149000000001
EVODEX-M196,,"EVODEX-P397,EVODEX-P775",-102.03168
EVODEX-M197,,"EVODEX-P398,EVODEX-P1611",-136.05244
EVODEX-M198,,"EVODEX-P403,EVODEX-P783,EVODEX-P1852",-402.02298
EVODEX-M199,,EVODEX-P405,-150.92099000000002
EVODEX-M200,,EVODEX-P407,251.10199
EVODEX-M201,,EVODEX-P412,106.04188
EVODEX-M202,,EVODEX-P414,150.0528
EVODEX-M203,,EVODEX-P415,248.02969
EVODEX-M204,,"EVODEX-P417,EVODEX-P583",230.01913
EVODEX-M205,,"EVODEX-P422,EVODEX-P666",-70.00546
EVODEX-M206,,"EVODEX-P426,EVODEX-P725,EVODEX-P1084,EVODEX-P1225,EVODEX-P1287,EVODEX-P1308,EVODEX-P1364,EVODEX-P1659,EVODEX-P1731,EVODEX-P1753",-404.00222
EVODEX-M207,,EVODEX-P428,-223.93886
EVODEX-M208,,"EVODEX-P429,EVODEX-P673,EVODEX-P1110,EVODEX-P1223",180.06336000000002
EVODEX-M209,,"EVODEX-P431,EVODEX-P433,EVODEX-P1652,EVODEX-P1654",-96.96906
EVODEX-M210,,EVODEX-P434,-168.99018
EVODEX-M211,,EVODEX-P442,394.18538
EVODEX-M212,,EVODEX-P444,392.16972
EVODEX-M213,,EVODEX-P445,374.15916
EVODEX-M214,,EVODEX-P447,376.17482
EVODEX-M215,,EVODEX-P452,135.01823000000002
EVODEX-M216,,EVODEX-P454,-135.01823000000002
EVODEX-M217,,EVODEX-P466,-256.10598
EVODEX-M218,,EVODEX-P467,-665.12497
EVODEX-M219,,EVODEX-P468,-763.10186
EVODEX-M220,,EVODEX-P471,-182.0579
EVODEX-M221,,EVODEX-P474,90.03168000000001
EVODEX-M222,,"EVODEX-P476,EVODEX-P656,EVODEX-P1574",46.00546
EVODEX-M223,,"EVODEX-P477,EVODEX-P659",44.99763
EVODEX-M224,,EVODEX-P478,89.02385000000001
EVODEX-M225,,EVODEX-P482,602.05376
EVODEX-M226,,EVODEX-P484,-4.03132
EVODEX-M227,,EVODEX-P487,601.0459300000001
EVODEX-M228,,"EVODEX-P489,EVODEX-P770",-59.9847
EVODEX-M229,,EVODEX-P492,71.9847
EVODEX-M230,,EVODEX-P494,-102.05554
EVODEX-M231,,EVODEX-P495,-298.09758
EVODEX-M232,,EVODEX-P500,-469.14311
EVODEX-M233,,"EVODEX-P501,EVODEX-P910,EVODEX-P984,EVODEX-P1018,EVODEX-P1648,EVODEX-P1785",-139.02695
EVODEX-M234,,EVODEX-P502,469.14311
EVODEX-M235,,"EVODEX-P509,EVODEX-P1138",-749.10492
EVODEX-M236,,"EVODEX-P516,EVODEX-P885,EVODEX-P1755,EVODEX-P1908",342.11616
EVODEX-M237,,EVODEX-P518,-374.28224
EVODEX-M238,,EVODEX-P519,-125.01471
EVODEX-M239,,EVODEX-P520,374.28224
EVODEX-M240,,EVODEX-P521,-107.00415
EVODEX-M241,,"EVODEX-P528,EVODEX-P544,EVODEX-P1146",-425.01389
EVODEX-M242,,"EVODEX-P530,EVODEX-P538,EVODEX-P821",425.01389
EVODEX-M243,,EVODEX-P535,-295.97128000000004
EVODEX-M244,,"EVODEX-P536,EVODEX-P1302,EVODEX-P1702,EVODEX-P1807",-147.05317
EVODEX-M245,,EVODEX-P537,227.0195
EVODEX-M246,,"EVODEX-P539,EVODEX-P1839",129.04261
EVODEX-M247,,EVODEX-P540,-442.04048
EVODEX-M248,,EVODEX-P542,80.9503
EVODEX-M249,,"EVODEX-P543,EVODEX-P1137",443.02445000000006
EVODEX-M250,,EVODEX-P545,425.99786
EVODEX-M251,,"EVODEX-P548,EVODEX-P1819",-49.07628
EVODEX-M252,,EVODEX-P550,295.97128000000004
EVODEX-M253,,"EVODEX-P551,EVODEX-P1822,EVODEX-P1835",-129.04261
EVODEX-M254,,"EVODEX-P554,EVODEX-P1801",-150.0528
EVODEX-M255,,"EVODEX-P556,EVODEX-P1283,EVODEX-P1286,EVODEX-P1534,EVODEX-P1803",-132.04224
EVODEX-M256,,"EVODEX-P560,EVODEX-P1313",-146.02147999999997
EVODEX-M257,,"EVODEX-P566,EVODEX-P1318,EVODEX-P1826",147.05317
EVODEX-M258,,EVODEX-P567,132.00582
EVODEX-M259,,"EVODEX-P575,EVODEX-P1848",204.08996
EVODEX-M260,,"EVODEX-P576,EVODEX-P767,EVODEX-P1615",31.9898
EVODEX-M261,,EVODEX-P582,-197.01042
EVODEX-M262,,EVODEX-P587,-215.93376
EVODEX-M263,,EVODEX-P588,211.09579
EVODEX-M264,,EVODEX-P591,-338.06285
EVODEX-M265,,"EVODEX-P592,EVODEX-P696,EVODEX-P861,EVODEX-P1374",27.9949
EVODEX-M266,,EVODEX-P593,107.10834
EVODEX-M267,,"EVODEX-P594,EVODEX-P1567",445.17119
EVODEX-M268,,"EVODEX-P596,EVODEX-P1494",-97.05281
EVODEX-M269,,EVODEX-P597,-195.08959
EVODEX-M270,,EVODEX-P598,97.05281
EVODEX-M271,,"EVODEX-P600,EVODEX-P1662",108.05754
EVODEX-M272,,"EVODEX-P602,EVODEX-P969,EVODEX-P1436,EVODEX-P1635",-138.04298
EVODEX-M273,,EVODEX-P603,382.19668
EVODEX-M274,,"EVODEX-P604,EVODEX-P971,EVODEX-P1437,EVODEX-P1637",-120.03242
EVODEX-M275,,EVODEX-P605,-382.19668
EVODEX-M276,,EVODEX-P608,-680.31322
EVODEX-M277,,EVODEX-P610,680.31322
EVODEX-M278,,EVODEX-P611,-494.89792
EVODEX-M279,,EVODEX-P612,272.21756
EVODEX-M280,,EVODEX-P616,211.0246
EVODEX-M281,,EVODEX-P618,22.94484
EVODEX-M282,,EVODEX-P620,309.00149
EVODEX-M283,,EVODEX-P621,229.03516
EVODEX-M284,,EVODEX-P622,-484.05104
EVODEX-M285,,EVODEX-P623,131.05827
EVODEX-M286,,EVODEX-P625,-197.99439
EVODEX-M287,,EVODEX-P626,-22.94484
EVODEX-M288,,EVODEX-P628,-351.9975
EVODEX-M289,,"EVODEX-P629,EVODEX-P902",57.02149000000001
EVODEX-M290,,EVODEX-P632,239.23763
EVODEX-M291,,EVODEX-P634,765.0998199999999
EVODEX-M292,,EVODEX-P635,766.1076499999999
EVODEX-M293,,EVODEX-P636,-15.02349
EVODEX-M294,,EVODEX-P638,137.02385
EVODEX-M295,,"EVODEX-P639,EVODEX-P930,EVODEX-P1248",-385.12963
EVODEX-M296,,EVODEX-P640,-247.09795
EVODEX-M297,,"EVODEX-P644,EVODEX-P1426",-182.08176
EVODEX-M298,,EVODEX-P645,-183.08959
EVODEX-M299,,EVODEX-P657,232.03479
EVODEX-M300,,EVODEX-P661,231.02696000000003
EVODEX-M301,,EVODEX-P663,-84.05754
EVODEX-M302,,EVODEX-P665,84.05754
EVODEX-M303,,EVODEX-P672,-222.95489
EVODEX-M304,,EVODEX-P677,-393.02409000000006
EVODEX-M305,,EVODEX-P679,393.02409000000006
EVODEX-M306,,EVODEX-P684,157.12126
EVODEX-M307,,EVODEX-P686,335.06447999999995
EVODEX-M308,,EVODEX-P690,-252.91773
EVODEX-M309,,EVODEX-P691,174.11182000000002
EVODEX-M310,,EVODEX-P695,-445.17119
EVODEX-M311,,EVODEX-P697,-159.11453999999998
EVODEX-M312,,EVODEX-P699,286.05665000000005
EVODEX-M313,,EVODEX-P702,-87.27655999999999
EVODEX-M314,,EVODEX-P703,434.33978
EVODEX-M315,,EVODEX-P704,416.32922
EVODEX-M316,,EVODEX-P706,256.39656
EVODEX-M317,,EVODEX-P707,87.27655999999999
EVODEX-M318,,EVODEX-P711,589.1722599999999
EVODEX-M319,,EVODEX-P713,420.05226
EVODEX-M320,,EVODEX-P714,-416.32922
EVODEX-M321,,EVODEX-P715,1096.1681399999998
EVODEX-M322,,EVODEX-P716,-594.27244
EVODEX-M323,,EVODEX-P718,-68.06264
EVODEX-M324,,EVODEX-P719,-204.08996
EVODEX-M325,,EVODEX-P720,68.06264
EVODEX-M326,,EVODEX-P721,-26.14674000000001
EVODEX-M327,,"EVODEX-P724,EVODEX-P1154",-176.03204
EVODEX-M328,,EVODEX-P726,-107.8245
EVODEX-M329,,"EVODEX-P727,EVODEX-P1156,EVODEX-P1226",176.03204
EVODEX-M330,,EVODEX-P728,296.17772
EVODEX-M331,,EVODEX-P740,411.03465000000006
EVODEX-M332,,EVODEX-P742,-216.03989
EVODEX-M333,,"EVODEX-P743,EVODEX-P848,EVODEX-P1695",305.04135999999994
EVODEX-M334,,EVODEX-P744,-38.09667
EVODEX-M335,,"EVODEX-P745,EVODEX-P840,EVODEX-P845",-305.04136
EVODEX-M336,,"EVODEX-P749,EVODEX-P1096,EVODEX-P1222",-166.99986
EVODEX-M337,,EVODEX-P754,100.02732
EVODEX-M338,,EVODEX-P762,374.10014
EVODEX-M339,,"EVODEX-P763,EVODEX-P1140",-118.02658
EVODEX-M340,,EVODEX-P765,256.07356
EVODEX-M341,,EVODEX-P766,102.03168
EVODEX-M342,,"EVODEX-P768,EVODEX-P1028",-70.04188
EVODEX-M343,,EVODEX-P769,272.06846
EVODEX-M344,,EVODEX-P771,154.04188
EVODEX-M345,,"EVODEX-P774,EVODEX-P1613",-12.0
EVODEX-M346,,EVODEX-P777,228.07866
EVODEX-M347,,EVODEX-P780,86.03678000000001
EVODEX-M348,,EVODEX-P785,-141.99329
EVODEX-M349,,"EVODEX-P788,EVODEX-P1128",-265.08123
EVODEX-M350,,"EVODEX-P790,EVODEX-P1130",265.08123
EVODEX-M351,,EVODEX-P795,321.98546
EVODEX-M352,,EVODEX-P797,-321.98546
EVODEX-M353,,EVODEX-P801,-703.2564100000001
EVODEX-M354,,EVODEX-P803,-568.22094
EVODEX-M355,,EVODEX-P804,135.03547
EVODEX-M356,,"EVODEX-P808,EVODEX-P1322,EVODEX-P1412",-504.16896
EVODEX-M357,,"EVODEX-P809,EVODEX-P1323",-486.1584
EVODEX-M358,,"EVODEX-P814,EVODEX-P1387",-666.22176
EVODEX-M359,,EVODEX-P815,-648.2112
EVODEX-M360,,"EVODEX-P819,EVODEX-P1012,EVODEX-P1473,EVODEX-P1874",-443.02445000000006
EVODEX-M361,,"EVODEX-P820,EVODEX-P1143",324.99787
EVODEX-M362,,"EVODEX-P825,EVODEX-P1150",-324.99787
EVODEX-M363,,EVODEX-P827,324.09103
EVODEX-M364,,EVODEX-P830,1192.12937
EVODEX-M365,,EVODEX-P833,-458.00951
EVODEX-M366,,EVODEX-P835,309.10597
EVODEX-M367,,"EVODEX-P837,EVODEX-P1331",-166.06339
EVODEX-M368,,EVODEX-P838,-323.05192
EVODEX-M369,,EVODEX-P839,166.06339
EVODEX-M370,,EVODEX-P847,173.17331
EVODEX-M371,,EVODEX-P849,351.11652999999995
EVODEX-M372,,EVODEX-P851,-437.20651
EVODEX-M373,,EVODEX-P853,437.20651
EVODEX-M374,,EVODEX-P857,305.06825
EVODEX-M375,,EVODEX-P859,306.07607999999993
EVODEX-M376,,EVODEX-P860,29.00273
EVODEX-M377,,"EVODEX-P874,EVODEX-P1500",-130.02658
EVODEX-M378,,EVODEX-P877,128.01092
EVODEX-M379,,EVODEX-P881,-291.09541
EVODEX-M380,,EVODEX-P883,291.09541
EVODEX-M381,,EVODEX-P887,-446.2393
EVODEX-M382,,EVODEX-P889,446.2393
EVODEX-M383,,"EVODEX-P894,EVODEX-P1000,EVODEX-P1858",-60.02112
EVODEX-M384,,EVODEX-P897,126.00821
EVODEX-M385,,"EVODEX-P898,EVODEX-P1846",169.99801000000002
EVODEX-M386,,EVODEX-P901,-685.3842299999999
EVODEX-M387,,EVODEX-P903,-667.3736700000001
EVODEX-M388,,EVODEX-P907,-160.10016000000002
EVODEX-M389,,EVODEX-P909,-57.98776
EVODEX-M390,,EVODEX-P911,57.98776
EVODEX-M391,,EVODEX-P916,339.01353000000006
EVODEX-M392,,EVODEX-P920,-888.48222
EVODEX-M393,,EVODEX-P921,-259.15333
EVODEX-M394,,EVODEX-P922,888.48222
EVODEX-M395,,EVODEX-P923,-241.14277
EVODEX-M396,,"EVODEX-P925,EVODEX-P1063",-55.04225
EVODEX-M397,,EVODEX-P929,366.18192
EVODEX-M398,,EVODEX-P932,-17.939879999999995
EVODEX-M399,,EVODEX-P934,-118.04188
EVODEX-M400,,EVODEX-P936,164.02222
EVODEX-M401,,EVODEX-P938,182.03278
EVODEX-M402,,EVODEX-P942,183.08959
EVODEX-M403,,EVODEX-P945,181.07393
EVODEX-M404,,"EVODEX-P946,EVODEX-P1484,EVODEX-P1603,EVODEX-P1704",165.07903
EVODEX-M405,,EVODEX-P947,163.06337
EVODEX-M406,,"EVODEX-P951,EVODEX-P1896",-114.04298
EVODEX-M407,,EVODEX-P957,-723.3047700000001
EVODEX-M408,,EVODEX-P961,254.03620000000004
EVODEX-M409,,EVODEX-P963,272.04675999999995
EVODEX-M410,,EVODEX-P968,-366.2382
EVODEX-M411,,EVODEX-P970,366.2382
EVODEX-M412,,EVODEX-P980,-79.97586
EVODEX-M413,,EVODEX-P981,97.96736
EVODEX-M414,,EVODEX-P983,-126.10452
EVODEX-M415,,EVODEX-P985,126.10452
EVODEX-M416,,EVODEX-P995,-188.00857
EVODEX-M417,,"EVODEX-P1007,EVODEX-P1255",-82.08647
EVODEX-M418,,EVODEX-P1014,-186.91847
EVODEX-M419,,EVODEX-P1015,256.10598
EVODEX-M420,,EVODEX-P1017,-283.03619
EVODEX-M421,,EVODEX-P1019,283.03619
EVODEX-M422,,EVODEX-P1024,-104.9729
EVODEX-M423,,EVODEX-P1026,322.05665
EVODEX-M424,,EVODEX-P1041,-230.01913
EVODEX-M425,,EVODEX-P1042,133.03899
EVODEX-M426,,EVODEX-P1043,159.93266
EVODEX-M427,,EVODEX-P1051,-26.893669999999997
EVODEX-M428,,EVODEX-P1053,151.04955
EVODEX-M429,,EVODEX-P1055,-147.17373
EVODEX-M430,,EVODEX-P1056,-129.16316999999998
EVODEX-M431,,EVODEX-P1057,-145.15807
EVODEX-M432,,EVODEX-P1061,-127.14751
EVODEX-M433,,EVODEX-P1062,-57.05791000000001
EVODEX-M434,,EVODEX-P1065,55.04225
EVODEX-M435,,EVODEX-P1071,365.02919
EVODEX-M436,,EVODEX-P1073,62.00035999999999
EVODEX-M437,,"EVODEX-P1074,EVODEX-P1455,EVODEX-P1575",-51.97143
EVODEX-M438,,EVODEX-P1076,-365.02919
EVODEX-M439,,EVODEX-P1077,-9.960870000000002
EVODEX-M440,,"EVODEX-P1078,EVODEX-P1772",-339.01353000000006
EVODEX-M441,,EVODEX-P1080,70.00546
EVODEX-M442,,EVODEX-P1081,-141.96669
EVODEX-M443,,EVODEX-P1082,497.03501000000006
EVODEX-M444,,EVODEX-P1085,-239.91846
EVODEX-M445,,EVODEX-P1087,164.08376
EVODEX-M446,,EVODEX-P1089,-226.059
EVODEX-M447,,EVODEX-P1091,226.059
EVODEX-M448,,"EVODEX-P1092,EVODEX-P1234,EVODEX-P1358,EVODEX-P1790",-345.0475599999999
EVODEX-M449,,EVODEX-P1101,-165.07903
EVODEX-M450,,EVODEX-P1102,156.10126
EVODEX-M451,,"EVODEX-P1103,EVODEX-P1491",-147.06847
EVODEX-M452,,"EVODEX-P1104,EVODEX-P1353",-156.10126
EVODEX-M453,,EVODEX-P1109,-246.96619
EVODEX-M454,,EVODEX-P1112,-350.35508
EVODEX-M455,,EVODEX-P1114,350.35508
EVODEX-M456,,EVODEX-P1115,-449.82231
EVODEX-M457,,EVODEX-P1116,317.29317
EVODEX-M458,,EVODEX-P1117,-1.9792399999999997
EVODEX-M459,,EVODEX-P1118,809.1260400000001
EVODEX-M460,,EVODEX-P1121,-851.1366
EVODEX-M461,,EVODEX-P1124,-809.1260400000001
EVODEX-M462,,EVODEX-P1135,-137.08413000000002
EVODEX-M463,,EVODEX-P1142,-324.09102999999993
EVODEX-M464,,EVODEX-P1144,-1192.12937
EVODEX-M465,,EVODEX-P1147,-669.1385899999999
EVODEX-M466,,EVODEX-P1149,-20.04969
EVODEX-M467,,EVODEX-P1152,197.99291
EVODEX-M468,,EVODEX-P1157,-90.04698
EVODEX-M469,,EVODEX-P1160,104.03752
EVODEX-M470,,EVODEX-P1164,168.99018
EVODEX-M471,,EVODEX-P1166,96.96906
EVODEX-M472,,EVODEX-P1167,95.96123
EVODEX-M473,,EVODEX-P1174,-172.061
EVODEX-M474,,EVODEX-P1176,173.06883
EVODEX-M475,,EVODEX-P1177,172.061
EVODEX-M476,,EVODEX-P1178,-171.05317
EVODEX-M477,,"EVODEX-P1184,EVODEX-P1201",287.27142999999995
EVODEX-M478,,"EVODEX-P1186,EVODEX-P1203,EVODEX-P1382",714.30098
EVODEX-M479,,EVODEX-P1191,-101.02385
EVODEX-M480,,EVODEX-P1195,114.10452
EVODEX-M481,,EVODEX-P1196,112.08886
EVODEX-M482,,EVODEX-P1206,62.01679
EVODEX-M483,,EVODEX-P1211,43.01839
EVODEX-M484,,EVODEX-P1215,-131.04057
EVODEX-M485,,EVODEX-P1217,131.04057
EVODEX-M486,,EVODEX-P1227,-163.95997999999997
EVODEX-M487,,EVODEX-P1228,240.04224
EVODEX-M488,,EVODEX-P1231,-441.04521
EVODEX-M489,,EVODEX-P1233,441.04521
EVODEX-M490,,"EVODEX-P1237,EVODEX-P1691,EVODEX-P1842",117.05791
EVODEX-M491,,EVODEX-P1241,-271.06919
EVODEX-M492,,EVODEX-P1242,-253.05863
EVODEX-M493,,EVODEX-P1247,74.02422
EVODEX-M494,,EVODEX-P1249,-310.09758
EVODEX-M495,,EVODEX-P1258,-632.3034
EVODEX-M496,,EVODEX-P1260,632.3034
EVODEX-M497,,EVODEX-P1261,394.12384
EVODEX-M498,,EVODEX-P1262,412.1344
EVODEX-M499,,EVODEX-P1270,-237.96582
EVODEX-M500,,EVODEX-P1272,189.06373
EVODEX-M501,,EVODEX-P1276,455.15553
EVODEX-M502,,"EVODEX-P1284,EVODEX-P1289",132.04224
EVODEX-M503,,EVODEX-P1288,-101.95962
EVODEX-M504,,EVODEX-P1290,302.0426
EVODEX-M505,,EVODEX-P1294,-121.06411
EVODEX-M506,,EVODEX-P1295,-176.93539
EVODEX-M507,,EVODEX-P1296,46.07151
EVODEX-M508,,EVODEX-P1297,122.07194
EVODEX-M509,,EVODEX-P1298,224.01473
EVODEX-M510,,EVODEX-P1300,-130.06300000000002
EVODEX-M511,,EVODEX-P1301,15.958479999999998
EVODEX-M512,,EVODEX-P1303,-15.958479999999998
EVODEX-M513,,EVODEX-P1305,131.09469
EVODEX-M514,,"EVODEX-P1306,EVODEX-P1705",146.02147999999997
EVODEX-M515,,EVODEX-P1309,-103.93886
EVODEX-M516,,EVODEX-P1311,300.06336
EVODEX-M517,,EVODEX-P1315,37.95577
EVODEX-M518,,EVODEX-P1316,-185.00894
EVODEX-M519,,EVODEX-P1317,-37.95577
EVODEX-M520,,EVODEX-P1319,183.97725
EVODEX-M521,,EVODEX-P1328,-116.04734
EVODEX-M522,,EVODEX-P1329,-184.07395
EVODEX-M523,,EVODEX-P1330,116.04734
EVODEX-M524,,EVODEX-P1337,145.15807
EVODEX-M525,,EVODEX-P1338,127.14751
EVODEX-M526,,EVODEX-P1340,554.17706
EVODEX-M527,,EVODEX-P1341,47.18118
EVODEX-M528,,EVODEX-P1342,-281.87148
EVODEX-M529,,EVODEX-P1343,-289.07335
EVODEX-M530,,EVODEX-P1346,307.08390999999995
EVODEX-M531,,EVODEX-P1347,209.10702
EVODEX-M532,,EVODEX-P1348,-387.05024
EVODEX-M533,,EVODEX-P1349,119.94564
EVODEX-M534,,EVODEX-P1350,289.07335
EVODEX-M535,,EVODEX-P1351,-119.94564
EVODEX-M536,,EVODEX-P1354,-903.46073
EVODEX-M537,,EVODEX-P1355,-885.4501699999998
EVODEX-M538,,"EVODEX-P1360,EVODEX-P1792",345.0475599999999
EVODEX-M539,,EVODEX-P1365,-205.94942
EVODEX-M540,,EVODEX-P1367,198.0528
EVODEX-M541,,EVODEX-P1372,-748.2804199999999
EVODEX-M542,,EVODEX-P1373,27.98273
EVODEX-M543,,EVODEX-P1380,-52.8145
EVODEX-M544,,EVODEX-P1388,-568.24487
EVODEX-M545,,"EVODEX-P1398,EVODEX-P1524",-157.08523
EVODEX-M546,,EVODEX-P1404,-155.06957
EVODEX-M547,,"EVODEX-P1408,EVODEX-P1526",157.08523
EVODEX-M548,,EVODEX-P1413,-406.19207000000006
EVODEX-M549,,EVODEX-P1419,-131.06957
EVODEX-M550,,EVODEX-P1420,295.95998000000003
EVODEX-M551,,EVODEX-P1438,138.04298
EVODEX-M552,,EVODEX-P1439,136.02732
EVODEX-M553,,EVODEX-P1442,-443.15553
EVODEX-M554,,EVODEX-P1444,-135.11454
EVODEX-M555,,EVODEX-P1445,308.04099
EVODEX-M556,,EVODEX-P1447,-79.9568
EVODEX-M557,,EVODEX-P1449,-29.907560000000004
EVODEX-M558,,EVODEX-P1450,79.9568
EVODEX-M559,,EVODEX-P1451,397.12199
EVODEX-M560,,EVODEX-P1456,471.01935
EVODEX-M561,,EVODEX-P1462,-136.03861999999998
EVODEX-M562,,EVODEX-P1463,41.9046
EVODEX-M563,,EVODEX-P1470,-259.02186
EVODEX-M564,,EVODEX-P1471,-258.01403
EVODEX-M565,,EVODEX-P1474,126.26654
EVODEX-M566,,EVODEX-P1476,569.29099
EVODEX-M567,,"EVODEX-P1478,EVODEX-P1700",-164.04734
EVODEX-M568,,EVODEX-P1480,-60.03642
EVODEX-M569,,EVODEX-P1481,-105.04261
EVODEX-M570,,EVODEX-P1482,60.03642
EVODEX-M571,,EVODEX-P1485,104.01092
EVODEX-M572,,EVODEX-P1492,-115.06337
EVODEX-M573,,"EVODEX-P1493,EVODEX-P1605",147.06847
EVODEX-M574,,EVODEX-P1497,152.12018
EVODEX-M575,,EVODEX-P1503,-148.12128
EVODEX-M576,,EVODEX-P1504,-129.10289
EVODEX-M577,,EVODEX-P1505,-130.11072
EVODEX-M578,,EVODEX-P1507,-147.11344999999997
EVODEX-M579,,EVODEX-P1515,101.08413
EVODEX-M580,,EVODEX-P1516,100.0763
EVODEX-M581,,EVODEX-P1525,-45.05791000000001
EVODEX-M582,,EVODEX-P1527,-27.04735
EVODEX-M583,,EVODEX-P1531,187.06679
EVODEX-M584,,EVODEX-P1533,205.07735
EVODEX-M585,,EVODEX-P1538,-43.00583
EVODEX-M586,,EVODEX-P1540,43.00583
EVODEX-M587,,EVODEX-P1541,34.11307000000001
EVODEX-M588,,EVODEX-P1545,239.89899
EVODEX-M589,,EVODEX-P1546,-135.92136
EVODEX-M590,,EVODEX-P1547,-239.89899
EVODEX-M591,,EVODEX-P1548,267.09689000000003
EVODEX-M592,,EVODEX-P1557,-250.93849
EVODEX-M593,,EVODEX-P1558,176.09106
EVODEX-M594,,"EVODEX-P1563,EVODEX-P1882",347.06322
EVODEX-M595,,EVODEX-P1565,525.13752
EVODEX-M596,,EVODEX-P1569,427.16063
EVODEX-M597,,EVODEX-P1570,-455.02445000000006
EVODEX-M598,,EVODEX-P1571,347.1943
EVODEX-M599,,EVODEX-P1573,18.14164
EVODEX-M600,,EVODEX-P1576,-381.02409
EVODEX-M601,,EVODEX-P1578,51.97143
EVODEX-M602,,EVODEX-P1582,-215.05592
EVODEX-M603,,EVODEX-P1583,-197.04536
EVODEX-M604,,EVODEX-P1604,149.08413
EVODEX-M605,,EVODEX-P1607,167.09469
EVODEX-M606,,EVODEX-P1617,-304.04608999999994
EVODEX-M607,,EVODEX-P1619,304.04609
EVODEX-M608,,EVODEX-P1623,-143.07357
EVODEX-M609,,EVODEX-P1624,250.09542
EVODEX-M610,,EVODEX-P1625,-125.06301
EVODEX-M611,,EVODEX-P1626,-250.09542
EVODEX-M612,,EVODEX-P1629,-154.03953
EVODEX-M613,,"EVODEX-P1630,EVODEX-P1802",166.00146
EVODEX-M614,,EVODEX-P1631,-136.02897000000002
EVODEX-M615,,"EVODEX-P1632,EVODEX-P1800",-166.00146
EVODEX-M616,,EVODEX-P1636,154.07430000000002
EVODEX-M617,,EVODEX-P1638,-154.07430000000002
EVODEX-M618,,EVODEX-P1641,-250.06882
EVODEX-M619,,EVODEX-P1643,250.06882
EVODEX-M620,,EVODEX-P1655,-116.03478
EVODEX-M621,,EVODEX-P1658,-552.21668
EVODEX-M622,,EVODEX-P1660,552.21668
EVODEX-M623,,EVODEX-P1661,-295.94468
EVODEX-M624,,EVODEX-P1666,117.07047
EVODEX-M625,,EVODEX-P1668,99.05991
EVODEX-M626,,EVODEX-P1670,100.06774
EVODEX-M627,,EVODEX-P1671,-14.98707
EVODEX-M628,,EVODEX-P1673,118.0783
EVODEX-M629,,EVODEX-P1679,-199.93886
EVODEX-M630,,EVODEX-P1680,227.09069
EVODEX-M631,,EVODEX-P1682,-301.05628
EVODEX-M632,,EVODEX-P1683,-123.11306
EVODEX-M633,,EVODEX-P1690,99.04735
EVODEX-M634,,EVODEX-P1694,-36.92408
EVODEX-M635,,EVODEX-P1696,141.01914
EVODEX-M636,,EVODEX-P1701,-18.02586
EVODEX-M637,,EVODEX-P1703,18.02586
EVODEX-M638,,EVODEX-P1710,148.12128
EVODEX-M639,,EVODEX-P1712,147.11344999999997
