id,smirks,sources
EVODEX-C11,[H][C:2]>>O=[C:2].[H],"EVODEX-P11,EVODEX-P483,EVODEX-P870,EVODEX-P1058,EVODEX-P1400,EVODEX-P1432,EVODEX-P1502"
EVODEX-C12,[H][C:2].[H][O:10][H]>>[C:2]=[O:10].[H],"EVODEX-P12,EVODEX-P484,EVODEX-P871,EVODEX-P1059,EVODEX-P1402,EVODEX-P1433,EVODEX-P1506"
EVODEX-C13,[H][C:2].[O:11]=[O:12]>>O=[C:2].[H].[H][O:11][O:12][H],"EVODEX-P13,EVODEX-P872,EVODEX-P1060,EVODEX-P1403,EVODEX-P1434"
EVODEX-C14,[H]N([H])[C:2][H].[O:11]=[O:12]>>O=[C:2].[H][O:11][O:12][H],"EVODEX-P14,EVODEX-P873,EVODEX-P1407,EVODEX-P1435"
EVODEX-C15,[H]C1:C([H]):C([H]):C(C([H])([H])C([H])([H])[N:1]):C([H]):C:1[H]>>[H][N:1],EVODEX-P15
EVODEX-C16,[H]C1:C([H]):C([H]):C(C([H])([H])C([H])([H])[N:1]):C([H]):C:1[H].[O:11]=[O:12]>>[H][N:1].[H][O:11][O:12][H],EVODEX-P16
EVODEX-C17,[O:11]=[O:12].[H][O:10][H]>>[H]C(C([H])([H])C1:C([H]):C([H]):C([H]):C([H]):C:1[H])=[O:10].[H][O:11][O:12][H],EVODEX-P17
EVODEX-C18,[O:11]=[O:12]>>[H][O:11][O:12][H],EVODEX-P18
EVODEX-C19,[H][O:10][H]>>[H]C(C([H])([H])C1:C([H]):C([H]):C([H]):C([H]):C:1[H])=[O:10],EVODEX-P19
EVODEX-C20,[P:33].[C:4][O:6].[H][N:7]>>[C:4][N:7].[H].[O:6][P:33],"EVODEX-P20,EVODEX-P613,EVODEX-P1335,EVODEX-P1564,EVODEX-P1824"
EVODEX-C21,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])[O:36].[H]O[C:4].[H][N:7]>>[C:4][N:7].[H][O:36],EVODEX-P21
EVODEX-C22,.[H][N:7]>>[H]N([H])C([H])([H])C([H])([H])C(=O)[N:7].[H].[H]O,EVODEX-P22
EVODEX-C23,[H]OP(=O)(O[H])OP(=O)(O[H])O[P:33].[C:4][O:6].[H][N:7]>>[C:4][N:7].[O:6][P:33],EVODEX-P23
EVODEX-C24,[H]OP(=O)(O[H])OP(=O)(O[H])O[P:33]>>[H]O[P:33],"EVODEX-P24,EVODEX-P62"
EVODEX-C25,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])[O:36].[H][N:7]>>[H]N([H])C([H])([H])C([H])([H])C(=O)[N:7].[H][O:36],EVODEX-P25
EVODEX-C26,[H]OP(=O)(O[H])OP(=O)(O[H])O[P:33].[H][N:7]>>[H]N([H])C([H])([H])C([H])([H])C(=O)[N:7].[H]O[P:33],EVODEX-P26
EVODEX-C27,[P:33].[O:6]>>[H]N[C@]([H])(C(=O)O[H])C([H])([H])C1:C([H]):N:C([H]):N:1[H].[H].[O:6][P:33],EVODEX-P28
EVODEX-C28,[H]O[C:4].[H][N:7]>>[C:4][N:7],"EVODEX-P29,EVODEX-P615,EVODEX-P935,EVODEX-P960,EVODEX-P1259,EVODEX-P1344,EVODEX-P1579,EVODEX-P1831"
EVODEX-C29,[H]OP(=O)(O[H])OP(=O)(O[H])O[P:33].[H]N([H])C([H])([H])C([H])([H])C(=O)[O:6]>>[O:6][P:33],EVODEX-P30
EVODEX-C30,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])[O:36].[H]O[C:4]>>[H]OC(=O)[C@@]([H])(N([H])[C:4])C([H])([H])C1:C([H]):N:C([H]):N:1[H].[H][O:36],EVODEX-P31
EVODEX-C31,[H]OP(=O)(O[H])OP(=O)(O[H])O[P:33].[O:6]>>[H]N[C@]([H])(C(=O)O[H])C([H])([H])C1:C([H]):N:C([H]):N:1[H].[O:6][P:33],EVODEX-P32
EVODEX-C32,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])[O:36]>>[H][O:36],EVODEX-P33
EVODEX-C33,[P:33].[H]N([H])C([H])([H])C([H])([H])C(=O)[O:6]>>[H].[O:6][P:33],EVODEX-P34
EVODEX-C34,[H]O[C:4]>>[H]OC(=O)[C@@]([H])(N([H])[C:4])C([H])([H])C1:C([H]):N:C([H]):N:1[H],EVODEX-P35
EVODEX-C35,[C:4].[H][N:7]>>[C:4][N:7].[H]OP(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)[C@]([H])(O[H])[C@]1([H])O[H],EVODEX-P36
EVODEX-C36,[H]N([H])C([H])([H])C([H])([H])C(=O)[O:6]>>[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])[O:6],EVODEX-P37
EVODEX-C37,[H][N:7]>>[H]N([H])C([H])([H])C([H])([H])C(=O)[N:7],EVODEX-P38
EVODEX-C38,>>[H]N[C@]([H])(C(=O)O[H])C([H])([H])C1:C([H]):N:C([H]):N:1[H].[H]OP(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)[C@]([H])(O[H])[C@]1([H])O[H],EVODEX-P39
EVODEX-C39,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:44]:1>>[#6:4]1=[#6:44]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1-[#85],"EVODEX-P40,EVODEX-P248"
EVODEX-C40,[#6:4]1:[#6:5]:[#6:6]:[#6:7]:[#7&+:8]:[#6:44]:1.[#85]-[#6@@:47]-[#8:48]-[#85]>>[#6:4]1=[#6:44]-[#7:8]-[#6:7]=[#6:6]-[#6:5]-1-[#85].[#6:47]=[#8:48],"EVODEX-P41,EVODEX-P100,EVODEX-P221,EVODEX-P246,EVODEX-P300,EVODEX-P448,EVODEX-P654,EVODEX-P751,EVODEX-P878,EVODEX-P975,EVODEX-P990,EVODEX-P1244,EVODEX-P1368,EVODEX-P1376,EVODEX-P1415,EVODEX-P1486,EVODEX-P1488,EVODEX-P1499,EVODEX-P1587,EVODEX-P1589,EVODEX-P1674,EVODEX-P1762"
EVODEX-C41,[H][C:2][O:3][H]>>[C:2]=[O:3],"EVODEX-P42,EVODEX-P101,EVODEX-P217,EVODEX-P222,EVODEX-P247,EVODEX-P251,EVODEX-P288,EVODEX-P301,EVODEX-P353,EVODEX-P373,EVODEX-P399,EVODEX-P449,EVODEX-P459,EVODEX-P655,EVODEX-P752,EVODEX-P879,EVODEX-P906,EVODEX-P956,EVODEX-P965,EVODEX-P976,EVODEX-P991,EVODEX-P1048,EVODEX-P1134,EVODEX-P1245,EVODEX-P1369,EVODEX-P1377,EVODEX-P1416,EVODEX-P1487,EVODEX-P1489,EVODEX-P1588,EVODEX-P1590,EVODEX-P1675,EVODEX-P1698,EVODEX-P1763,EVODEX-P1776,EVODEX-P1869"
EVODEX-C42,[H]C(=O)N([H])[C@]([H])(C(=O)[N:11])C([H])([H])C([H])([H])SC([H])([H])[H]>>[H][N:11],EVODEX-P44
EVODEX-C43,[H]OC(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])[C:9])C([H])([H])[H])C([H])([H])O[H].[H][O:23]>>[C:9][O:23],EVODEX-P45
EVODEX-C44,[H][O:23]>>[H]C(=O)N([H])[C@]([H])(C(=O)[O:23])C([H])([H])C([H])([H])SC([H])([H])[H],EVODEX-P46
EVODEX-C45,[H]OC(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])[C:9])C([H])([H])[H])C([H])([H])O[H]>>[H]O[C:9],EVODEX-P47
EVODEX-C46,[C:7].[H][O:23]>>[C:7][O:23].[H],"EVODEX-P49,EVODEX-P1517"
EVODEX-C47,[H][O:1].[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C:13]>>[O:1][C:13],"EVODEX-P51,EVODEX-P178"
EVODEX-C48,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C:13]>>[H]O[C:13],EVODEX-P52
EVODEX-C49,[H][O:1]>>[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([O:1])O[C@]2([H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],EVODEX-P53
EVODEX-C50,[H]OC([H])([H])[C@@]1([H])O[C@]([H])([O:14])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H]>>[H][O:14],"EVODEX-P54,EVODEX-P810"
EVODEX-C51,[#6:4]1=[#6:5]-[#7:6]-[#6:46]=[#6:47]-[#6:48]-1-[#85].[#6:50]=[#8:49]>>[#6:4]1:[#6:5]:[#7&+:6]:[#6:46]:[#6:47]:[#6:48]:1.[#85]-[#8:49]-[#6@@:50]-[#85],"EVODEX-P56,EVODEX-P83,EVODEX-P98,EVODEX-P108,EVODEX-P174,EVODEX-P210,EVODEX-P320,EVODEX-P328,EVODEX-P408,EVODEX-P456,EVODEX-P480,EVODEX-P497,EVODEX-P525,EVODEX-P568,EVODEX-P577,EVODEX-P692,EVODEX-P842,EVODEX-P940,EVODEX-P973,EVODEX-P988,EVODEX-P1162,EVODEX-P1273,EVODEX-P1278,EVODEX-P1325,EVODEX-P1333,EVODEX-P1383,EVODEX-P1409,EVODEX-P1417,EVODEX-P1552,EVODEX-P1585,EVODEX-P1609,EVODEX-P1706"
EVODEX-C52,[#6:4]1=[#6:5]-[#7:6]-[#6:42]=[#6:43]-[#6:44]-1-[#85].>>[#6:4]1:[#6:5]:[#7&+:6]:[#6:42]:[#6:43]:[#6:44]:1.[#85].[#85],"EVODEX-P57,EVODEX-P85,EVODEX-P432,EVODEX-P1189,EVODEX-P1212,EVODEX-P1468,EVODEX-P1653,EVODEX-P1748,EVODEX-P1766,EVODEX-P1870"
EVODEX-C53,[O:49]=[C:50]>>[H][O:49][C:50][H],"EVODEX-P58,EVODEX-P84,EVODEX-P99,EVODEX-P109,EVODEX-P175,EVODEX-P214,EVODEX-P321,EVODEX-P329,EVODEX-P409,EVODEX-P457,EVODEX-P481,EVODEX-P498,EVODEX-P526,EVODEX-P569,EVODEX-P578,EVODEX-P693,EVODEX-P843,EVODEX-P974,EVODEX-P989,EVODEX-P1274,EVODEX-P1279,EVODEX-P1292,EVODEX-P1326,EVODEX-P1334,EVODEX-P1384,EVODEX-P1410,EVODEX-P1553,EVODEX-P1586,EVODEX-P1707"
EVODEX-C54,[P:24].[H][O:35]>>[H].[P:24][O:35],"EVODEX-P59,EVODEX-P65,EVODEX-P71,EVODEX-P92,EVODEX-P192,EVODEX-P205,EVODEX-P239,EVODEX-P253,EVODEX-P291,EVODEX-P311,EVODEX-P335,EVODEX-P402,EVODEX-P527,EVODEX-P579,EVODEX-P584,EVODEX-P676,EVODEX-P682,EVODEX-P735,EVODEX-P741,EVODEX-P747,EVODEX-P836,EVODEX-P844,EVODEX-P977,EVODEX-P1011,EVODEX-P1022,EVODEX-P1039,EVODEX-P1094,EVODEX-P1106,EVODEX-P1182,EVODEX-P1199,EVODEX-P1220,EVODEX-P1230,EVODEX-P1251,EVODEX-P1263,EVODEX-P1268,EVODEX-P1280,EVODEX-P1357,EVODEX-P1418,EVODEX-P1472,EVODEX-P1543,EVODEX-P1559,EVODEX-P1616,EVODEX-P1676,EVODEX-P1681,EVODEX-P1692,EVODEX-P1729,EVODEX-P1778,EVODEX-P1789,EVODEX-P1878"
EVODEX-C55,[H]OP(=O)(O[H])OP(=O)(O[H])O[P:12].[H][O:1]>>[O:1][P:12],"EVODEX-P60,EVODEX-P206,EVODEX-P336,EVODEX-P683,EVODEX-P846,EVODEX-P978,EVODEX-P1359,EVODEX-P1521,EVODEX-P1618,EVODEX-P1693"
EVODEX-C56,[H][O:3]>>[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):C([H]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])[O:3],"EVODEX-P61,EVODEX-P207,EVODEX-P1254"
EVODEX-C57,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):C([H]):C(=O):N([H]):C:2=O)O[C@]1([H])C([H])([H])OP(=O)(O[H])[O:15]>>[H][O:15],"EVODEX-P63,EVODEX-P1252,EVODEX-P1684"
EVODEX-C58,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])[O:23]>>[H][O:23],EVODEX-P66
EVODEX-C59,[H]OP(=O)(O[H])O[P:20].[H][O:32]>>[P:20][O:32],"EVODEX-P67,EVODEX-P194,EVODEX-P529,EVODEX-P678,EVODEX-P1791"
EVODEX-C60,[H][O:32]>>[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])[O:32],"EVODEX-P68,EVODEX-P1808"
EVODEX-C61,[H]OP(=O)(O[H])O[P:20]>>[H]O[P:20],"EVODEX-P69,EVODEX-P196,EVODEX-P531,EVODEX-P680"
EVODEX-C62,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(=O):N([H]):C(N([H])[H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[P:18].[H][O:50]>>[P:18][O:50],"EVODEX-P72,EVODEX-P1232"
EVODEX-C63,[H][O:5]>>[H]OP(=O)(O[H])[O:5],"EVODEX-P73,EVODEX-P94,EVODEX-P241,EVODEX-P294,EVODEX-P315,EVODEX-P404,EVODEX-P416,EVODEX-P581,EVODEX-P586,EVODEX-P737,EVODEX-P1013,EVODEX-P1025,EVODEX-P1108,EVODEX-P1185,EVODEX-P1202,EVODEX-P1271,EVODEX-P1475,EVODEX-P1561,EVODEX-P1678,EVODEX-P1733,EVODEX-P1880"
EVODEX-C64,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(=O):N([H]):C(N([H])[H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[P:18]>>[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[P:18],EVODEX-P74
EVODEX-C65,[H]OP(=O)(O[H])[O:19]>>[H][O:19],"EVODEX-P75,EVODEX-P96,EVODEX-P254,EVODEX-P312,EVODEX-P406,EVODEX-P739,EVODEX-P1266,EVODEX-P1281,EVODEX-P1730,EVODEX-P1779"
EVODEX-C66,>>[H].[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2:C([H]):N:C3:C(N([H])[H]):N:C([H]):N:C:3:2)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(O)(=O)O[H],"EVODEX-P76,EVODEX-P257,EVODEX-P1422,EVODEX-P1782"
EVODEX-C67,[H]OC1(C([H])([H])[O:17])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H][O:17],"EVODEX-P78,EVODEX-P1393"
EVODEX-C68,[H][O:3].[H]O[C:16]>>[O:3][C:16],"EVODEX-P79,EVODEX-P789,EVODEX-P1035"
EVODEX-C69,[H]O[C:16]>>[H]OP(=O)(O[H])O[C:16],"EVODEX-P80,EVODEX-P791,EVODEX-P1036"
EVODEX-C70,[H][O:3]>>[H]O[C@]1(C([H])([H])[O:3])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"EVODEX-P81,EVODEX-P1392"
EVODEX-C71,>>[H]OP(O)(=O)O[H].[H],"EVODEX-P82,EVODEX-P97,EVODEX-P115,EVODEX-P792,EVODEX-P1008,EVODEX-P1038,EVODEX-P1389,EVODEX-P1414"
EVODEX-C72,[H]OC(=O)C([H])([H])[C@@]([H])(C(=O)[N:33])N([H])[H]>>[H][N:33],EVODEX-P87
EVODEX-C73,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1:C([H]):N:C([H]):N:1[H])C([H])([H])C1:C([H]):C([H]):C([H]):C([H]):C:1[H])C([H])([H])C1:C([H]):N:C([H]):N:1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1:C([H]):C([H]):C(O[H]):C([H]):C:1[H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])[C:34].[H][O:94]>>[C:34][O:94],EVODEX-P88
EVODEX-C74,[H][O:94]>>[H]OC(=O)C([H])([H])[C@@]([H])(C(=O)[O:94])N([H])[H],EVODEX-P89
EVODEX-C75,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1:C([H]):N:C([H]):N:1[H])C([H])([H])C1:C([H]):C([H]):C([H]):C([H]):C:1[H])C([H])([H])C1:C([H]):N:C([H]):N:1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1:C([H]):C([H]):C(O[H]):C([H]):C:1[H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])[C:34]>>[H]O[C:34],EVODEX-P90
EVODEX-C76,[H]O[C@@]([H])([C@]([H])(O[H])C(=O)C([H])([H])O[P:5])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H].[H][O:23]>>[P:5][O:23],EVODEX-P93
EVODEX-C77,[H]O[C@@]([H])([C@]([H])(O[H])C(=O)C([H])([H])O[P:5])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H]>>[H]OP(=O)(O[H])O[P:5],EVODEX-P95
EVODEX-C78,[C:1].[H][N:20]>>[C:1][N:20].[H],"EVODEX-P102,EVODEX-P146,EVODEX-P168,EVODEX-P223,EVODEX-P364,EVODEX-P589,EVODEX-P694,EVODEX-P933,EVODEX-P958,EVODEX-P1049,EVODEX-P1111,EVODEX-P1257,EVODEX-P1293,EVODEX-P1370,EVODEX-P1537"
EVODEX-C79,[H]C([H])([H])[S:2]>>[H][S:2],"EVODEX-P103,EVODEX-P636"
EVODEX-C80,[H]OS(=O)(=O)C([H])([H])C([H])([H])S[C:1].[H][N:20]>>[C:1][N:20],EVODEX-P104
EVODEX-C81,[H][N:20]>>[H]C([H])([H])[N:20],"EVODEX-P105,EVODEX-P1250"
EVODEX-C82,[H]OS(=O)(=O)C([H])([H])C([H])([H])S[C:1]>>[H]N=C1:N([H]):C2:C(:C(=O):N:1[H])N([C:1])[C@@]([H])([C@]([H])(N([H])C1:C([H]):C([H]):C(C([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[C@@]3([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[C@]([H])(C(=O)O[H])C([H])([H])C([H])([H])C(=O)O[H])[C@@]([H])(O[H])[C@@]3([H])O[H]):C([H]):C:1[H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])N2[H],EVODEX-P106
EVODEX-C83,>>[H]N=C1:N([H]):C2:C(:C(=O):N:1[H])N[C@@]([H])([C@]([H])(N([H])C1:C([H]):C([H]):C(C([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[C@@]3([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[C@]([H])(C(=O)O[H])C([H])([H])C([H])([H])C(=O)O[H])[C@@]([H])(O[H])[C@@]3([H])O[H]):C([H]):C:1[H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])N2[H].[H],"EVODEX-P107,EVODEX-P1375"
EVODEX-C84,[H]OC([H])([H])[C@@]1([H])O[C@]([H])([O:15])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]>>[H][O:15],"EVODEX-P111,EVODEX-P177,EVODEX-P425,EVODEX-P571,EVODEX-P669,EVODEX-P782,EVODEX-P806,EVODEX-P813,EVODEX-P1005,EVODEX-P1099,EVODEX-P1321,EVODEX-P1386,EVODEX-P1873"
EVODEX-C85,[H][O:3].[H]O[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(O[C:16])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]1([H])O[H]>>[O:3][C:16],EVODEX-P112
EVODEX-C86,[H]O[C@]1([H])[C@@]([H])(O[H])[C@@]([H])(O[C:16])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]1([H])O[H]>>[H]OP(=O)(O[H])O[C:16],EVODEX-P113
